frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,stop_line_detected,lane_error,lane_label_raw,lane_label_confirmed,lane_label_inner_votes,lane_label_outer_votes,raw_steer,final_steer,final_speed,steering_pot,traffic_signal,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
207,2026-08-01T22:37:40.689+09:00,23.953,206,8.65,1,DRIVING,,0,1,0,-0.228739,UNKNOWN,OUTER,0,6,0.497303,0.497303,255,786,unknown,0,unknown,0.000000,null,0.000000,0.306,,"{""0"": 122, ""1"": 137, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 122, ""1"": 137}",122,1,1,0,0,0.306,car-not-detected-or-stale,KEEP,left,right,,0
208,2026-08-01T22:37:40.786+09:00,24.051,207,8.65,1,DRIVING,,0,1,0,-0.232796,UNKNOWN,OUTER,0,5,0.486236,0.486236,255,784,unknown,0,unknown,0.000000,null,0.000000,0.288,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.288,ultrasonic-not-close,KEEP,left,right,,0
209,2026-08-01T22:37:40.898+09:00,24.161,208,8.65,1,DRIVING,,0,1,0,-0.240223,UNKNOWN,OUTER,0,4,0.492814,0.492814,255,785,unknown,0,unknown,0.000000,null,0.000000,0.175,,"{""0"": 250, ""1"": 135, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 135}",135,1,1,0,0,0.175,car-not-detected-or-stale,KEEP,left,right,,0
210,2026-08-01T22:37:41.005+09:00,24.268,209,8.66,1,DRIVING,,0,1,0,-0.249570,UNKNOWN,OUTER,0,3,0.508340,0.508340,255,785,unknown,0,unknown,0.000000,null,0.000000,0.283,,"{""0"": 108, ""1"": 125, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 108, ""1"": 125}",108,1,1,0,0,0.283,car-not-detected-or-stale,KEEP,left,right,,0
211,2026-08-01T22:37:41.103+09:00,24.368,210,8.66,1,DRIVING,,0,1,0,-0.253683,UNKNOWN,UNKNOWN,0,2,0.505412,0.505412,255,784,unknown,0,unknown,0.000000,null,0.000000,0.286,,"{""0"": 250, ""1"": 122, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 122}",122,1,1,0,0,0.286,car-not-detected-or-stale,KEEP,left,right,,0
212,2026-08-01T22:37:41.216+09:00,24.481,211,8.66,1,DRIVING,,0,1,0,-0.263192,UNKNOWN,UNKNOWN,0,1,0.525009,0.525009,255,786,unknown,0,unknown,0.000000,null,0.000000,0.179,,"{""0"": 250, ""1"": 125, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 125}",125,1,1,0,0,0.179,car-not-detected-or-stale,KEEP,left,right,,0
213,2026-08-01T22:37:41.319+09:00,24.584,212,8.67,1,DRIVING,,0,1,0,-0.267522,UNKNOWN,UNKNOWN,0,0,0.525219,0.525219,100,785,unknown,0,unknown,0.000000,null,0.000000,0.280,,"{""0"": 57, ""1"": 80, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 57, ""1"": 80}",57,1,1,0,0,0.280,car-not-detected-or-stale,KEEP,left,right,,0
214,2026-08-01T22:37:41.418+09:00,24.682,213,8.67,1,DRIVING,,0,1,0,-0.276267,UNKNOWN,UNKNOWN,0,0,0.543595,0.543595,255,785,green,0,unknown,0.000000,null,0.000000,0.280,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.280,ultrasonic-not-close,KEEP,left,right,,0
215,2026-08-01T22:37:41.536+09:00,24.799,214,8.67,1,DRIVING,,0,1,0,-0.285092,UNKNOWN,UNKNOWN,0,0,0.561472,0.561472,255,785,unknown,0,unknown,0.000000,null,0.000000,0.181,,"{""0"": 250, ""1"": 176, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 176}",176,1,0,0,0,0.181,ultrasonic-not-close,KEEP,left,right,,0
216,2026-08-01T22:37:41.655+09:00,24.918,215,8.67,1,DRIVING,,0,1,0,-0.292383,UNKNOWN,UNKNOWN,0,0,0.573227,0.573227,255,785,unknown,0,unknown,0.000000,null,0.000000,0.301,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.301,ultrasonic-not-close,KEEP,left,right,,0
217,2026-08-01T22:37:41.758+09:00,25.022,216,8.68,1,DRIVING,,0,1,0,-0.301730,UNKNOWN,UNKNOWN,0,0,0.592795,0.592795,255,785,unknown,0,unknown,0.000000,null,0.000000,0.308,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.308,ultrasonic-not-close,KEEP,left,right,,0
218,2026-08-01T22:37:41.865+09:00,25.128,217,8.68,1,DRIVING,,0,1,0,-0.315600,UNKNOWN,UNKNOWN,0,0,0.627823,0.627823,255,784,green,0,unknown,0.000000,null,0.000000,0.178,,"{""0"": 201, ""1"": 196, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 201, ""1"": 196}",196,1,0,0,0,0.178,ultrasonic-not-close,KEEP,left,right,,0
219,2026-08-01T22:37:41.973+09:00,25.233,218,8.68,1,DRIVING,,0,1,0,-0.328783,UNKNOWN,UNKNOWN,0,0,0.657361,0.657361,255,804,unknown,0,unknown,0.000000,null,0.000000,0.281,,"{""0"": 250, ""1"": 201, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 201}",201,1,0,0,0,0.281,ultrasonic-not-close,KEEP,left,right,,0
220,2026-08-01T22:37:42.077+09:00,25.339,219,8.69,1,DRIVING,,0,1,0,-0.344132,UNKNOWN,UNKNOWN,0,0,0.692951,0.692951,255,789,unknown,0,unknown,0.000000,null,0.000000,0.284,,"{""0"": 250, ""1"": 179, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 179}",179,1,0,0,0,0.284,ultrasonic-not-close,KEEP,left,right,,0
221,2026-08-01T22:37:42.191+09:00,25.453,220,8.69,1,DRIVING,,0,1,0,-0.360220,UNKNOWN,UNKNOWN,0,0,0.728815,0.728815,255,789,unknown,0,unknown,0.000000,null,0.000000,0.183,,"{""0"": 181, ""1"": 176, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 181, ""1"": 176}",176,1,0,0,0,0.183,ultrasonic-not-close,KEEP,left,right,,0
222,2026-08-01T22:37:42.300+09:00,25.564,221,8.69,1,DRIVING,,0,1,0,-0.377162,UNKNOWN,UNKNOWN,0,0,0.765680,0.765680,255,795,unknown,0,unknown,0.000000,null,0.000000,0.294,,"{""0"": 158, ""1"": 160, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 158, ""1"": 160}",158,1,0,0,0,0.294,ultrasonic-not-close,KEEP,left,right,,0
223,2026-08-01T22:37:42.410+09:00,25.674,222,8.69,1,DRIVING,,0,1,0,-0.384565,UNKNOWN,UNKNOWN,0,0,0.766292,0.766292,255,799,unknown,0,unknown,0.000000,null,0.000000,0.298,,"{""0"": 250, ""1"": 185, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 185}",185,1,0,0,0,0.298,ultrasonic-not-close,KEEP,left,right,,0
224,2026-08-01T22:37:42.521+09:00,25.784,223,8.69,1,DRIVING,,0,1,0,-0.393092,UNKNOWN,UNKNOWN,0,0,0.774766,0.774766,255,799,unknown,0,unknown,0.000000,null,0.000000,0.292,,"{""0"": 250, ""1"": 136, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 136}",136,1,1,0,0,0.292,car-not-detected-or-stale,KEEP,left,right,,0
225,2026-08-01T22:37:42.635+09:00,25.900,224,8.69,1,DRIVING,,0,1,0,-0.401423,UNKNOWN,UNKNOWN,0,0,0.784599,0.784599,255,797,red,0,unknown,0.000000,null,0.000000,0.411,,"{""0"": 134, ""1"": 137, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 134, ""1"": 137}",134,1,1,0,0,0.411,car-not-detected-or-stale,KEEP,left,right,,0
226,2026-08-01T22:37:42.741+09:00,26.003,225,8.70,1,DRIVING,,0,1,0,-0.399724,UNKNOWN,UNKNOWN,0,0,0.759870,0.759870,255,799,green,0,unknown,0.000000,null,0.000000,0.296,,"{""0"": 250, ""1"": 189, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 189}",189,1,0,0,0,0.296,ultrasonic-not-close,KEEP,left,right,,0
227,2026-08-01T22:37:42.843+09:00,26.108,226,8.70,1,DRIVING,,0,1,0,-0.401889,UNKNOWN,UNKNOWN,0,0,0.755555,0.755555,255,798,green,0,unknown,0.000000,null,0.000000,0.291,,"{""0"": 101, ""1"": 99, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 101, ""1"": 99}",99,1,1,0,0,0.291,car-not-detected-or-stale,KEEP,left,right,,0
228,2026-08-01T22:37:42.960+09:00,26.225,227,8.70,1,DRIVING,,0,1,0,-0.400382,UNKNOWN,UNKNOWN,0,0,0.740484,0.740484,255,799,green,0,unknown,0.000000,null,0.000000,0.188,,"{""0"": 250, ""1"": 126, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 126}",126,1,1,0,0,0.188,car-not-detected-or-stale,KEEP,left,right,,0
229,2026-08-01T22:37:43.079+09:00,26.342,228,8.70,1,DRIVING,,0,1,0,-0.400876,UNKNOWN,UNKNOWN,0,0,0.736323,0.736323,255,799,red,0,unknown,0.000000,null,0.000000,0.305,,"{""0"": 153, ""1"": 87, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 153, ""1"": 87}",87,1,1,0,0,0.305,car-not-detected-or-stale,KEEP,left,right,,0
230,2026-08-01T22:37:43.184+09:00,26.448,229,8.70,1,DRIVING,,0,1,0,-0.402081,UNKNOWN,UNKNOWN,0,0,0.736239,0.736239,100,800,red,1,obstacle-car,0.581093,"[692, 1, 1114, 678]",0.309515,0.308,,"{""0"": 250, ""1"": 63, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 63}",63,1,1,1,1,0.308,car+ultrasonic,KEEP,left,right,,0
231,2026-08-01T22:37:43.293+09:00,26.557,230,8.70,1,DRIVING,,0,1,0,-0.398410,UNKNOWN,UNKNOWN,0,0,0.719272,0.719272,100,799,red,1,obstacle-car,0.896937,"[757, 2, 1257, 685]",0.370342,0.182,,"{""0"": 70, ""1"": 74, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 70, ""1"": 74}",70,1,1,1,2,0.182,car+ultrasonic,KEEP,left,right,,0
232,2026-08-01T22:37:43.408+09:00,26.671,231,8.70,1,AVOIDING_OBSTACLE,state:DRIVING->AVOIDING_OBSTACLE;phase:KEEP->CHANGING,0,1,0,-0.399121,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,801,red,1,obstacle-car,0.896937,"[757, 2, 1257, 685]",0.370342,0.295,,"{""0"": 250, ""1"": 70, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 70}",70,1,1,1,0,0.295,car+ultrasonic,CHANGING,left,right,left,0
233,2026-08-01T22:37:43.513+09:00,26.778,232,8.70,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,805,red,1,obstacle-car,0.640372,"[811, 2, 1279, 690]",0.349276,0.298,,"{""0"": 145, ""1"": 118, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING,left,right,left,0
234,2026-08-01T22:37:43.620+09:00,26.884,233,8.71,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,817,red,1,obstacle-car,0.747086,"[846, 1, 1277, 685]",0.320295,0.296,,"{""0"": 139, ""1"": 138, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING,left,right,left,0
235,2026-08-01T22:37:43.728+09:00,26.992,234,8.71,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,821,unknown,1,obstacle-car,0.747086,"[846, 1, 1277, 685]",0.320295,0.402,,"{""0"": 101, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING,left,right,left,0
236,2026-08-01T22:37:43.833+09:00,27.097,235,8.71,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,821,unknown,1,obstacle-car,0.566641,"[979, 2, 1280, 712]",0.231977,0.287,,"{""0"": 131, ""1"": 125, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING,left,right,left,0
237,2026-08-01T22:37:43.934+09:00,27.197,236,8.72,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,820,unknown,0,unknown,0.000000,null,0.000000,0.173,,"{""0"": 121, ""1"": 145, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING,left,right,left,0
238,2026-08-01T22:37:44.050+09:00,27.315,237,8.72,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,821,unknown,0,unknown,0.000000,null,0.000000,0.288,,"{""0"": 250, ""1"": 113, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING,left,right,left,0
239,2026-08-01T22:37:44.152+09:00,27.416,238,8.72,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,820,unknown,0,unknown,0.000000,null,0.000000,0.289,,"{""0"": 132, ""1"": 108, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING,left,right,left,0
240,2026-08-01T22:37:44.256+09:00,27.518,239,8.73,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,820,unknown,0,unknown,0.000000,null,0.000000,0.170,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING,left,right,left,0
241,2026-08-01T22:37:44.364+09:00,27.627,240,8.73,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,822,unknown,0,unknown,0.000000,null,0.000000,0.279,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING,left,right,left,0
242,2026-08-01T22:37:44.471+09:00,27.736,241,8.73,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,822,unknown,0,unknown,0.000000,null,0.000000,0.288,,"{""0"": 166, ""1"": 113, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING,left,right,left,0
243,2026-08-01T22:37:44.581+09:00,27.845,242,8.73,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,821,unknown,1,obstacle-car,0.490529,"[793, 0, 1279, 637]",0.336123,0.185,,"{""0"": 250, ""1"": 157, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING,left,right,left,0
244,2026-08-01T22:37:44.710+09:00,27.972,243,8.73,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,821,unknown,1,obstacle-car,0.490529,"[793, 0, 1279, 637]",0.336123,0.309,,"{""0"": 250, ""1"": 197, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING,left,right,left,0
245,2026-08-01T22:37:44.813+09:00,28.077,244,8.73,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,820,unknown,0,unknown,0.000000,null,0.000000,0.311,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING,left,right,left,0
246,2026-08-01T22:37:44.926+09:00,28.189,245,8.73,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,821,unknown,0,unknown,0.000000,null,0.000000,0.311,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING,left,right,left,0
247,2026-08-01T22:37:45.053+09:00,28.315,246,8.73,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,820,unknown,0,unknown,0.000000,null,0.000000,0.436,,"{""0"": 250, ""1"": 179, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING,left,right,left,0
248,2026-08-01T22:37:45.161+09:00,28.424,247,8.73,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,822,unknown,0,unknown,0.000000,null,0.000000,0.313,,"{""0"": 250, ""1"": 135, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING,left,right,left,0
249,2026-08-01T22:37:45.268+09:00,28.532,248,8.73,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,820,unknown,0,unknown,0.000000,null,0.000000,0.306,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING,left,right,left,0
250,2026-08-01T22:37:45.382+09:00,28.646,249,8.73,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,819,unknown,1,obstacle-car,0.529740,"[925, 110, 1272, 625]",0.193890,0.188,,"{""0"": 250, ""1"": 124, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING,left,right,left,0
251,2026-08-01T22:37:45.496+09:00,28.759,250,8.73,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,1.000000,70,823,red,1,obstacle-car,0.529740,"[925, 110, 1272, 625]",0.193890,0.299,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING,left,right,left,0
252,2026-08-01T22:37:45.606+09:00,28.871,251,8.73,1,AVOIDING_OBSTACLE,phase:CHANGING->COUNTER_STEER,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,-1.000000,70,820,unknown,0,unknown,0.000000,null,0.000000,0.306,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,COUNTER_STEER,left,right,left,0
253,2026-08-01T22:37:45.718+09:00,28.982,252,8.73,1,AVOIDING_OBSTACLE,,0,0,0,,UNKNOWN,UNKNOWN,0,0,0.000000,-1.000000,70,813,unknown,0,unknown,0.000000,null,0.000000,0.188,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,COUNTER_STEER,left,right,left,0
