frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,stop_line_detected,lane_error,lane_label_raw,lane_label_confirmed,lane_label_inner_votes,lane_label_outer_votes,raw_steer,final_steer,final_speed,steering_pot,traffic_signal,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
1,2026-08-01T22:37:16.936+09:00,0.191,0,5.68,0,DRIVING,state:None->DRIVING;phase:None->KEEP_PAUSED,0,1,1,0.070617,UNKNOWN,UNKNOWN,0,0,-0.127110,-0.127110,0,741,green,0,unknown,0.000000,null,0.000000,0.173,,"{""0"": 132, ""1"": 132, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 132, ""1"": 132}",132,1,1,0,0,0.173,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
2,2026-08-01T22:37:17.070+09:00,0.333,1,6.23,0,STOPPED_RED,state:DRIVING->STOPPED_RED,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,742,green,0,unknown,0.000000,null,0.000000,0.088,,"{""0"": 132, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 132, ""1"": 131}",131,1,1,0,0,0.088,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
3,2026-08-01T22:37:17.190+09:00,0.450,2,6.84,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.206,,"{""0"": 107, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 107, ""1"": 131}",107,1,1,0,0,0.206,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
4,2026-08-01T22:37:17.303+09:00,0.567,3,7.19,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,742,green,0,unknown,0.000000,null,0.000000,0.201,,"{""0"": 106, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 106, ""1"": 250}",106,1,1,0,0,0.201,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
5,2026-08-01T22:37:17.421+09:00,0.683,4,7.43,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,740,green,0,unknown,0.000000,null,0.000000,0.196,,"{""0"": 107, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 107, ""1"": 131}",107,1,1,0,0,0.196,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
6,2026-08-01T22:37:17.547+09:00,0.810,5,7.51,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.321,,"{""0"": 106, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 106, ""1"": 131}",106,1,1,0,0,0.321,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
7,2026-08-01T22:37:17.669+09:00,0.929,6,7.65,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.327,,"{""0"": 134, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 134, ""1"": 131}",131,1,1,0,0,0.327,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
8,2026-08-01T22:37:17.778+09:00,1.042,7,7.76,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,740,green,0,unknown,0.000000,null,0.000000,0.323,,"{""0"": 107, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 107, ""1"": 131}",107,1,1,0,0,0.323,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
9,2026-08-01T22:37:17.900+09:00,1.162,8,7.81,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.198,,"{""0"": 132, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 132, ""1"": 131}",131,1,1,0,0,0.198,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
10,2026-08-01T22:37:18.027+09:00,1.288,9,7.83,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,740,green,0,unknown,0.000000,null,0.000000,0.322,,"{""0"": 106, ""1"": 132, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 106, ""1"": 132}",106,1,1,0,0,0.322,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
11,2026-08-01T22:37:18.132+09:00,1.395,10,7.95,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.321,,"{""0"": 107, ""1"": 132, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 107, ""1"": 132}",107,1,1,0,0,0.321,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
12,2026-08-01T22:37:18.251+09:00,1.515,11,7.98,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.319,,"{""0"": 133, ""1"": 132, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 133, ""1"": 132}",132,1,1,0,0,0.319,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
13,2026-08-01T22:37:18.376+09:00,1.638,12,8.00,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.440,,"{""0"": 132, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 132, ""1"": 131}",131,1,1,0,0,0.440,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
14,2026-08-01T22:37:18.493+09:00,1.754,13,8.05,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.323,,"{""0"": 132, ""1"": 132, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 132, ""1"": 132}",132,1,1,0,0,0.323,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
15,2026-08-01T22:37:18.608+09:00,1.872,14,8.05,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,742,green,0,unknown,0.000000,null,0.000000,0.326,,"{""0"": 132, ""1"": 132, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 132, ""1"": 132}",132,1,1,0,0,0.326,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
16,2026-08-01T22:37:18.727+09:00,1.991,15,8.08,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.201,,"{""0"": 132, ""1"": 132, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 132, ""1"": 132}",132,1,1,0,0,0.201,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
17,2026-08-01T22:37:18.853+09:00,2.113,16,8.09,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.320,,"{""0"": 133, ""1"": 132, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 133, ""1"": 132}",132,1,1,0,0,0.320,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
18,2026-08-01T22:37:18.971+09:00,2.230,17,8.12,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.325,,"{""0"": 106, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 106, ""1"": 131}",106,1,1,0,0,0.325,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
19,2026-08-01T22:37:19.086+09:00,2.349,18,8.12,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.328,,"{""0"": 107, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 107, ""1"": 131}",107,1,1,0,0,0.328,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
20,2026-08-01T22:37:19.207+09:00,2.469,19,8.13,0,STOPPED_RED,,1,1,1,0.070315,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.204,,"{""0"": 106, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 106, ""1"": 131}",106,1,1,0,0,0.204,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
21,2026-08-01T22:37:19.335+09:00,2.598,20,8.12,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.329,,"{""0"": 106, ""1"": 132, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 106, ""1"": 132}",106,1,1,0,0,0.329,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
22,2026-08-01T22:37:19.444+09:00,2.706,21,8.16,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.326,,"{""0"": 105, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 105, ""1"": 131}",105,1,1,0,0,0.326,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
23,2026-08-01T22:37:19.560+09:00,2.824,22,8.17,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,740,green,0,unknown,0.000000,null,0.000000,0.322,,"{""0"": 106, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 106, ""1"": 131}",106,1,1,0,0,0.322,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
24,2026-08-01T22:37:19.683+09:00,2.946,23,8.18,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.206,,"{""0"": 106, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 106, ""1"": 131}",106,1,1,0,0,0.206,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
25,2026-08-01T22:37:19.798+09:00,3.060,24,8.20,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.318,,"{""0"": 106, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 106, ""1"": 131}",106,1,1,0,0,0.318,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
26,2026-08-01T22:37:19.911+09:00,3.172,25,8.23,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,740,green,0,unknown,0.000000,null,0.000000,0.315,,"{""0"": 106, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 106, ""1"": 131}",106,1,1,0,0,0.315,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
27,2026-08-01T22:37:20.033+09:00,3.296,26,8.22,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.201,,"{""0"": 106, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 106, ""1"": 131}",106,1,1,0,0,0.201,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
28,2026-08-01T22:37:20.155+09:00,3.418,27,8.22,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.323,,"{""0"": 106, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 106, ""1"": 131}",106,1,1,0,0,0.323,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
29,2026-08-01T22:37:20.282+09:00,3.543,28,8.21,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.333,,"{""0"": 106, ""1"": 132, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 106, ""1"": 132}",106,1,1,0,0,0.333,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
30,2026-08-01T22:37:20.402+09:00,3.664,29,8.21,0,STOPPED_RED,,1,1,1,0.070014,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.334,,"{""0"": 106, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 106, ""1"": 131}",106,1,1,0,0,0.334,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
31,2026-08-01T22:37:20.526+09:00,3.789,30,8.21,0,STOPPED_RED,,1,1,1,0.069713,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.211,,"{""0"": 106, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 106, ""1"": 131}",106,1,1,0,0,0.211,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
32,2026-08-01T22:37:20.657+09:00,3.918,31,8.20,0,STOPPED_RED,,1,1,1,0.070315,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,740,green,0,unknown,0.000000,null,0.000000,0.337,,"{""0"": 132, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 132, ""1"": 131}",131,1,1,0,0,0.337,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
33,2026-08-01T22:37:20.781+09:00,4.043,32,8.19,0,STOPPED_RED,,1,1,1,0.070315,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,green,0,unknown,0.000000,null,0.000000,0.340,,"{""0"": 106, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 106, ""1"": 131}",106,1,1,0,0,0.340,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
34,2026-08-01T22:37:20.889+09:00,4.152,33,8.21,0,DRIVING,state:STOPPED_RED->DRIVING,0,1,1,0.070315,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,0,741,red,0,unknown,0.000000,null,0.000000,0.332,,"{""0"": 133, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 133, ""1"": 131}",131,1,1,0,0,0.332,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
35,2026-08-01T22:37:21.011+09:00,4.275,34,8.21,0,DRIVING,,0,1,1,0.070315,UNKNOWN,UNKNOWN,0,0,-0.126025,-0.126025,0,741,red,0,unknown,0.000000,null,0.000000,0.198,,"{""0"": 107, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 107, ""1"": 131}",107,1,1,0,0,0.198,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
36,2026-08-01T22:37:21.137+09:00,4.401,35,8.20,0,DRIVING,,0,1,1,0.070315,UNKNOWN,UNKNOWN,0,0,-0.126188,-0.126188,0,741,red,0,unknown,0.000000,null,0.000000,0.323,,"{""0"": 132, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 132, ""1"": 131}",131,1,1,0,0,0.323,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
37,2026-08-01T22:37:21.251+09:00,4.514,36,8.22,0,DRIVING,,0,1,1,0.070315,UNKNOWN,UNKNOWN,0,0,-0.126302,-0.126302,0,741,red,0,unknown,0.000000,null,0.000000,0.328,,"{""0"": 107, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 107, ""1"": 131}",107,1,1,0,0,0.328,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
38,2026-08-01T22:37:21.365+09:00,4.629,37,8.23,0,DRIVING,,0,1,1,0.070315,UNKNOWN,UNKNOWN,0,0,-0.126381,-0.126381,0,741,red,0,unknown,0.000000,null,0.000000,0.321,,"{""0"": 132, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 132, ""1"": 131}",131,1,1,0,0,0.321,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
39,2026-08-01T22:37:21.487+09:00,4.751,38,8.23,0,DRIVING,,0,1,1,0.070315,UNKNOWN,UNKNOWN,0,0,-0.126437,-0.126437,0,741,red,0,unknown,0.000000,null,0.000000,0.202,,"{""0"": 133, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 133, ""1"": 131}",131,1,1,0,0,0.202,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
40,2026-08-01T22:37:21.604+09:00,4.867,39,8.24,0,DRIVING,,0,1,1,0.070315,UNKNOWN,UNKNOWN,0,0,-0.126476,-0.126476,0,741,red,0,unknown,0.000000,null,0.000000,0.317,,"{""0"": 107, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 107, ""1"": 131}",107,1,1,0,0,0.317,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
41,2026-08-01T22:37:21.713+09:00,4.977,40,8.25,1,DRIVING,phase:KEEP_PAUSED->KEEP,0,1,1,0.070315,UNKNOWN,UNKNOWN,0,0,0.000000,0.000000,255,741,red,0,unknown,0.000000,null,0.000000,0.317,,"{""0"": 106, ""1"": 131, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 106, ""1"": 131}",106,1,1,0,0,0.317,car-not-detected-or-stale,KEEP,left,right,,0
42,2026-08-01T22:37:21.832+09:00,5.094,41,8.26,1,DRIVING,,0,1,1,0.071429,UNKNOWN,UNKNOWN,0,0,-0.128571,-0.128571,100,741,red,0,unknown,0.000000,null,0.000000,0.192,,"{""0"": 105, ""1"": 76, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 105, ""1"": 76}",76,1,1,0,0,0.192,car-not-detected-or-stale,KEEP,left,right,,0
43,2026-08-01T22:37:21.958+09:00,5.220,42,8.26,1,DRIVING,,0,1,1,0.071429,UNKNOWN,UNKNOWN,0,0,-0.128571,-0.128571,255,740,red,0,unknown,0.000000,null,0.000000,0.317,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.317,ultrasonic-not-close,KEEP,left,right,,0
44,2026-08-01T22:37:22.079+09:00,5.341,43,8.26,1,DRIVING,,0,1,1,0.074330,UNKNOWN,UNKNOWN,0,0,-0.139018,-0.139018,100,742,red,0,unknown,0.000000,null,0.000000,0.327,,"{""0"": 250, ""1"": 57, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 57}",57,1,1,0,0,0.327,car-not-detected-or-stale,KEEP,left,right,,0
45,2026-08-01T22:37:22.204+09:00,5.467,44,8.25,1,DRIVING,,0,1,1,0.073111,UNKNOWN,UNKNOWN,0,0,-0.133061,-0.133061,255,741,red,0,unknown,0.000000,null,0.000000,0.335,,"{""0"": 119, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 119, ""1"": 250}",119,1,1,0,0,0.335,car-not-detected-or-stale,KEEP,left,right,,0
46,2026-08-01T22:37:22.320+09:00,5.585,45,8.25,1,DRIVING,,0,1,1,0.073959,UNKNOWN,UNKNOWN,0,0,-0.135677,-0.135677,100,741,red,0,unknown,0.000000,null,0.000000,0.208,,"{""0"": 250, ""1"": 68, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 68}",68,1,1,0,0,0.208,car-not-detected-or-stale,KEEP,left,right,,0
