frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,traffic_mission_enabled,signal_stop_latched,avoidance_blocked_by_signal,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,steering_pot,traffic_signal,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
46,2026-08-02T01:57:08.115+09:00,7.964,45,5.79,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.755,7383,0,-0.133849,-0.133849,0,750,green,0,unknown,0.000000,null,0.000000,0.222,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.222,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
47,2026-08-02T01:57:08.293+09:00,8.143,46,5.78,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133229,-0.133229,0,749,green,0,unknown,0.000000,null,0.000000,0.260,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.260,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
48,2026-08-02T01:57:08.496+09:00,8.345,47,5.76,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133273,-0.133273,0,749,green,0,unknown,0.000000,null,0.000000,0.344,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.344,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
49,2026-08-02T01:57:08.718+09:00,8.567,48,5.73,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133304,-0.133304,0,749,green,0,unknown,0.000000,null,0.000000,0.565,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.565,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
50,2026-08-02T01:57:08.929+09:00,8.778,49,5.70,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133326,-0.133326,0,749,green,0,unknown,0.000000,null,0.000000,0.398,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.398,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
51,2026-08-02T01:57:09.076+09:00,8.924,50,5.72,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.755,7383,0,-0.133904,-0.133904,0,749,green,0,unknown,0.000000,null,0.000000,0.543,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.543,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
52,2026-08-02T01:57:09.216+09:00,9.064,51,5.75,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133267,-0.133267,0,750,green,0,unknown,0.000000,null,0.000000,0.462,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.462,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
53,2026-08-02T01:57:09.396+09:00,9.244,52,5.74,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133300,-0.133300,0,749,green,0,unknown,0.000000,null,0.000000,0.432,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.432,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
54,2026-08-02T01:57:09.532+09:00,9.381,53,5.76,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133323,-0.133323,0,750,green,0,unknown,0.000000,null,0.000000,0.281,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.281,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
55,2026-08-02T01:57:09.642+09:00,9.492,54,5.80,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133339,-0.133339,0,749,green,0,unknown,0.000000,null,0.000000,0.211,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.211,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
56,2026-08-02T01:57:09.887+09:00,9.735,55,5.76,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133350,-0.133350,0,750,green,0,unknown,0.000000,null,0.000000,0.320,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.320,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
57,2026-08-02T01:57:09.997+09:00,9.846,56,5.80,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7389,0,-0.133358,-0.133358,0,749,green,0,unknown,0.000000,null,0.000000,0.319,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.319,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
58,2026-08-02T01:57:10.194+09:00,10.043,57,5.78,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133363,-0.133363,0,749,green,0,unknown,0.000000,null,0.000000,0.272,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.272,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
59,2026-08-02T01:57:10.447+09:00,10.295,58,5.74,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.755,7383,0,-0.133930,-0.133930,0,749,green,0,unknown,0.000000,null,0.000000,0.412,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.412,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
60,2026-08-02T01:57:10.722+09:00,10.571,59,5.68,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.755,7389,0,-0.133848,-0.133848,0,749,green,0,unknown,0.000000,null,0.000000,0.491,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.491,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
61,2026-08-02T01:57:10.926+09:00,10.774,60,5.67,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133228,-0.133228,0,748,green,0,unknown,0.000000,null,0.000000,0.443,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.443,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
62,2026-08-02T01:57:11.121+09:00,10.969,61,5.66,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133273,-0.133273,0,749,green,0,unknown,0.000000,null,0.000000,0.638,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.638,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
63,2026-08-02T01:57:11.250+09:00,11.100,62,5.68,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133304,-0.133304,0,749,green,0,unknown,0.000000,null,0.000000,0.494,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.494,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
64,2026-08-02T01:57:11.437+09:00,11.285,63,5.68,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7389,0,-0.133325,-0.133325,0,750,green,0,unknown,0.000000,null,0.000000,0.476,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.476,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
65,2026-08-02T01:57:11.628+09:00,11.478,64,5.67,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133341,-0.133341,0,749,green,0,unknown,0.000000,null,0.000000,0.343,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.343,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
66,2026-08-02T01:57:11.809+09:00,11.657,65,5.67,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133351,-0.133351,0,749,green,0,unknown,0.000000,null,0.000000,0.336,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.336,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
67,2026-08-02T01:57:11.990+09:00,11.839,66,5.67,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133359,-0.133359,0,749,green,0,unknown,0.000000,null,0.000000,0.326,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.326,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
68,2026-08-02T01:57:12.139+09:00,11.987,67,5.68,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7389,0,-0.133364,-0.133364,0,749,green,0,unknown,0.000000,null,0.000000,0.294,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.294,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
69,2026-08-02T01:57:12.248+09:00,12.098,68,5.71,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133368,-0.133368,0,749,green,0,unknown,0.000000,null,0.000000,0.223,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.223,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
70,2026-08-02T01:57:12.516+09:00,12.365,69,5.67,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133370,-0.133370,0,749,green,0,unknown,0.000000,null,0.000000,0.342,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.342,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
71,2026-08-02T01:57:12.711+09:00,12.558,70,5.66,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.755,7383,0,-0.133935,-0.133935,0,749,green,0,unknown,0.000000,null,0.000000,0.427,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.427,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
72,2026-08-02T01:57:12.839+09:00,12.687,71,5.68,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133289,-0.133289,0,749,green,0,unknown,0.000000,null,0.000000,0.288,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.288,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
73,2026-08-02T01:57:13.066+09:00,12.915,72,5.66,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133315,-0.133315,0,749,green,0,unknown,0.000000,null,0.000000,0.322,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.322,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
74,2026-08-02T01:57:13.198+09:00,13.048,73,5.68,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133333,-0.133333,0,749,green,0,unknown,0.000000,null,0.000000,0.325,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.325,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
75,2026-08-02T01:57:13.426+09:00,13.274,74,5.66,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133346,-0.133346,0,749,green,0,unknown,0.000000,null,0.000000,0.553,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.553,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
76,2026-08-02T01:57:13.582+09:00,13.432,75,5.66,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133355,-0.133355,0,749,green,0,unknown,0.000000,null,0.000000,0.481,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.481,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
77,2026-08-02T01:57:13.700+09:00,13.550,76,5.69,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133362,-0.133362,0,750,green,0,unknown,0.000000,null,0.000000,0.468,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.468,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
78,2026-08-02T01:57:13.834+09:00,13.682,77,5.71,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7389,0,-0.133366,-0.133366,0,749,green,0,unknown,0.000000,null,0.000000,0.216,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.216,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
79,2026-08-02T01:57:14.081+09:00,13.929,78,5.68,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.756,7378,0,-0.133369,-0.133369,0,750,green,0,unknown,0.000000,null,0.000000,0.347,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.347,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
80,2026-08-02T01:57:14.334+09:00,14.182,79,5.65,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.757,7399,0,-0.133934,-0.133934,0,749,green,0,unknown,0.000000,null,0.000000,0.598,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.598,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
81,2026-08-02T01:57:14.492+09:00,14.341,80,5.65,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.728,7377,0,-0.133851,-0.133851,0,750,green,0,unknown,0.000000,null,0.000000,0.621,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.621,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
82,2026-08-02T01:57:14.721+09:00,14.570,81,5.63,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.706,7377,0,-0.133793,-0.133793,0,749,green,0,unknown,0.000000,null,0.000000,0.604,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.604,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
83,2026-08-02T01:57:14.839+09:00,14.686,82,5.66,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.691,7372,0,-0.133752,-0.133752,0,750,green,0,unknown,0.000000,null,0.000000,0.468,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.468,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
84,2026-08-02T01:57:14.991+09:00,14.840,83,5.67,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.678,7377,0,-0.133724,-0.133724,0,749,green,0,unknown,0.000000,null,0.000000,0.465,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.465,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
85,2026-08-02T01:57:15.134+09:00,14.984,84,5.68,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.669,7377,0,-0.133704,-0.133704,0,750,green,0,unknown,0.000000,null,0.000000,0.264,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.264,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
86,2026-08-02T01:57:15.276+09:00,15.125,85,5.69,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.662,7377,0,-0.133690,-0.133690,0,749,green,0,unknown,0.000000,null,0.000000,0.403,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.403,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
87,2026-08-02T01:57:15.420+09:00,15.267,86,5.70,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.657,7372,0,-0.133680,-0.133680,0,749,green,0,unknown,0.000000,null,0.000000,0.393,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.393,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
88,2026-08-02T01:57:15.544+09:00,15.393,87,5.72,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.653,7377,0,-0.133673,-0.133673,0,748,green,0,unknown,0.000000,null,0.000000,0.374,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.374,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
89,2026-08-02T01:57:15.737+09:00,15.585,88,5.72,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.649,7385,0,-0.133669,-0.133669,0,750,green,0,unknown,0.000000,null,0.000000,0.281,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.281,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
90,2026-08-02T01:57:15.859+09:00,15.707,89,5.73,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.646,7385,0,-0.133665,-0.133665,0,749,green,0,unknown,0.000000,null,0.000000,0.281,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.281,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
91,2026-08-02T01:57:16.018+09:00,15.868,90,5.74,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.643,7385,0,-0.133663,-0.133663,0,750,green,0,unknown,0.000000,null,0.000000,0.440,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.440,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
