frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,traffic_mission_enabled,signal_stop_latched,avoidance_blocked_by_signal,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,steering_pot,traffic_signal,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
11,2026-08-02T01:57:01.859+09:00,1.707,10,6.49,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133277,-0.133277,0,749,green,0,unknown,0.000000,null,0.000000,0.299,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.299,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
12,2026-08-02T01:57:02.000+09:00,1.850,11,6.53,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133307,-0.133307,0,750,green,0,unknown,0.000000,null,0.000000,0.331,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.331,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
13,2026-08-02T01:57:02.188+09:00,2.036,12,6.43,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7389,0,-0.133328,-0.133328,0,749,green,0,unknown,0.000000,null,0.000000,0.295,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.295,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
14,2026-08-02T01:57:02.413+09:00,2.263,13,6.22,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.755,7383,0,-0.133905,-0.133905,0,749,green,0,unknown,0.000000,null,0.000000,0.521,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.521,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
15,2026-08-02T01:57:02.603+09:00,2.452,14,6.15,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133268,-0.133268,0,749,green,0,unknown,0.000000,null,0.000000,0.566,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.566,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
16,2026-08-02T01:57:02.777+09:00,2.626,15,6.12,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133300,-0.133300,0,749,green,0,unknown,0.000000,null,0.000000,0.555,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.555,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
17,2026-08-02T01:57:02.955+09:00,2.803,16,6.09,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.756,7393,0,-0.133323,-0.133323,0,749,green,0,unknown,0.000000,null,0.000000,0.506,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.506,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
18,2026-08-02T01:57:03.062+09:00,2.910,17,6.21,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133339,-0.133339,0,749,green,0,unknown,0.000000,null,0.000000,0.423,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.423,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
19,2026-08-02T01:57:03.312+09:00,3.161,18,6.04,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.755,7383,0,-0.133913,-0.133913,0,749,green,0,unknown,0.000000,null,0.000000,0.322,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.322,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
20,2026-08-02T01:57:03.431+09:00,3.277,19,6.13,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133274,-0.133274,0,750,green,0,unknown,0.000000,null,0.000000,0.329,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.329,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
21,2026-08-02T01:57:03.679+09:00,3.528,20,5.98,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133304,-0.133304,0,749,green,0,unknown,0.000000,null,0.000000,0.331,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.331,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
22,2026-08-02T01:57:03.866+09:00,3.715,21,5.94,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7389,0,-0.133326,-0.133326,0,750,green,0,unknown,0.000000,null,0.000000,0.399,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.399,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
23,2026-08-02T01:57:04.024+09:00,3.872,22,5.96,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.756,7389,0,-0.133341,-0.133341,0,749,green,0,unknown,0.000000,null,0.000000,0.310,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.310,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
24,2026-08-02T01:57:04.208+09:00,4.057,23,5.93,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.756,7389,0,-0.133352,-0.133352,0,749,green,0,unknown,0.000000,null,0.000000,0.494,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.494,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
25,2026-08-02T01:57:04.400+09:00,4.249,24,5.90,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.756,7383,0,-0.133359,-0.133359,0,749,green,0,unknown,0.000000,null,0.000000,0.498,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.498,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
26,2026-08-02T01:57:04.511+09:00,4.359,25,5.98,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133364,-0.133364,0,750,green,0,unknown,0.000000,null,0.000000,0.449,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.449,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
27,2026-08-02T01:57:04.631+09:00,4.479,26,6.05,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.755,7383,0,-0.133930,-0.133930,0,749,green,0,unknown,0.000000,null,0.000000,0.386,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.386,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
28,2026-08-02T01:57:04.861+09:00,4.709,27,5.96,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133286,-0.133286,0,749,green,0,unknown,0.000000,null,0.000000,0.313,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.313,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
29,2026-08-02T01:57:05.089+09:00,4.938,28,5.89,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133313,-0.133313,0,749,green,0,unknown,0.000000,null,0.000000,0.425,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.425,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
30,2026-08-02T01:57:05.322+09:00,5.170,29,5.82,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133332,-0.133332,0,749,green,0,unknown,0.000000,null,0.000000,0.427,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.427,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
31,2026-08-02T01:57:05.528+09:00,5.377,30,5.78,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7389,0,-0.133345,-0.133345,0,749,green,0,unknown,0.000000,null,0.000000,0.632,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.632,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
32,2026-08-02T01:57:05.669+09:00,5.517,31,5.81,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133355,-0.133355,0,750,green,0,unknown,0.000000,null,0.000000,0.544,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.544,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
33,2026-08-02T01:57:05.808+09:00,5.657,32,5.85,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133361,-0.133361,0,749,green,0,unknown,0.000000,null,0.000000,0.451,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.451,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
34,2026-08-02T01:57:05.918+09:00,5.764,33,5.91,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7389,0,-0.133366,-0.133366,0,749,green,0,unknown,0.000000,null,0.000000,0.214,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.214,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
35,2026-08-02T01:57:06.077+09:00,5.925,34,5.92,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133369,-0.133369,0,749,green,0,unknown,0.000000,null,0.000000,0.233,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.233,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
36,2026-08-02T01:57:06.311+09:00,6.160,35,5.86,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133371,-0.133371,0,749,green,0,unknown,0.000000,null,0.000000,0.359,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.359,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
37,2026-08-02T01:57:06.539+09:00,6.388,36,5.80,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133373,-0.133373,0,749,green,0,unknown,0.000000,null,0.000000,0.427,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.427,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
38,2026-08-02T01:57:06.765+09:00,6.615,37,5.76,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133374,-0.133374,0,749,green,0,unknown,0.000000,null,0.000000,0.419,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.419,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
39,2026-08-02T01:57:06.973+09:00,6.821,38,5.73,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.755,7389,0,-0.133937,-0.133937,0,750,green,0,unknown,0.000000,null,0.000000,0.626,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.626,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
40,2026-08-02T01:57:07.159+09:00,7.008,39,5.72,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133291,-0.133291,0,749,green,0,unknown,0.000000,null,0.000000,0.585,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.585,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
41,2026-08-02T01:57:07.338+09:00,7.186,40,5.72,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.755,7383,0,-0.133879,-0.133879,0,749,green,0,unknown,0.000000,null,0.000000,0.537,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.537,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
42,2026-08-02T01:57:07.517+09:00,7.366,41,5.71,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133250,-0.133250,0,749,green,0,unknown,0.000000,null,0.000000,0.510,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.510,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
43,2026-08-02T01:57:07.688+09:00,7.536,42,5.72,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133288,-0.133288,0,749,green,0,unknown,0.000000,null,0.000000,0.315,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.315,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
44,2026-08-02T01:57:07.858+09:00,7.707,43,5.72,0,DRIVING,,0,1,1,0,0,0,0.074254,-0.755,7383,0,-0.133877,-0.133877,0,749,green,0,unknown,0.000000,null,0.000000,0.305,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.305,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
45,2026-08-02T01:57:07.998+09:00,7.848,44,5.74,0,DRIVING,,0,1,1,0,0,0,0.074098,-0.755,7383,0,-0.133248,-0.133248,0,750,green,0,unknown,0.000000,null,0.000000,0.276,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.276,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
