frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,traffic_mission_enabled,signal_stop_latched,avoidance_blocked_by_signal,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,steering_pot,traffic_signal,traffic_result_age_s,traffic_model_fault,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
11,2026-08-02T02:27:31.578+09:00,1.194,10,9.40,0,DRIVING,,0,1,1,0,0,0,-0.191099,-0.590,2310,4,0.343522,0.343522,0,749,green,0.194,,0,unknown,0.000000,null,0.000000,0.386,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.386,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
12,2026-08-02T02:27:31.665+09:00,1.297,11,9.43,0,DRIVING,,0,1,1,0,0,0,-0.191099,-0.592,2310,4,0.343659,0.343659,0,750,green,0.226,,0,unknown,0.000000,null,0.000000,0.272,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.272,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
13,2026-08-02T02:27:31.837+09:00,1.469,12,8.97,0,DRIVING,,0,1,1,0,0,0,-0.191099,-0.593,2310,4,0.343754,0.343754,0,751,green,0.312,,0,unknown,0.000000,null,0.000000,0.444,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.444,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
14,2026-08-02T02:27:31.920+09:00,1.552,13,9.15,0,DRIVING,,0,1,1,0,0,0,-0.191099,-0.594,2310,4,0.343821,0.343821,0,749,green,0.386,,0,unknown,0.000000,null,0.000000,0.306,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.306,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
15,2026-08-02T02:27:32.055+09:00,1.688,14,9.00,0,DRIVING,,0,1,1,0,0,0,-0.191099,-0.595,2310,4,0.343868,0.343868,0,749,green,0.261,,0,unknown,0.000000,null,0.000000,0.440,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.440,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
16,2026-08-02T02:27:32.210+09:00,1.841,15,8.77,0,DRIVING,,0,1,1,0,0,0,-0.191099,-0.596,2310,4,0.343901,0.343901,0,749,green,0.222,,0,unknown,0.000000,null,0.000000,0.509,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.509,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
17,2026-08-02T02:27:32.305+09:00,1.937,16,8.86,0,DRIVING,,0,1,1,0,0,0,-0.191099,-0.596,2310,4,0.343924,0.343924,0,750,green,0.292,,0,unknown,0.000000,null,0.000000,0.348,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.348,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
18,2026-08-02T02:27:32.464+09:00,2.095,17,8.65,0,DRIVING,,0,1,1,0,0,0,-0.191394,-0.596,2310,4,0.345003,0.345003,0,749,green,0.388,,0,unknown,0.000000,null,0.000000,0.507,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.507,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
19,2026-08-02T02:27:32.552+09:00,2.184,18,8.77,0,DRIVING,,0,1,1,0,0,0,-0.191107,-0.597,2310,4,0.343822,0.343822,0,749,green,0.163,,0,unknown,0.000000,null,0.000000,0.306,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.306,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
20,2026-08-02T02:27:32.708+09:00,2.340,19,8.59,0,DRIVING,,0,1,1,0,0,0,-0.191107,-0.597,2310,4,0.343873,0.343873,0,749,green,0.250,,0,unknown,0.000000,null,0.000000,0.463,,"{""0"": 250, ""1"": 159, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 159}",159,1,0,0,0,0.463,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
21,2026-08-02T02:27:32.801+09:00,2.434,20,8.69,0,DRIVING,,0,1,1,0,0,0,-0.191099,-0.597,2310,4,0.343879,0.343879,0,750,green,0.247,,0,unknown,0.000000,null,0.000000,0.300,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.300,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
22,2026-08-02T02:27:32.900+09:00,2.533,21,8.74,0,DRIVING,,0,1,1,0,0,0,-0.191394,-0.597,2310,4,0.344972,0.344972,0,750,green,0.253,,0,unknown,0.000000,null,0.000000,0.314,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.314,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
23,2026-08-02T02:27:33.037+09:00,2.670,22,8.67,0,DRIVING,,0,1,1,0,0,0,-0.191402,-0.597,2310,4,0.344863,0.344863,0,749,green,0.195,,0,unknown,0.000000,null,0.000000,0.450,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.450,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
24,2026-08-02T02:27:33.177+09:00,2.784,23,8.67,0,DRIVING,,0,1,1,0,0,0,-0.191107,-0.597,2310,4,0.343698,0.343698,0,749,green,0.241,,0,unknown,0.000000,null,0.000000,0.313,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.313,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
25,2026-08-02T02:27:33.272+09:00,2.904,24,8.65,0,DRIVING,,0,1,1,0,0,0,-0.191099,-0.597,2310,4,0.343756,0.343756,0,750,green,0.282,,0,unknown,0.000000,null,0.000000,0.197,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.197,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
26,2026-08-02T02:27:33.420+09:00,3.052,25,8.56,0,DRIVING,,0,1,1,0,0,0,-0.191099,-0.597,2310,4,0.343823,0.343823,0,750,green,0.377,,0,unknown,0.000000,null,0.000000,0.345,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.345,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
27,2026-08-02T02:27:33.576+09:00,3.208,26,8.45,0,DRIVING,,0,1,1,0,0,0,-0.191099,-0.597,2310,4,0.343869,0.343869,0,749,green,0.151,,0,unknown,0.000000,null,0.000000,0.362,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.362,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
28,2026-08-02T02:27:33.682+09:00,3.314,27,8.48,0,DRIVING,,0,1,1,0,0,0,-0.191099,-0.597,2310,4,0.343902,0.343902,0,750,green,0.160,,0,unknown,0.000000,null,0.000000,0.226,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.226,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
29,2026-08-02T02:27:33.812+09:00,3.444,28,8.46,0,DRIVING,,0,1,1,0,0,0,-0.190835,-0.635,2384,4,0.342977,0.342977,0,750,green,0.267,,0,unknown,0.000000,null,0.000000,0.355,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.355,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
30,2026-08-02T02:27:33.907+09:00,3.539,29,8.51,0,DRIVING,,0,1,1,0,0,0,-0.189621,-0.630,2418,4,0.338764,0.338764,0,749,green,0.133,,0,unknown,0.000000,null,0.000000,0.295,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.295,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
31,2026-08-02T02:27:34.018+09:00,3.651,30,8.52,0,DRIVING,,0,1,1,0,0,0,-0.186149,-0.631,2601,0,0.327030,0.327030,0,749,green,0.230,,0,unknown,0.000000,null,0.000000,0.406,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.406,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
32,2026-08-02T02:27:34.178+09:00,3.811,31,8.43,0,DRIVING,,0,1,1,0,0,0,-0.181348,-0.647,2773,0,0.312159,0.312159,0,749,green,0.211,,0,unknown,0.000000,null,0.000000,0.331,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.331,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
33,2026-08-02T02:27:34.330+09:00,3.962,32,8.31,0,DRIVING,,0,1,1,0,0,0,-0.177472,-0.678,2812,0,0.302485,0.302485,0,749,green,0.274,,0,unknown,0.000000,null,0.000000,0.385,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.385,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
34,2026-08-02T02:27:34.423+09:00,4.057,33,8.39,0,DRIVING,,0,1,1,0,0,0,-0.173193,-0.696,2833,0,0.292169,0.292169,0,750,green,0.316,,0,unknown,0.000000,null,0.000000,0.370,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.370,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
35,2026-08-02T02:27:34.566+09:00,4.198,34,8.29,0,DRIVING,,0,1,1,0,0,0,-0.169605,-0.790,2881,0,0.285128,0.285128,0,750,green,0.248,,0,unknown,0.000000,null,0.000000,0.510,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.510,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
36,2026-08-02T02:27:34.686+09:00,4.318,35,8.26,0,DRIVING,,0,1,1,0,0,0,-0.167950,-0.814,2919,0,0.285217,0.285217,0,750,green,0.239,,0,unknown,0.000000,null,0.000000,0.319,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.319,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
37,2026-08-02T02:27:34.792+09:00,4.416,36,8.24,0,DRIVING,,0,1,1,0,0,0,-0.167440,-0.827,2889,0,0.288508,0.288508,0,750,green,0.267,,0,unknown,0.000000,null,0.000000,0.324,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.324,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
38,2026-08-02T02:27:34.941+09:00,4.575,37,8.16,0,DRIVING,,0,1,1,0,0,0,-0.167195,-0.836,2889,0,0.291493,0.291493,0,750,green,0.235,,0,unknown,0.000000,null,0.000000,0.483,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.483,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
39,2026-08-02T02:27:35.052+09:00,4.684,38,8.11,0,DRIVING,,0,1,1,0,0,0,-0.166487,-0.882,2880,0,0.291779,0.291779,0,749,green,0.259,,0,unknown,0.000000,null,0.000000,0.331,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.331,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
40,2026-08-02T02:27:35.150+09:00,4.782,39,8.12,0,DRIVING,,0,1,1,0,0,0,-0.165890,-0.882,2900,0,0.292000,0.292000,0,749,green,0.263,,0,unknown,0.000000,null,0.000000,0.320,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.320,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
41,2026-08-02T02:27:35.318+09:00,4.950,40,7.99,0,DRIVING,,0,1,1,0,0,0,-0.165286,-0.868,2925,0,0.291808,0.291808,0,749,green,0.212,,0,unknown,0.000000,null,0.000000,0.487,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.487,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
42,2026-08-02T02:27:35.402+09:00,5.035,41,8.03,0,DRIVING,,0,1,1,0,0,0,-0.163738,-0.849,2984,0,0.287947,0.287947,0,750,green,0.269,,0,unknown,0.000000,null,0.000000,0.313,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.313,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
43,2026-08-02T02:27:35.536+09:00,5.168,42,8.11,0,DRIVING,,0,1,1,0,0,0,-0.163482,-0.841,2991,0,0.289058,0.289058,0,750,green,0.260,,0,unknown,0.000000,null,0.000000,0.448,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.448,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
44,2026-08-02T02:27:35.690+09:00,5.324,43,7.95,0,DRIVING,,0,1,1,0,0,0,-0.164238,-0.821,2946,0,0.293344,0.293344,0,750,green,0.222,,0,unknown,0.000000,null,0.000000,0.505,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.505,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
45,2026-08-02T02:27:35.778+09:00,5.412,44,8.05,0,DRIVING,,0,1,1,0,0,0,-0.165702,-0.779,2850,0,0.299300,0.299300,0,749,green,0.289,,0,unknown,0.000000,null,0.000000,0.337,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.337,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
