frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,traffic_mission_enabled,signal_stop_latched,avoidance_blocked_by_signal,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,steering_pot,traffic_signal,traffic_result_age_s,traffic_model_fault,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
99,2026-08-02T02:27:42.415+09:00,12.047,98,7.93,0,DRIVING,,0,1,1,0,0,0,-0.192888,-0.786,2275,0,0.348058,0.348058,0,750,green,0.220,,0,unknown,0.000000,null,0.000000,0.400,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.400,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
100,2026-08-02T02:27:42.563+09:00,12.196,99,7.89,0,DRIVING,,0,1,1,0,0,0,-0.192394,-0.757,2284,0,0.346020,0.346020,0,750,green,0.324,,0,unknown,0.000000,null,0.000000,0.431,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.431,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
101,2026-08-02T02:27:42.725+09:00,12.358,100,7.75,0,DRIVING,,0,1,1,0,0,0,-0.192385,-0.770,2270,0,0.346077,0.346077,0,750,green,0.153,,0,unknown,0.000000,null,0.000000,0.377,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.377,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
102,2026-08-02T02:27:42.823+09:00,12.454,101,7.78,0,DRIVING,,0,1,1,0,0,0,-0.192880,-0.762,2265,0,0.347921,0.347921,0,750,green,0.166,,0,unknown,0.000000,null,0.000000,0.222,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.222,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
103,2026-08-02T02:27:42.915+09:00,12.547,102,7.80,0,DRIVING,,0,1,1,0,0,0,-0.192625,-0.756,2265,0,0.346783,0.346783,0,750,green,0.264,,0,unknown,0.000000,null,0.000000,0.314,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.314,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
104,2026-08-02T02:27:43.017+09:00,12.640,103,7.92,0,DRIVING,,0,1,1,0,0,0,-0.192888,-0.764,2275,0,0.347713,0.347713,0,750,green,0.195,,0,unknown,0.000000,null,0.000000,0.246,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.246,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
105,2026-08-02T02:27:43.150+09:00,12.783,104,7.98,0,DRIVING,,0,1,1,0,0,0,-0.192657,-0.771,2275,0,0.346726,0.346726,0,750,green,0.198,,0,unknown,0.000000,null,0.000000,0.389,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.389,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
106,2026-08-02T02:27:43.243+09:00,12.874,105,8.06,0,DRIVING,,0,1,1,0,0,0,-0.192880,-0.776,2275,0,0.347545,0.347545,0,750,green,0.239,,0,unknown,0.000000,null,0.000000,0.289,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.289,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
107,2026-08-02T02:27:43.347+09:00,12.978,106,8.17,0,DRIVING,,0,1,1,0,0,0,-0.192888,-0.771,2260,0,0.347467,0.347467,0,750,green,0.231,,0,unknown,0.000000,null,0.000000,0.291,,"{""0"": 250, ""1"": 153, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 153}",153,1,0,0,0,0.291,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
108,2026-08-02T02:27:43.504+09:00,13.135,107,8.19,0,DRIVING,,0,1,1,0,0,0,-0.192394,-0.776,2275,0,0.345607,0.345607,0,750,green,0.200,,0,unknown,0.000000,null,0.000000,0.449,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.449,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
109,2026-08-02T02:27:43.627+09:00,13.258,108,8.17,0,DRIVING,,0,1,1,0,0,0,-0.192385,-0.780,2275,0,0.345787,0.345787,0,750,green,0.263,,0,unknown,0.000000,null,0.000000,0.345,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.345,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
110,2026-08-02T02:27:43.731+09:00,13.364,109,8.16,0,DRIVING,,0,1,1,0,0,0,-0.192385,-0.769,2265,0,0.345939,0.345939,0,750,green,0.283,,0,unknown,0.000000,null,0.000000,0.192,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.192,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
111,2026-08-02T02:27:43.870+09:00,13.500,110,8.05,0,DRIVING,,0,1,1,0,0,0,-0.192616,-0.775,2275,0,0.346877,0.346877,0,750,green,0.388,,0,unknown,0.000000,null,0.000000,0.328,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.328,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
112,2026-08-02T02:27:44.029+09:00,13.662,111,7.92,0,DRIVING,,0,1,1,0,0,0,-0.192888,-0.779,2275,0,0.347805,0.347805,0,750,green,0.141,,0,unknown,0.000000,null,0.000000,0.366,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.366,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
113,2026-08-02T02:27:44.195+09:00,13.827,112,7.93,0,DRIVING,,0,1,1,0,0,0,-0.192625,-0.782,2275,0,0.346675,0.346675,0,750,green,0.165,,0,unknown,0.000000,null,0.000000,0.426,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.426,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
114,2026-08-02T02:27:44.293+09:00,13.925,113,7.91,0,DRIVING,,0,1,1,0,0,0,-0.192888,-0.753,2284,0,0.347638,0.347638,0,750,green,0.170,,0,unknown,0.000000,null,0.000000,0.224,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.224,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
115,2026-08-02T02:27:44.425+09:00,14.057,114,8.01,0,DRIVING,,0,1,1,0,0,0,-0.192657,-0.768,2270,0,0.346674,0.346674,0,750,green,0.101,,0,unknown,0.000000,null,0.000000,0.357,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.357,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
116,2026-08-02T02:27:44.521+09:00,14.152,115,8.11,0,DRIVING,,0,1,1,0,0,0,-0.192649,-0.774,2275,0,0.346676,0.346676,0,750,green,0.139,,0,unknown,0.000000,null,0.000000,0.286,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.286,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
117,2026-08-02T02:27:44.620+09:00,14.252,116,8.09,0,DRIVING,,0,1,1,0,0,0,-0.192353,-0.778,2275,0,0.345640,0.345640,0,750,green,0.231,,0,unknown,0.000000,null,0.000000,0.386,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.386,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
118,2026-08-02T02:27:44.797+09:00,14.430,117,8.10,0,DRIVING,,0,1,1,0,0,0,-0.192584,-0.781,2275,0,0.346651,0.346651,0,750,green,0.195,,0,unknown,0.000000,null,0.000000,0.333,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.333,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
119,2026-08-02T02:27:44.919+09:00,14.552,118,8.19,0,DRIVING,,0,1,1,0,0,0,-0.192657,-0.753,2284,0,0.346913,0.346913,0,750,green,0.182,,0,unknown,0.000000,null,0.000000,0.361,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.361,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
120,2026-08-02T02:27:45.054+09:00,14.681,119,8.18,0,DRIVING,,0,1,1,0,0,0,-0.192385,-0.762,2275,0,0.345896,0.345896,0,750,green,0.126,,0,unknown,0.000000,null,0.000000,0.391,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.391,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
121,2026-08-02T02:27:45.143+09:00,14.774,120,8.20,0,DRIVING,,0,1,1,0,0,0,-0.192649,-0.770,2275,0,0.346963,0.346963,0,750,green,0.138,,0,unknown,0.000000,null,0.000000,0.486,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.486,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
122,2026-08-02T02:27:45.239+09:00,14.870,121,8.35,0,DRIVING,,0,1,1,0,0,0,-0.192385,-0.775,2275,0,0.345957,0.345957,0,750,green,0.227,,0,unknown,0.000000,null,0.000000,0.282,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.282,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
123,2026-08-02T02:27:45.446+09:00,15.078,122,8.10,0,DRIVING,,0,1,1,0,0,0,-0.192353,-0.779,2275,0,0.345942,0.345942,0,749,green,0.193,,0,unknown,0.000000,null,0.000000,0.488,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.488,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
124,2026-08-02T02:27:45.587+09:00,15.219,123,8.11,0,DRIVING,,0,1,1,0,0,0,-0.192385,-0.782,2275,0,0.346146,0.346146,0,750,green,0.307,,0,unknown,0.000000,null,0.000000,0.406,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.406,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
125,2026-08-02T02:27:45.678+09:00,15.310,124,8.11,0,DRIVING,,0,1,1,0,0,0,-0.192385,-0.784,2275,0,0.346190,0.346190,0,750,green,0.349,,0,unknown,0.000000,null,0.000000,0.400,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.400,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
126,2026-08-02T02:27:45.850+09:00,15.481,125,8.00,0,DRIVING,,0,1,1,0,0,0,-0.192090,-0.778,2260,0,0.345158,0.345158,0,750,green,0.237,,0,unknown,0.000000,null,0.000000,0.570,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.570,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
127,2026-08-02T02:27:46.003+09:00,15.635,126,7.94,0,DRIVING,,0,1,1,0,0,0,-0.192649,-0.786,2270,0,0.347350,0.347350,0,750,green,0.267,,0,unknown,0.000000,null,0.000000,0.521,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.521,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
128,2026-08-02T02:27:46.100+09:00,15.731,127,7.92,0,DRIVING,,0,1,1,0,0,0,-0.192385,-0.779,2260,0,0.346228,0.346228,0,750,green,0.328,,0,unknown,0.000000,null,0.000000,0.384,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.384,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
129,2026-08-02T02:27:46.251+09:00,15.883,128,7.82,0,DRIVING,,0,1,1,0,0,0,-0.192616,-0.768,2265,0,0.347079,0.347079,0,750,green,0.434,,0,unknown,0.000000,null,0.000000,0.536,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.536,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
130,2026-08-02T02:27:46.345+09:00,15.976,129,7.94,0,DRIVING,,0,1,1,0,0,0,-0.192362,-0.779,2270,0,0.346051,0.346051,0,750,green,0.404,,0,unknown,0.000000,null,0.000000,0.304,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.304,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
131,2026-08-02T02:27:46.524+09:00,16.156,130,7.90,0,DRIVING,,0,1,1,0,0,0,-0.192616,-0.782,2275,0,0.347028,0.347028,0,750,green,0.240,,0,unknown,0.000000,null,0.000000,0.484,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.484,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
132,2026-08-02T02:27:46.616+09:00,16.248,131,7.91,0,DRIVING,,0,1,1,0,0,0,-0.192625,-0.724,2292,0,0.346963,0.346963,0,750,green,0.278,,0,unknown,0.000000,null,0.000000,0.328,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.328,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
133,2026-08-02T02:27:46.754+09:00,16.387,132,7.81,0,DRIVING,,0,1,1,0,0,0,-0.192098,-0.710,2284,0,0.344996,0.344996,0,750,green,0.274,,0,unknown,0.000000,null,0.000000,0.372,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.372,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
134,2026-08-02T02:27:46.916+09:00,16.548,133,7.68,0,DRIVING,,0,1,1,0,0,0,-0.192385,-0.670,2292,0,0.346263,0.346263,0,750,green,0.234,,0,unknown,0.000000,null,0.000000,0.535,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.535,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
135,2026-08-02T02:27:47.002+09:00,16.634,134,7.79,0,DRIVING,,0,1,1,0,0,0,-0.192385,-0.700,2275,0,0.346273,0.346273,0,751,green,0.303,,0,unknown,0.000000,null,0.000000,0.347,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.347,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
136,2026-08-02T02:27:47.154+09:00,16.786,135,7.67,0,DRIVING,,0,1,1,0,0,0,-0.192385,-0.663,2292,0,0.346279,0.346279,0,750,green,0.392,,0,unknown,0.000000,null,0.000000,0.501,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.501,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
137,2026-08-02T02:27:47.250+09:00,16.880,136,7.69,0,DRIVING,,0,1,1,0,0,0,-0.192094,-0.635,2292,0,0.345235,0.345235,0,750,green,0.403,,0,unknown,0.000000,null,0.000000,0.456,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.456,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
138,2026-08-02T02:27:47.425+09:00,17.058,137,7.65,0,DRIVING,,0,1,1,0,0,0,-0.192090,-0.614,2292,0,0.345380,0.345380,0,750,green,0.252,,0,unknown,0.000000,null,0.000000,0.384,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.384,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
139,2026-08-02T02:27:47.552+09:00,17.184,138,7.64,0,DRIVING,,0,1,1,0,0,0,-0.192385,-0.627,2284,0,0.346558,0.346558,0,750,green,0.277,,0,unknown,0.000000,null,0.000000,0.510,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.510,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
140,2026-08-02T02:27:47.644+09:00,17.276,139,7.67,0,DRIVING,,0,1,1,0,0,0,-0.192385,-0.608,2292,0,0.346479,0.346479,0,751,green,0.304,,0,unknown,0.000000,null,0.000000,0.354,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.354,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
141,2026-08-02T02:27:47.773+09:00,17.404,140,7.69,0,DRIVING,,0,1,1,0,0,0,-0.192385,-0.594,2292,0,0.346423,0.346423,0,750,green,0.223,,0,unknown,0.000000,null,0.000000,0.481,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.481,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
142,2026-08-02T02:27:47.903+09:00,17.533,141,7.75,0,DRIVING,,0,1,1,0,0,0,-0.192385,-0.583,2292,0,0.346384,0.346384,0,750,green,0.223,,0,unknown,0.000000,null,0.000000,0.439,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.439,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
143,2026-08-02T02:27:48.000+09:00,17.631,142,7.89,0,DRIVING,,0,1,1,0,0,0,-0.192389,-0.575,2292,0,0.346372,0.346372,0,750,green,0.264,,0,unknown,0.000000,null,0.000000,0.318,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.318,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
144,2026-08-02T02:27:48.093+09:00,17.724,143,7.90,0,DRIVING,,0,1,1,0,0,0,-0.192389,-0.569,2292,0,0.346351,0.346351,0,750,green,0.360,,0,unknown,0.000000,null,0.000000,0.411,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.411,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
