frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,steering_pot,traffic_signal,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
1,2026-08-02T01:33:42.608+09:00,0.174,0,6.22,0,DRIVING,state:None->DRIVING;phase:None->KEEP_PAUSED,0,1,0,-0.431758,,0,0,0.777164,0.777164,0,744,red,0,unknown,0.000000,null,0.000000,0.159,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.159,ultrasonic-not-close,KEEP_PAUSED,right,,,0
2,2026-08-02T01:33:42.753+09:00,0.383,1,5.40,0,DRIVING,,0,1,0,-0.414545,,0,0,0.715200,0.715200,0,744,red,0,unknown,0.000000,null,0.000000,0.102,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.102,ultrasonic-not-close,KEEP_PAUSED,right,,,0
3,2026-08-02T01:33:42.892+09:00,0.520,2,5.91,0,DRIVING,,0,1,0,-0.414545,,0,0,0.724494,0.724494,0,744,red,0,unknown,0.000000,null,0.000000,0.239,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.239,ultrasonic-not-close,KEEP_PAUSED,right,,,0
4,2026-08-02T01:33:42.995+09:00,0.626,3,6.52,0,DRIVING,,0,1,0,-0.414545,,0,0,0.731001,0.731001,0,744,red,0,unknown,0.000000,null,0.000000,0.208,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.208,ultrasonic-not-close,KEEP_PAUSED,right,,,0
5,2026-08-02T01:33:43.103+09:00,0.732,4,6.96,0,DRIVING,,0,1,0,-0.414545,,0,0,0.735555,0.735555,0,743,red,0,unknown,0.000000,null,0.000000,0.174,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.174,ultrasonic-not-close,KEEP_PAUSED,right,,,0
6,2026-08-02T01:33:43.252+09:00,0.881,5,6.90,0,DRIVING,,0,1,0,-0.414545,,0,0,0.738743,0.738743,0,744,red,0,unknown,0.000000,null,0.000000,0.325,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.325,ultrasonic-not-close,KEEP_PAUSED,right,,,0
7,2026-08-02T01:33:43.359+09:00,0.988,6,7.17,0,DRIVING,,0,1,0,-0.414545,,0,0,0.740975,0.740975,0,744,red,0,unknown,0.000000,null,0.000000,0.327,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.327,ultrasonic-not-close,KEEP_PAUSED,right,,,0
8,2026-08-02T01:33:43.472+09:00,1.102,7,7.35,0,DRIVING,,0,1,0,-0.414545,,0,0,0.742537,0.742537,0,744,red,0,unknown,0.000000,null,0.000000,0.334,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.334,ultrasonic-not-close,KEEP_PAUSED,right,,,0
9,2026-08-02T01:33:43.598+09:00,1.227,8,7.41,0,DRIVING,,0,1,0,-0.433047,,0,0,0.810235,0.810235,0,745,red,0,unknown,0.000000,null,0.000000,0.461,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.461,ultrasonic-not-close,KEEP_PAUSED,right,,,0
10,2026-08-02T01:33:43.729+09:00,1.359,9,7.42,0,DRIVING,,0,1,0,-0.433047,,0,0,0.801010,0.801010,0,744,red,0,unknown,0.000000,null,0.000000,0.338,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.338,ultrasonic-not-close,KEEP_PAUSED,right,,,0
11,2026-08-02T01:33:43.906+09:00,1.535,10,7.22,0,DRIVING,,0,1,0,-0.432031,,0,0,0.790896,0.790896,0,745,red,0,unknown,0.000000,null,0.000000,0.398,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.398,ultrasonic-not-close,KEEP_PAUSED,right,,,0
12,2026-08-02T01:33:44.009+09:00,1.639,11,7.38,0,DRIVING,,0,1,0,-0.432031,,0,0,0.786924,0.786924,0,746,red,0,unknown,0.000000,null,0.000000,0.244,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.244,ultrasonic-not-close,KEEP_PAUSED,right,,,0
13,2026-08-02T01:33:44.163+09:00,1.793,12,7.30,0,DRIVING,,0,1,0,-0.432031,,0,0,0.784144,0.784144,0,746,red,0,unknown,0.000000,null,0.000000,0.223,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.223,ultrasonic-not-close,KEEP_PAUSED,right,,,0
14,2026-08-02T01:33:44.323+09:00,1.953,13,7.21,0,DRIVING,,0,1,0,-0.433047,,0,0,0.785854,0.785854,0,745,red,0,unknown,0.000000,null,0.000000,0.384,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.384,ultrasonic-not-close,KEEP_PAUSED,right,,,0
15,2026-08-02T01:33:44.515+09:00,2.144,14,7.04,0,DRIVING,,0,1,0,-0.433047,,0,0,0.783943,0.783943,0,746,red,0,unknown,0.000000,null,0.000000,0.471,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.471,ultrasonic-not-close,KEEP_PAUSED,right,,,0
16,2026-08-02T01:33:44.655+09:00,2.286,15,7.04,0,DRIVING,,0,1,0,-0.433047,,0,0,0.782605,0.782605,0,744,red,0,unknown,0.000000,null,0.000000,0.458,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.458,ultrasonic-not-close,KEEP_PAUSED,right,,,0
17,2026-08-02T01:33:44.840+09:00,2.470,16,6.92,0,DRIVING,,0,1,0,-0.433047,,0,0,0.781669,0.781669,0,746,red,0,unknown,0.000000,null,0.000000,0.482,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.482,ultrasonic-not-close,KEEP_PAUSED,right,,,0
18,2026-08-02T01:33:44.948+09:00,2.578,17,7.01,0,DRIVING,,0,1,0,-0.433047,,0,0,0.781014,0.781014,0,744,red,0,unknown,0.000000,null,0.000000,0.261,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.261,ultrasonic-not-close,KEEP_PAUSED,right,,,0
19,2026-08-02T01:33:45.115+09:00,2.744,18,6.96,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780555,0.780555,0,744,red,0,unknown,0.000000,null,0.000000,0.232,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.232,ultrasonic-not-close,KEEP_PAUSED,right,,,0
20,2026-08-02T01:33:45.307+09:00,2.937,19,6.84,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780234,0.780234,0,745,red,0,unknown,0.000000,null,0.000000,0.424,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.424,ultrasonic-not-close,KEEP_PAUSED,right,,,0
21,2026-08-02T01:33:45.476+09:00,3.106,20,6.79,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780009,0.780009,0,746,red,0,unknown,0.000000,null,0.000000,0.494,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.494,ultrasonic-not-close,KEEP_PAUSED,right,,,0
22,2026-08-02T01:33:45.646+09:00,3.276,21,6.74,0,DRIVING,,0,1,0,-0.433047,,0,0,0.779852,0.779852,0,745,red,0,unknown,0.000000,null,0.000000,0.497,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.497,ultrasonic-not-close,KEEP_PAUSED,right,,,0
23,2026-08-02T01:33:45.811+09:00,3.440,22,6.71,0,DRIVING,,0,1,0,-0.433047,,0,0,0.779741,0.779741,0,746,red,0,unknown,0.000000,null,0.000000,0.469,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.469,ultrasonic-not-close,KEEP_PAUSED,right,,,0
24,2026-08-02T01:33:45.946+09:00,3.576,23,6.74,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776008,0.776008,0,746,red,0,unknown,0.000000,null,0.000000,0.264,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.264,ultrasonic-not-close,KEEP_PAUSED,right,,,0
25,2026-08-02T01:33:46.058+09:00,3.687,24,6.80,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776503,0.776503,0,745,red,0,unknown,0.000000,null,0.000000,0.211,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.211,ultrasonic-not-close,KEEP_PAUSED,right,,,0
26,2026-08-02T01:33:46.252+09:00,3.880,25,6.72,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780505,0.780505,0,745,red,0,unknown,0.000000,null,0.000000,0.270,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.270,ultrasonic-not-close,KEEP_PAUSED,right,,,0
27,2026-08-02T01:33:46.457+09:00,4.086,26,6.63,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780199,0.780199,0,745,red,0,unknown,0.000000,null,0.000000,0.474,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.474,ultrasonic-not-close,KEEP_PAUSED,right,,,0
28,2026-08-02T01:33:46.636+09:00,4.265,27,6.59,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776328,0.776328,0,746,red,0,unknown,0.000000,null,0.000000,0.537,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.537,ultrasonic-not-close,KEEP_PAUSED,right,,,0
29,2026-08-02T01:33:46.816+09:00,4.446,28,6.54,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780383,0.780383,0,746,red,0,unknown,0.000000,null,0.000000,0.529,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.529,ultrasonic-not-close,KEEP_PAUSED,right,,,0
30,2026-08-02T01:33:46.917+09:00,4.546,29,6.62,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776457,0.776457,0,746,red,0,unknown,0.000000,null,0.000000,0.425,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.425,ultrasonic-not-close,KEEP_PAUSED,right,,,0
31,2026-08-02T01:33:47.041+09:00,4.670,30,6.65,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776817,0.776817,0,745,red,0,unknown,0.000000,null,0.000000,0.370,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.370,ultrasonic-not-close,KEEP_PAUSED,right,,,0
32,2026-08-02T01:33:47.237+09:00,4.866,31,6.59,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780725,0.780725,0,745,red,0,unknown,0.000000,null,0.000000,0.567,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.567,ultrasonic-not-close,KEEP_PAUSED,right,,,0
33,2026-08-02T01:33:47.375+09:00,5.003,32,6.61,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780353,0.780353,0,744,red,0,unknown,0.000000,null,0.000000,0.421,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.421,ultrasonic-not-close,KEEP_PAUSED,right,,,0
34,2026-08-02T01:33:47.506+09:00,5.136,33,6.64,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776436,0.776436,0,745,red,0,unknown,0.000000,null,0.000000,0.430,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.430,ultrasonic-not-close,KEEP_PAUSED,right,,,0
35,2026-08-02T01:33:47.610+09:00,5.239,34,6.70,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780458,0.780458,0,745,red,0,unknown,0.000000,null,0.000000,0.337,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.337,ultrasonic-not-close,KEEP_PAUSED,right,,,0
36,2026-08-02T01:33:47.773+09:00,5.401,35,6.68,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776510,0.776510,0,745,red,0,unknown,0.000000,null,0.000000,0.231,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.231,ultrasonic-not-close,KEEP_PAUSED,right,,,0
37,2026-08-02T01:33:47.967+09:00,5.597,36,6.63,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780510,0.780510,0,745,red,0,unknown,0.000000,null,0.000000,0.323,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.323,ultrasonic-not-close,KEEP_PAUSED,right,,,0
38,2026-08-02T01:33:48.119+09:00,5.749,37,6.62,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776546,0.776546,0,745,red,0,unknown,0.000000,null,0.000000,0.475,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.475,ultrasonic-not-close,KEEP_PAUSED,right,,,0
39,2026-08-02T01:33:48.313+09:00,5.943,38,6.58,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776879,0.776879,0,745,red,0,unknown,0.000000,null,0.000000,0.505,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.505,ultrasonic-not-close,KEEP_PAUSED,right,,,0
40,2026-08-02T01:33:48.482+09:00,6.111,39,6.56,0,DRIVING,,0,1,0,-0.432031,,0,0,0.777112,0.777112,0,744,red,0,unknown,0.000000,null,0.000000,0.479,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.479,ultrasonic-not-close,KEEP_PAUSED,right,,,0
41,2026-08-02T01:33:48.619+09:00,6.247,40,6.58,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780932,0.780932,0,745,red,0,unknown,0.000000,null,0.000000,0.463,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.463,ultrasonic-not-close,KEEP_PAUSED,right,,,0
42,2026-08-02T01:33:48.721+09:00,6.350,41,6.63,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780498,0.780498,0,745,red,0,unknown,0.000000,null,0.000000,0.373,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.373,ultrasonic-not-close,KEEP_PAUSED,right,,,0
43,2026-08-02T01:33:48.919+09:00,6.548,42,6.58,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780194,0.780194,0,744,red,0,unknown,0.000000,null,0.000000,0.265,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.265,ultrasonic-not-close,KEEP_PAUSED,right,,,0
44,2026-08-02T01:33:49.080+09:00,6.711,43,6.57,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776325,0.776325,0,745,red,0,unknown,0.000000,null,0.000000,0.428,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.428,ultrasonic-not-close,KEEP_PAUSED,right,,,0
45,2026-08-02T01:33:49.220+09:00,6.849,44,6.58,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776724,0.776724,0,745,red,0,unknown,0.000000,null,0.000000,0.464,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.464,ultrasonic-not-close,KEEP_PAUSED,right,,,0
46,2026-08-02T01:33:49.326+09:00,6.955,45,6.63,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780660,0.780660,0,744,red,0,unknown,0.000000,null,0.000000,0.372,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.372,ultrasonic-not-close,KEEP_PAUSED,right,,,0
47,2026-08-02T01:33:49.518+09:00,7.147,46,6.59,0,DRIVING,,0,1,0,-0.433047,,0,0,0.780307,0.780307,0,745,red,0,unknown,0.000000,null,0.000000,0.262,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.262,ultrasonic-not-close,KEEP_PAUSED,right,,,0
48,2026-08-02T01:33:49.733+09:00,7.362,47,6.53,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776404,0.776404,0,744,red,0,unknown,0.000000,null,0.000000,0.369,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.369,ultrasonic-not-close,KEEP_PAUSED,right,,,0
49,2026-08-02T01:33:49.881+09:00,7.510,48,6.54,0,DRIVING,,0,1,0,-0.432031,,0,0,0.776780,0.776780,0,745,red,0,unknown,0.000000,null,0.000000,0.517,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.517,ultrasonic-not-close,KEEP_PAUSED,right,,,0
