frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,steering_pot,traffic_signal,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
502,2026-08-02T01:35:02.795+09:00,80.426,501,6.24,0,DRIVING,,0,0,0,,,0,0,-0.013507,-0.013507,0,750,unknown,0,unknown,0.000000,null,0.000000,0.298,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.298,ultrasonic-not-close,KEEP_PAUSED,,,,2
503,2026-08-02T01:35:03.045+09:00,80.675,502,6.24,0,DRIVING,,0,1,0,0.037656,,0,0,-0.267226,-0.267226,0,749,unknown,1,obstacle-car,0.745688,"[0, 155, 329, 717]",0.200695,0.349,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.349,ultrasonic-not-close,KEEP_PAUSED,right,,,0
504,2026-08-02T01:35:03.248+09:00,80.879,503,6.23,0,DRIVING,,0,1,0,0.045881,,0,0,-0.237001,-0.237001,0,750,unknown,1,obstacle-car,0.745688,"[0, 155, 329, 717]",0.200695,0.552,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.552,ultrasonic-not-close,KEEP_PAUSED,right,,,0
505,2026-08-02T01:35:03.375+09:00,81.006,504,6.24,0,DRIVING,,0,1,0,0.086790,,0,0,-0.337949,-0.337949,0,748,unknown,0,unknown,0.000000,null,0.000000,0.543,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.543,ultrasonic-not-close,KEEP_PAUSED,right,,,0
506,2026-08-02T01:35:03.481+09:00,81.113,505,6.24,0,DRIVING,,0,0,0,,,0,0,-0.337949,-0.337949,0,749,unknown,0,unknown,0.000000,null,0.000000,0.402,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.402,ultrasonic-not-close,KEEP_PAUSED,,,,1
507,2026-08-02T01:35:03.691+09:00,81.322,506,6.24,0,DRIVING,,0,0,0,,,0,0,-0.337949,-0.337949,0,748,unknown,0,unknown,0.000000,null,0.000000,0.282,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.282,ultrasonic-not-close,KEEP_PAUSED,,,,2
508,2026-08-02T01:35:03.899+09:00,81.531,507,6.23,0,DRIVING,,0,1,0,-0.091875,,0,0,0.359763,0.359763,0,749,unknown,0,unknown,0.000000,null,0.000000,0.491,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.491,ultrasonic-not-close,KEEP_PAUSED,left,,,0
509,2026-08-02T01:35:04.081+09:00,81.713,508,6.23,0,DRIVING,,0,1,0,-0.059255,,0,0,0.184014,0.184014,0,749,unknown,0,unknown,0.000000,null,0.000000,0.564,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.564,ultrasonic-not-close,KEEP_PAUSED,left,,,0
510,2026-08-02T01:35:04.248+09:00,81.878,509,6.23,0,DRIVING,,0,1,0,-0.041406,,0,0,0.096552,0.096552,0,750,unknown,0,unknown,0.000000,null,0.000000,0.524,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.524,ultrasonic-not-close,KEEP_PAUSED,left,,,0
511,2026-08-02T01:35:04.349+09:00,81.979,510,6.23,0,DRIVING,,0,1,0,-0.062450,,0,0,0.165703,0.165703,0,752,unknown,0,unknown,0.000000,null,0.000000,0.415,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.415,ultrasonic-not-close,KEEP_PAUSED,left,,,0
512,2026-08-02T01:35:04.562+09:00,82.193,511,6.23,0,DRIVING,,0,1,0,-0.105317,,0,0,0.304038,0.304038,0,752,unknown,0,unknown,0.000000,null,0.000000,0.281,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.281,ultrasonic-not-close,KEEP_PAUSED,left,,,0
513,2026-08-02T01:35:04.756+09:00,82.386,512,6.23,0,DRIVING,,0,1,0,-0.136172,,0,0,0.380774,0.380774,0,752,unknown,0,unknown,0.000000,null,0.000000,0.372,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.372,ultrasonic-not-close,KEEP_PAUSED,left,,,0
514,2026-08-02T01:35:04.868+09:00,82.499,513,6.23,0,DRIVING,,0,1,0,-0.116855,,0,0,0.270536,0.270536,0,753,unknown,0,unknown,0.000000,null,0.000000,0.271,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.271,ultrasonic-not-close,KEEP_PAUSED,left,,,0
515,2026-08-02T01:35:05.110+09:00,82.741,514,6.23,0,DRIVING,,0,1,0,-0.083028,,0,0,0.130697,0.130697,0,754,green,0,unknown,0.000000,null,0.000000,0.320,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.320,ultrasonic-not-close,KEEP_PAUSED,left,,,0
516,2026-08-02T01:35:05.300+09:00,82.931,515,6.22,0,DRIVING,,0,1,0,-0.085755,,0,0,0.146142,0.146142,0,751,green,0,unknown,0.000000,null,0.000000,0.509,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.509,ultrasonic-not-close,KEEP_PAUSED,left,,,0
517,2026-08-02T01:35:05.475+09:00,83.105,516,6.22,0,DRIVING,,0,1,0,-0.149670,,0,0,0.378699,0.378699,0,751,green,0,unknown,0.000000,null,0.000000,0.568,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.568,ultrasonic-not-close,KEEP_PAUSED,left,,,0
518,2026-08-02T01:35:05.590+09:00,83.221,517,6.23,0,DRIVING,,0,0,0,,,0,0,0.378699,0.378699,0,752,green,0,unknown,0.000000,null,0.000000,0.448,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.448,ultrasonic-not-close,KEEP_PAUSED,,,,1
519,2026-08-02T01:35:05.776+09:00,83.408,518,6.22,0,DRIVING,,0,0,0,,,0,0,0.378699,0.378699,0,752,unknown,0,unknown,0.000000,null,0.000000,0.268,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.268,ultrasonic-not-close,KEEP_PAUSED,,,,2
520,2026-08-02T01:35:05.897+09:00,83.529,519,6.23,0,DRIVING,,0,0,0,,,0,0,0.378699,0.378699,0,752,unknown,0,unknown,0.000000,null,0.000000,0.274,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.274,ultrasonic-not-close,KEEP_PAUSED,,,,3
521,2026-08-02T01:35:06.046+09:00,83.676,520,6.23,0,DRIVING,,0,1,0,0.042188,,0,0,-0.344775,-0.344775,0,753,unknown,0,unknown,0.000000,null,0.000000,0.421,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.421,ultrasonic-not-close,KEEP_PAUSED,right,,,0
522,2026-08-02T01:35:06.197+09:00,83.828,521,6.23,0,DRIVING,,0,1,0,0.023197,,0,0,-0.195758,-0.195758,0,752,unknown,0,unknown,0.000000,null,0.000000,0.388,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.388,ultrasonic-not-close,KEEP_PAUSED,right,,,0
523,2026-08-02T01:35:06.294+09:00,83.925,522,6.23,0,DRIVING,,0,1,0,0.004353,,0,0,-0.081717,-0.081717,0,752,unknown,0,unknown,0.000000,null,0.000000,0.363,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.363,ultrasonic-not-close,KEEP_PAUSED,right,,,0
524,2026-08-02T01:35:06.516+09:00,84.147,523,6.23,0,DRIVING,,0,1,0,-0.026643,,0,0,0.052033,0.052033,0,751,unknown,0,unknown,0.000000,null,0.000000,0.437,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.437,ultrasonic-not-close,KEEP_PAUSED,right,,,0
525,2026-08-02T01:35:06.735+09:00,84.365,524,6.22,0,DRIVING,,0,1,0,-0.070938,,0,0,0.210270,0.210270,0,751,unknown,0,unknown,0.000000,null,0.000000,0.406,,"{""0"": 250, ""1"": 18, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 18}",18,1,1,0,0,0.406,car-not-detected-or-stale,KEEP_PAUSED,right,,,0
526,2026-08-02T01:35:06.843+09:00,84.474,525,6.23,0,DRIVING,,0,1,0,-0.188749,,0,0,0.609615,0.609615,0,751,unknown,0,unknown,0.000000,null,0.000000,0.294,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.294,ultrasonic-not-close,KEEP_PAUSED,right,,,0
527,2026-08-02T01:35:07.003+09:00,84.634,526,6.23,0,DRIVING,,0,1,0,-0.222461,,0,0,0.650019,0.650019,0,752,unknown,0,unknown,0.000000,null,0.000000,0.237,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.237,ultrasonic-not-close,KEEP_PAUSED,right,,,0
528,2026-08-02T01:35:07.193+09:00,84.824,527,6.23,0,DRIVING,,0,1,0,-0.186906,,0,0,0.447145,0.447145,0,751,unknown,0,unknown,0.000000,null,0.000000,0.426,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.426,ultrasonic-not-close,KEEP_PAUSED,right,,,0
529,2026-08-02T01:35:07.301+09:00,84.931,528,6.23,0,DRIVING,,0,0,0,,,0,0,0.447145,0.447145,0,752,green,0,unknown,0.000000,null,0.000000,0.425,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.425,ultrasonic-not-close,KEEP_PAUSED,,,,1
530,2026-08-02T01:35:07.486+09:00,85.117,529,6.23,0,DRIVING,,0,1,0,-0.251910,,0,0,0.647944,0.647944,0,751,unknown,0,unknown,0.000000,null,0.000000,0.452,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.452,ultrasonic-not-close,KEEP_PAUSED,right,,,0
531,2026-08-02T01:35:07.610+09:00,85.240,530,6.23,0,DRIVING,,0,1,0,-0.284844,,0,0,0.708154,0.708154,0,751,unknown,0,unknown,0.000000,null,0.000000,0.276,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.276,ultrasonic-not-close,KEEP_PAUSED,right,,,0
532,2026-08-02T01:35:07.808+09:00,85.438,531,6.23,0,DRIVING,,0,1,0,-0.309245,,0,0,0.737367,0.737367,0,752,green,0,unknown,0.000000,null,0.000000,0.474,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.474,ultrasonic-not-close,KEEP_PAUSED,right,,,0
533,2026-08-02T01:35:07.943+09:00,85.574,532,6.23,0,DRIVING,,0,1,0,-0.294018,,0,0,0.628332,0.628332,0,752,green,0,unknown,0.000000,null,0.000000,0.424,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.424,ultrasonic-not-close,KEEP_PAUSED,right,,,0
534,2026-08-02T01:35:08.145+09:00,85.775,533,6.23,0,DRIVING,,0,1,0,-0.210751,,0,0,0.298840,0.298840,0,752,green,0,unknown,0.000000,null,0.000000,0.500,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.500,ultrasonic-not-close,KEEP_PAUSED,right,,,0
535,2026-08-02T01:35:08.248+09:00,85.879,534,6.23,0,DRIVING,,0,1,0,-0.182347,,0,0,0.220740,0.220740,0,752,green,0,unknown,0.000000,null,0.000000,0.273,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.273,ultrasonic-not-close,KEEP_PAUSED,right,,,0
536,2026-08-02T01:35:08.476+09:00,86.106,535,6.23,0,DRIVING,,0,1,0,-0.096973,,0,0,-0.054362,-0.054362,0,752,unknown,0,unknown,0.000000,null,0.000000,0.298,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.298,ultrasonic-not-close,KEEP_PAUSED,right,,,0
537,2026-08-02T01:35:08.581+09:00,86.212,536,6.23,0,DRIVING,,0,0,0,,,0,0,-0.054362,-0.054362,0,752,unknown,0,unknown,0.000000,null,0.000000,0.300,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.300,ultrasonic-not-close,KEEP_PAUSED,,,,1
538,2026-08-02T01:35:08.771+09:00,86.401,537,6.23,0,DRIVING,,0,1,0,-0.081944,,0,0,-0.039790,-0.039790,0,752,unknown,0,unknown,0.000000,null,0.000000,0.489,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.489,ultrasonic-not-close,KEEP_PAUSED,right,,,0
539,2026-08-02T01:35:08.960+09:00,86.591,538,6.23,0,DRIVING,,0,1,0,-0.094844,,0,0,0.062835,0.062835,0,752,unknown,0,unknown,0.000000,null,0.000000,0.453,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.453,ultrasonic-not-close,KEEP_PAUSED,right,,,0
540,2026-08-02T01:35:09.137+09:00,86.769,539,6.22,0,DRIVING,,0,1,0,-0.111659,,0,0,0.155734,0.155734,0,752,unknown,0,unknown,0.000000,null,0.000000,0.524,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.524,ultrasonic-not-close,KEEP_PAUSED,right,,,0
541,2026-08-02T01:35:09.243+09:00,86.874,540,6.23,0,DRIVING,,0,1,0,-0.134874,,0,0,0.252886,0.252886,0,752,green,0,unknown,0.000000,null,0.000000,0.251,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.251,ultrasonic-not-close,KEEP_PAUSED,right,,,0
542,2026-08-02T01:35:09.440+09:00,87.070,541,6.23,0,DRIVING,,0,1,0,-0.182185,,0,0,0.420169,0.420169,0,752,green,0,unknown,0.000000,null,0.000000,0.268,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.268,ultrasonic-not-close,KEEP_PAUSED,right,,,0
543,2026-08-02T01:35:09.565+09:00,87.195,542,6.23,0,DRIVING,,0,1,0,-0.204113,,0,0,0.471439,0.471439,0,753,green,0,unknown,0.000000,null,0.000000,0.285,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.285,ultrasonic-not-close,KEEP_PAUSED,right,,,0
544,2026-08-02T01:35:09.799+09:00,87.432,543,6.22,0,DRIVING,,0,1,0,-0.223848,,0,0,0.511274,0.511274,0,751,green,0,unknown,0.000000,null,0.000000,0.523,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.523,ultrasonic-not-close,KEEP_PAUSED,right,,,0
545,2026-08-02T01:35:09.906+09:00,87.538,544,6.23,0,DRIVING,,0,1,0,-0.204688,,0,0,0.409793,0.409793,0,752,green,0,unknown,0.000000,null,0.000000,0.435,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.435,ultrasonic-not-close,KEEP_PAUSED,right,,,0
546,2026-08-02T01:35:10.118+09:00,87.749,545,6.22,0,DRIVING,,0,1,0,-0.095781,,0,0,0.005324,0.005324,0,752,unknown,0,unknown,0.000000,null,0.000000,0.520,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.520,ultrasonic-not-close,KEEP_PAUSED,right,,,0
547,2026-08-02T01:35:10.319+09:00,87.951,546,6.22,0,DRIVING,,0,1,0,-0.026250,,0,0,-0.194864,-0.194864,0,752,unknown,0,unknown,0.000000,null,0.000000,0.379,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.379,ultrasonic-not-close,KEEP_PAUSED,right,,,0
548,2026-08-02T01:35:10.422+09:00,88.053,547,6.22,0,DRIVING,,0,1,0,0.074570,,0,0,-0.485183,-0.485183,0,752,unknown,0,unknown,0.000000,null,0.000000,0.271,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.271,ultrasonic-not-close,KEEP_PAUSED,right,,,0
549,2026-08-02T01:35:10.545+09:00,88.176,548,6.23,0,DRIVING,,0,0,0,,,0,0,-0.485183,-0.485183,0,753,unknown,0,unknown,0.000000,null,0.000000,0.193,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.193,ultrasonic-not-close,KEEP_PAUSED,,,,1
550,2026-08-02T01:35:10.685+09:00,88.316,549,6.23,0,DRIVING,,0,0,0,,,0,0,-0.485183,-0.485183,0,749,red,0,unknown,0.000000,null,0.000000,0.333,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.333,ultrasonic-not-close,KEEP_PAUSED,,,,2
