frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,stop_line_detected,lane_error,raw_steer,final_steer,final_speed,steering_pot,traffic_signal,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
19,2026-08-01T22:49:29.583+09:00,2.124,18,8.98,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,752,green,0,unknown,0.000000,null,0.000000,0.278,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.278,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
20,2026-08-01T22:49:29.683+09:00,2.223,19,9.04,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,752,green,0,unknown,0.000000,null,0.000000,0.377,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.377,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
21,2026-08-01T22:49:29.785+09:00,2.326,20,9.06,0,STOPPED_RED,,1,1,1,0.310625,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.272,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.272,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
22,2026-08-01T22:49:29.885+09:00,2.427,21,9.10,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.272,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.272,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
23,2026-08-01T22:49:29.991+09:00,2.532,22,9.12,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.376,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.376,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
24,2026-08-01T22:49:30.088+09:00,2.629,23,9.16,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,752,green,0,unknown,0.000000,null,0.000000,0.273,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.273,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
25,2026-08-01T22:49:30.196+09:00,2.737,24,9.16,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,752,green,0,unknown,0.000000,null,0.000000,0.280,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.280,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
26,2026-08-01T22:49:30.313+09:00,2.854,25,9.15,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.395,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.395,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
27,2026-08-01T22:49:30.412+09:00,2.953,26,9.17,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.293,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.293,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
28,2026-08-01T22:49:30.519+09:00,3.060,27,9.18,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.292,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.292,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
29,2026-08-01T22:49:30.628+09:00,3.169,28,9.18,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,752,green,0,unknown,0.000000,null,0.000000,0.398,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.398,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
30,2026-08-01T22:49:30.734+09:00,3.276,29,9.18,0,STOPPED_RED,,1,1,1,0.310625,0.000000,0.000000,0,752,green,0,unknown,0.000000,null,0.000000,0.292,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.292,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
31,2026-08-01T22:49:30.834+09:00,3.375,30,9.21,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,752,green,0,unknown,0.000000,null,0.000000,0.285,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.285,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
32,2026-08-01T22:49:30.949+09:00,3.489,31,9.20,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,752,green,0,unknown,0.000000,null,0.000000,0.397,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.397,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
33,2026-08-01T22:49:31.059+09:00,3.602,32,9.19,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.294,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.294,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
34,2026-08-01T22:49:31.166+09:00,3.707,33,9.19,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.302,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.302,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
35,2026-08-01T22:49:31.265+09:00,3.806,34,9.22,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,752,green,0,unknown,0.000000,null,0.000000,0.398,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.398,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
36,2026-08-01T22:49:31.357+09:00,3.898,35,9.25,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.267,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.267,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
37,2026-08-01T22:49:31.461+09:00,4.003,36,9.26,0,STOPPED_RED,,1,1,1,0.309141,0.000000,0.000000,0,752,green,0,unknown,0.000000,null,0.000000,0.265,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.265,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
38,2026-08-01T22:49:31.559+09:00,4.101,37,9.29,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,752,green,0,unknown,0.000000,null,0.000000,0.362,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.362,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
39,2026-08-01T22:49:31.659+09:00,4.201,38,9.30,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.272,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.272,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
40,2026-08-01T22:49:31.761+09:00,4.302,39,9.32,0,STOPPED_RED,,1,1,1,0.309141,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.171,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.171,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
41,2026-08-01T22:49:31.854+09:00,4.395,40,9.35,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.262,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.262,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
42,2026-08-01T22:49:31.955+09:00,4.497,41,9.36,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.266,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.266,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
43,2026-08-01T22:49:32.060+09:00,4.602,42,9.36,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.370,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.370,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
44,2026-08-01T22:49:32.159+09:00,4.701,43,9.38,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.275,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.275,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
45,2026-08-01T22:49:32.263+09:00,4.805,44,9.38,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,752,green,0,unknown,0.000000,null,0.000000,0.276,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.276,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
46,2026-08-01T22:49:32.363+09:00,4.903,45,9.40,0,STOPPED_RED,,1,1,1,0.309141,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.375,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.375,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
47,2026-08-01T22:49:32.467+09:00,5.009,46,9.40,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,752,green,0,unknown,0.000000,null,0.000000,0.277,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.277,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
48,2026-08-01T22:49:32.573+09:00,5.115,47,9.40,0,STOPPED_RED,,1,1,1,0.308594,0.000000,0.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.280,,"{""0"": 250, ""1"": 50, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 50}",50,1,1,0,0,0.280,car-not-detected-or-stale,KEEP_PAUSED,right,left,,0
