frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,traffic_mission_enabled,signal_stop_latched,avoidance_blocked_by_signal,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,recovery_ramp_active,recovery_ramp_elapsed_s,recovery_ramp_pwm,steering_pot,traffic_signal,traffic_result_age_s,traffic_model_fault,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_roi_normalized,car_roi_pixels,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
11,2026-08-02T03:32:16.634+09:00,1.129,10,9.89,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.214,,0,unknown,0.000000,null,0.000000,0.308,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.308,car-not-detected-or-stale,KEEP_PAUSED,,,,11
12,2026-08-02T03:32:16.708+09:00,1.202,11,10.15,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.231,,0,unknown,0.000000,null,0.000000,0.268,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.268,car-not-detected-or-stale,KEEP_PAUSED,,,,12
13,2026-08-02T03:32:16.803+09:00,1.298,12,10.18,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.304,,0,unknown,0.000000,null,0.000000,0.264,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.264,car-not-detected-or-stale,KEEP_PAUSED,,,,13
14,2026-08-02T03:32:16.924+09:00,1.419,13,10.00,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.304,,0,unknown,0.000000,null,0.000000,0.385,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.385,car-not-detected-or-stale,KEEP_PAUSED,,,,14
15,2026-08-02T03:32:16.998+09:00,1.493,14,10.18,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.220,,0,unknown,0.000000,null,0.000000,0.258,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.258,car-not-detected-or-stale,KEEP_PAUSED,,,,15
16,2026-08-02T03:32:17.087+09:00,1.582,15,10.25,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.194,,0,unknown,0.000000,null,0.000000,0.248,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.248,car-not-detected-or-stale,KEEP_PAUSED,,,,16
17,2026-08-02T03:32:17.225+09:00,1.720,16,9.99,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.301,,0,unknown,0.000000,null,0.000000,0.385,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.385,car-not-detected-or-stale,KEEP_PAUSED,,,,17
18,2026-08-02T03:32:17.299+09:00,1.794,17,10.15,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.123,,0,unknown,0.000000,null,0.000000,0.267,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.267,car-not-detected-or-stale,KEEP_PAUSED,,,,18
19,2026-08-02T03:32:17.384+09:00,1.878,18,10.23,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.201,,0,unknown,0.000000,null,0.000000,0.246,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.246,car-not-detected-or-stale,KEEP_PAUSED,,,,19
20,2026-08-02T03:32:17.565+09:00,2.060,19,9.79,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.178,,0,unknown,0.000000,null,0.000000,0.427,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.427,car-not-detected-or-stale,KEEP_PAUSED,,,,20
21,2026-08-02T03:32:17.677+09:00,2.172,20,9.74,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.267,,0,unknown,0.000000,null,0.000000,0.342,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.342,car-not-detected-or-stale,KEEP_PAUSED,,,,21
22,2026-08-02T03:32:17.751+09:00,2.245,21,9.87,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.279,,0,unknown,0.000000,null,0.000000,0.316,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.316,car-not-detected-or-stale,KEEP_PAUSED,,,,22
23,2026-08-02T03:32:17.837+09:00,2.332,22,9.94,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.189,,0,unknown,0.000000,null,0.000000,0.238,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.238,car-not-detected-or-stale,KEEP_PAUSED,,,,23
24,2026-08-02T03:32:18.002+09:00,2.497,23,9.67,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.276,,0,unknown,0.000000,null,0.000000,0.404,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.404,car-not-detected-or-stale,KEEP_PAUSED,,,,24
25,2026-08-02T03:32:18.075+09:00,2.570,24,9.79,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.168,,0,unknown,0.000000,null,0.000000,0.290,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.290,car-not-detected-or-stale,KEEP_PAUSED,,,,25
26,2026-08-02T03:32:18.171+09:00,2.666,25,9.81,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.241,,0,unknown,0.000000,null,0.000000,0.300,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.300,car-not-detected-or-stale,KEEP_PAUSED,,,,26
27,2026-08-02T03:32:18.303+09:00,2.798,26,9.70,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.174,,0,unknown,0.000000,null,0.000000,0.433,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.433,car-not-detected-or-stale,KEEP_PAUSED,,,,27
28,2026-08-02T03:32:18.377+09:00,2.872,27,9.81,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.232,,0,unknown,0.000000,null,0.000000,0.268,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.268,car-not-detected-or-stale,KEEP_PAUSED,,,,28
29,2026-08-02T03:32:18.550+09:00,3.045,28,9.57,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.359,,0,unknown,0.000000,null,0.000000,0.213,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.213,car-not-detected-or-stale,KEEP_PAUSED,,,,29
30,2026-08-02T03:32:18.639+09:00,3.133,29,9.62,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.382,,0,unknown,0.000000,null,0.000000,0.300,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.300,car-not-detected-or-stale,KEEP_PAUSED,,,,30
31,2026-08-02T03:32:18.723+09:00,3.217,30,9.68,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.211,,0,unknown,0.000000,null,0.000000,0.257,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 59, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 59}",59,1,1,0,0,0.257,car-not-detected-or-stale,KEEP_PAUSED,,,,31
32,2026-08-02T03:32:18.802+09:00,3.298,31,9.87,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.176,,0,unknown,0.000000,null,0.000000,0.218,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.218,car-not-detected-or-stale,KEEP_PAUSED,,,,32
33,2026-08-02T03:32:18.903+09:00,3.398,32,9.78,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.172,,0,unknown,0.000000,null,0.000000,0.318,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.318,car-not-detected-or-stale,KEEP_PAUSED,,,,33
34,2026-08-02T03:32:19.034+09:00,3.528,33,9.65,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.182,,0,unknown,0.000000,null,0.000000,0.276,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.276,car-not-detected-or-stale,KEEP_PAUSED,,,,34
35,2026-08-02T03:32:19.109+09:00,3.604,34,9.65,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.230,,0,unknown,0.000000,null,0.000000,0.269,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.269,car-not-detected-or-stale,KEEP_PAUSED,,,,35
36,2026-08-02T03:32:19.239+09:00,3.734,35,9.53,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.306,,0,unknown,0.000000,null,0.000000,0.398,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.398,car-not-detected-or-stale,KEEP_PAUSED,,,,36
37,2026-08-02T03:32:19.320+09:00,3.814,36,9.64,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,738,green,0.339,,0,unknown,0.000000,null,0.000000,0.254,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.254,car-not-detected-or-stale,KEEP_PAUSED,,,,37
38,2026-08-02T03:32:19.402+09:00,3.897,37,9.60,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,738,green,0.214,,0,unknown,0.000000,null,0.000000,0.259,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.259,car-not-detected-or-stale,KEEP_PAUSED,,,,38
39,2026-08-02T03:32:19.525+09:00,4.019,38,9.54,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,740,green,0.295,,0,unknown,0.000000,null,0.000000,0.382,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.382,car-not-detected-or-stale,KEEP_PAUSED,,,,39
40,2026-08-02T03:32:19.654+09:00,4.149,39,9.53,0,DRIVING,,0,0,1,0,0,0,,,0,0,0.000000,0.000000,0,0,0.000,255,739,green,0.289,,0,unknown,0.000000,null,0.000000,0.301,"[0.2, 0.2, 0.8, 1.0]","[256, 144, 1024, 720]",,"{""0"": 250, ""1"": 58, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 58}",58,1,1,0,0,0.301,car-not-detected-or-stale,KEEP_PAUSED,,,,40
