frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,traffic_mission_enabled,signal_stop_latched,avoidance_blocked_by_signal,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,recovery_ramp_active,recovery_ramp_elapsed_s,recovery_ramp_pwm,steering_pot,traffic_signal,traffic_result_age_s,traffic_model_fault,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_roi_normalized,car_roi_pixels,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
1,2026-08-02T03:24:32.203+09:00,0.125,0,0.00,0,DRIVING,state:None->DRIVING;phase:None->KEEP_PAUSED,0,1,1,0,0,0,-0.282706,12.112,7571,0,0.508872,0.508872,0,0,0.000,255,747,unknown,,,0,unknown,0.000000,null,0.000000,,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 156, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 156}",156,1,0,0,0,,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
2,2026-08-02T03:24:32.295+09:00,0.227,1,9.55,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.118,7508,0,0.513311,0.513311,0,0,0.000,255,748,green,0.170,,0,unknown,0.000000,null,0.000000,0.215,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 156, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 156}",156,1,0,0,0,0.215,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
3,2026-08-02T03:24:32.384+09:00,0.314,2,10.46,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.123,7508,0,0.512645,0.512645,0,0,0.000,255,747,green,0.084,,0,unknown,0.000000,null,0.000000,0.133,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 155, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 155}",155,1,0,0,0,0.133,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
4,2026-08-02T03:24:32.474+09:00,0.405,3,10.59,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.126,7510,0,0.512179,0.512179,0,0,0.000,255,747,green,0.171,,0,unknown,0.000000,null,0.000000,0.226,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 156, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 156}",156,1,0,0,0,0.226,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
5,2026-08-02T03:24:32.559+09:00,0.488,4,10.93,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.129,7508,0,0.511853,0.511853,0,0,0.000,255,747,green,0.181,,0,unknown,0.000000,null,0.000000,0.228,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 157, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 157}",157,1,0,0,0,0.228,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
6,2026-08-02T03:24:32.646+09:00,0.577,5,11.00,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.131,7508,0,0.511625,0.511625,0,0,0.000,255,747,green,0.178,,0,unknown,0.000000,null,0.000000,0.228,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 156, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 156}",156,1,0,0,0,0.228,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
7,2026-08-02T03:24:32.768+09:00,0.699,6,10.40,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.132,7510,0,0.511465,0.511465,0,0,0.000,255,747,green,0.181,,0,unknown,0.000000,null,0.000000,0.176,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 177, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 177}",177,1,0,0,0,0.176,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
8,2026-08-02T03:24:32.857+09:00,0.787,7,10.53,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.134,7508,0,0.511353,0.511353,0,0,0.000,255,747,green,0.213,,0,unknown,0.000000,null,0.000000,0.264,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 178, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 178}",178,1,0,0,0,0.264,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
9,2026-08-02T03:24:32.938+09:00,0.868,8,10.72,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.134,7510,0,0.511274,0.511274,0,0,0.000,255,747,green,0.303,,0,unknown,0.000000,null,0.000000,0.254,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.254,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
10,2026-08-02T03:24:33.038+09:00,0.970,9,10.63,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.134,7510,0,0.511219,0.511219,0,0,0.000,255,747,green,0.292,,0,unknown,0.000000,null,0.000000,0.147,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.147,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
11,2026-08-02T03:24:33.199+09:00,1.130,10,9.92,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.135,7508,0,0.511181,0.511181,0,0,0.000,255,747,green,0.199,,0,unknown,0.000000,null,0.000000,0.307,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 178, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 178}",178,1,0,0,0,0.307,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
12,2026-08-02T03:24:33.351+09:00,1.282,11,9.48,0,DRIVING,,0,1,1,0,0,0,-0.283775,12.134,7514,0,0.510562,0.510562,0,0,0.000,255,747,green,0.264,,0,unknown,0.000000,null,0.000000,0.379,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 156, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 156}",156,1,0,0,0,0.379,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
13,2026-08-02T03:24:33.432+09:00,1.363,12,9.67,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.135,7508,0,0.511224,0.511224,0,0,0.000,255,747,green,0.156,,0,unknown,0.000000,null,0.000000,0.346,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 156, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 156}",156,1,0,0,0,0.346,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
14,2026-08-02T03:24:33.536+09:00,1.466,13,9.67,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.136,7508,0,0.511184,0.511184,0,0,0.000,255,747,green,0.254,,0,unknown,0.000000,null,0.000000,0.150,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 178, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 178}",178,1,0,0,0,0.150,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
15,2026-08-02T03:24:33.647+09:00,1.578,14,9.61,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.137,7508,0,0.511157,0.511157,0,0,0.000,255,747,green,0.198,,0,unknown,0.000000,null,0.000000,0.262,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 178, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 178}",178,1,0,0,0,0.262,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
16,2026-08-02T03:24:33.775+09:00,1.705,15,9.47,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.137,7508,0,0.511137,0.511137,0,0,0.000,255,748,green,0.201,,0,unknown,0.000000,null,0.000000,0.290,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 178, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 178}",178,1,0,0,0,0.290,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
17,2026-08-02T03:24:33.874+09:00,1.804,16,9.51,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.137,7508,0,0.511123,0.511123,0,0,0.000,255,747,green,0.232,,0,unknown,0.000000,null,0.000000,0.292,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.292,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
18,2026-08-02T03:24:33.955+09:00,1.886,17,9.64,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.136,7510,0,0.511114,0.511114,0,0,0.000,255,747,green,0.229,,0,unknown,0.000000,null,0.000000,0.273,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 177, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 177}",177,1,0,0,0,0.273,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
19,2026-08-02T03:24:34.043+09:00,1.975,18,9.72,0,DRIVING,,0,1,1,0,0,0,-0.283775,12.133,7522,0,0.510515,0.510515,0,0,0.000,255,747,green,0.310,,0,unknown,0.000000,null,0.000000,0.362,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 177, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 177}",177,1,0,0,0,0.362,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
20,2026-08-02T03:24:34.199+09:00,2.130,19,9.46,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.134,7508,0,0.511191,0.511191,0,0,0.000,255,747,green,0.272,,0,unknown,0.000000,null,0.000000,0.291,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 178, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 178}",178,1,0,0,0,0.291,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
21,2026-08-02T03:24:34.281+09:00,2.212,20,9.57,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.135,7508,0,0.511161,0.511161,0,0,0.000,255,747,green,0.246,,0,unknown,0.000000,null,0.000000,0.293,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 178, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 178}",178,1,0,0,0,0.293,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
22,2026-08-02T03:24:34.366+09:00,2.296,21,9.66,0,DRIVING,,0,1,1,0,0,0,-0.283775,12.132,7522,0,0.510548,0.510548,0,0,0.000,255,747,green,0.240,,0,unknown,0.000000,null,0.000000,0.287,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 178, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 178}",178,1,0,0,0,0.287,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
23,2026-08-02T03:24:34.494+09:00,2.425,22,9.56,0,DRIVING,,0,1,1,0,0,0,-0.283775,12.132,7514,0,0.510622,0.510622,0,0,0.000,255,747,green,0.170,,0,unknown,0.000000,null,0.000000,0.416,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 178, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 178}",178,1,0,0,0,0.416,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
24,2026-08-02T03:24:34.578+09:00,2.509,23,9.64,0,DRIVING,,0,1,1,0,0,0,-0.283775,12.132,7514,0,0.510674,0.510674,0,0,0.000,255,747,green,0.217,,0,unknown,0.000000,null,0.000000,0.262,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 177, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 177}",177,1,0,0,0,0.262,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
25,2026-08-02T03:24:34.666+09:00,2.597,24,9.70,0,DRIVING,,0,1,1,0,0,0,-0.283775,12.132,7514,0,0.510710,0.510710,0,0,0.000,255,747,green,0.300,,0,unknown,0.000000,null,0.000000,0.266,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 178, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 178}",178,1,0,0,0,0.266,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
26,2026-08-02T03:24:34.758+09:00,2.688,25,9.74,0,DRIVING,,0,1,1,0,0,0,-0.283775,12.132,7514,0,0.510736,0.510736,0,0,0.000,255,747,green,0.305,,0,unknown,0.000000,null,0.000000,0.145,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.145,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
27,2026-08-02T03:24:34.885+09:00,2.815,26,9.65,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.134,7508,0,0.511346,0.511346,0,0,0.000,255,748,green,0.182,,0,unknown,0.000000,null,0.000000,0.271,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 178, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 178}",178,1,0,0,0,0.271,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
28,2026-08-02T03:24:34.963+09:00,2.893,27,9.74,0,DRIVING,,0,1,1,0,0,0,-0.283775,12.133,7514,0,0.510677,0.510677,0,0,0.000,255,747,green,0.221,,0,unknown,0.000000,null,0.000000,0.262,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 177, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 177}",177,1,0,0,0,0.262,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
29,2026-08-02T03:24:35.055+09:00,2.985,28,9.78,0,DRIVING,,0,1,1,0,0,0,-0.283940,12.134,7508,0,0.511305,0.511305,0,0,0.000,255,747,green,0.300,,0,unknown,0.000000,null,0.000000,0.263,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 177, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 177}",177,1,0,0,0,0.263,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
30,2026-08-02T03:24:35.221+09:00,3.152,29,9.57,0,DRIVING,,0,1,1,0,0,0,-0.283775,12.134,7514,0,0.510648,0.510648,0,0,0.000,255,747,green,0.301,,0,unknown,0.000000,null,0.000000,0.429,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 178, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 178}",178,1,0,0,0,0.429,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
31,2026-08-02T03:24:35.306+09:00,3.236,30,9.63,0,DRIVING,,0,1,1,0,0,0,-0.283775,12.133,7514,0,0.510692,0.510692,0,0,0.000,255,747,green,0.261,,0,unknown,0.000000,null,0.000000,0.307,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.307,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
32,2026-08-02T03:24:35.389+09:00,3.319,31,9.70,0,DRIVING,,0,1,1,0,0,0,-0.283775,12.133,7514,0,0.510723,0.510723,0,0,0.000,255,748,green,0.253,,0,unknown,0.000000,null,0.000000,0.298,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.298,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
33,2026-08-02T03:24:35.522+09:00,3.453,32,9.56,0,DRIVING,,0,1,1,0,0,0,-0.283775,12.133,7514,0,0.510745,0.510745,0,0,0.000,255,747,green,0.172,,0,unknown,0.000000,null,0.000000,0.432,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 178, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 178}",178,1,0,0,0,0.432,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
34,2026-08-02T03:24:35.606+09:00,3.536,33,9.59,0,DRIVING,,0,1,1,0,0,0,-0.283775,12.130,7522,0,0.510760,0.510760,0,0,0.000,255,747,green,0.219,,0,unknown,0.000000,null,0.000000,0.263,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.263,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
35,2026-08-02T03:24:35.689+09:00,3.621,34,9.58,0,DRIVING,,0,1,1,0,0,0,-0.283775,12.131,7514,0,0.510771,0.510771,0,0,0.000,255,747,green,0.304,,0,unknown,0.000000,null,0.000000,0.266,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.266,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
36,2026-08-02T03:24:35.784+09:00,3.715,35,9.56,0,DRIVING,,0,1,1,0,0,0,-0.283775,12.131,7514,0,0.510778,0.510778,0,0,0.000,255,747,green,0.308,,0,unknown,0.000000,null,0.000000,0.144,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.144,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
37,2026-08-02T03:24:35.913+09:00,3.843,36,9.54,0,DRIVING,,0,1,1,0,0,0,-0.283775,12.129,7522,0,0.510783,0.510783,0,0,0.000,255,747,green,0.181,,0,unknown,0.000000,null,0.000000,0.273,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.273,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
38,2026-08-02T03:24:35.993+09:00,3.922,37,9.57,0,DRIVING,,0,1,1,0,0,0,-0.283775,12.127,7527,0,0.510787,0.510787,0,0,0.000,255,747,green,0.223,,0,unknown,0.000000,null,0.000000,0.263,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.263,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
39,2026-08-02T03:24:36.081+09:00,4.013,38,9.54,0,DRIVING,,0,1,1,0,0,0,-0.283775,12.126,7522,0,0.510789,0.510789,0,0,0.000,255,747,green,0.303,,0,unknown,0.000000,null,0.000000,0.266,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.266,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
40,2026-08-02T03:24:36.219+09:00,4.150,39,9.43,0,DRIVING,,0,1,1,0,0,0,-0.283775,12.125,7522,0,0.510791,0.510791,0,0,0.000,255,747,green,0.302,,0,unknown,0.000000,null,0.000000,0.402,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.402,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
