frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,traffic_mission_enabled,signal_stop_latched,avoidance_blocked_by_signal,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,steering_pot,traffic_signal,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
1,2026-08-02T02:08:54.039+09:00,0.209,0,5.17,0,DRIVING,state:None->DRIVING;phase:None->KEEP_PAUSED,0,1,1,0,0,0,0.151078,-1.334,4733,0,-0.271940,-0.271940,0,747,unknown,0,unknown,0.000000,null,0.000000,0.190,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.190,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
2,2026-08-02T02:08:54.220+09:00,0.402,1,5.13,0,DRIVING,,0,1,1,0,0,0,0.150018,-1.393,4847,0,-0.268125,-0.268125,0,747,unknown,0,unknown,0.000000,null,0.000000,0.134,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.134,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
3,2026-08-02T02:08:54.369+09:00,0.548,2,5.61,0,DRIVING,,0,1,1,0,0,0,0.150635,-1.442,4833,0,-0.270918,-0.270918,0,747,unknown,0,unknown,0.000000,null,0.000000,0.108,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.108,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
4,2026-08-02T02:08:54.528+09:00,0.711,3,5.72,0,DRIVING,,0,1,1,0,0,0,0.150960,-1.485,4838,0,-0.272156,-0.272156,0,747,unknown,0,unknown,0.000000,null,0.000000,0.273,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.273,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
5,2026-08-02T02:08:54.671+09:00,0.853,4,5.95,0,DRIVING,,0,1,1,0,0,0,0.151204,-1.510,4839,0,-0.272905,-0.272905,0,747,green,0,unknown,0.000000,null,0.000000,0.264,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.264,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
6,2026-08-02T02:08:54.797+09:00,0.980,5,6.21,0,DRIVING,,0,1,1,0,0,0,0.151387,-1.535,4845,0,-0.273342,-0.273342,0,747,unknown,0,unknown,0.000000,null,0.000000,0.231,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.231,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
7,2026-08-02T02:08:54.971+09:00,1.153,6,6.13,0,DRIVING,,0,1,1,0,0,0,0.151342,-1.546,4827,0,-0.272927,-0.272927,0,747,unknown,0,unknown,0.000000,null,0.000000,0.266,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.266,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
8,2026-08-02T02:08:55.109+09:00,1.291,7,6.25,0,DRIVING,,0,1,1,0,0,0,0.151608,-1.557,4833,0,-0.273733,-0.273733,0,746,unknown,0,unknown,0.000000,null,0.000000,0.276,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.276,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
9,2026-08-02T02:08:55.344+09:00,1.526,8,5.95,0,DRIVING,,0,1,1,0,0,0,0.151508,-1.558,4834,0,-0.273120,-0.273120,0,747,green,0,unknown,0.000000,null,0.000000,0.336,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.336,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
10,2026-08-02T02:08:55.495+09:00,1.677,9,6.01,0,DRIVING,,0,1,1,0,0,0,0.151733,-1.563,4827,0,-0.273809,-0.273809,0,747,green,0,unknown,0.000000,null,0.000000,0.488,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.488,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
11,2026-08-02T02:08:55.635+09:00,1.817,10,6.10,0,DRIVING,,0,1,1,0,0,0,0.151602,-1.570,4852,0,-0.273128,-0.273128,0,747,green,0,unknown,0.000000,null,0.000000,0.489,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.489,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
12,2026-08-02T02:08:55.770+09:00,1.952,11,6.18,0,DRIVING,,0,1,1,0,0,0,0.151621,-1.574,4840,0,-0.273125,-0.273125,0,747,green,0,unknown,0.000000,null,0.000000,0.390,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.390,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
13,2026-08-02T02:08:55.915+09:00,2.094,12,6.25,0,DRIVING,,0,1,1,0,0,0,0.151818,-1.581,4832,0,-0.273771,-0.273771,0,747,green,0,unknown,0.000000,null,0.000000,0.240,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.240,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
14,2026-08-02T02:08:56.122+09:00,2.304,13,6.11,0,DRIVING,,0,1,1,0,0,0,0.151665,-1.576,4834,0,-0.273072,-0.273072,0,747,green,0,unknown,0.000000,null,0.000000,0.315,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.315,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
15,2026-08-02T02:08:56.326+09:00,2.507,14,6.02,0,DRIVING,,0,1,1,0,0,0,0.151669,-1.571,4841,0,-0.273063,-0.273063,0,747,green,0,unknown,0.000000,null,0.000000,0.516,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.516,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
16,2026-08-02T02:08:56.468+09:00,2.649,15,6.07,0,DRIVING,,0,1,1,0,0,0,0.151672,-1.578,4845,0,-0.273055,-0.273055,0,747,unknown,0,unknown,0.000000,null,0.000000,0.517,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.517,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
17,2026-08-02T02:08:56.664+09:00,2.846,16,6.00,0,DRIVING,,0,1,1,0,0,0,0.151856,-1.583,4845,0,-0.273704,-0.273704,0,747,green,0,unknown,0.000000,null,0.000000,0.505,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.505,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
18,2026-08-02T02:08:56.814+09:00,2.996,17,6.03,0,DRIVING,,0,1,1,0,0,0,0.151876,-1.578,4834,0,-0.273667,-0.273667,0,747,green,0,unknown,0.000000,null,0.000000,0.311,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.311,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
19,2026-08-02T02:08:56.955+09:00,3.136,18,6.08,0,DRIVING,,0,1,1,0,0,0,0.151891,-1.581,4852,0,-0.273633,-0.273633,0,747,green,0,unknown,0.000000,null,0.000000,0.253,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.253,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
20,2026-08-02T02:08:57.121+09:00,3.303,19,6.08,0,DRIVING,,0,1,1,0,0,0,0.151902,-1.576,4834,0,-0.273605,-0.273605,0,747,green,0,unknown,0.000000,null,0.000000,0.271,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.271,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
21,2026-08-02T02:08:57.242+09:00,3.424,20,6.16,0,DRIVING,,0,1,1,0,0,0,0.151728,-1.580,4833,0,-0.272925,-0.272925,0,747,unknown,0,unknown,0.000000,null,0.000000,0.251,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.251,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
22,2026-08-02T02:08:57.485+09:00,3.667,21,6.02,0,DRIVING,,0,1,1,0,0,0,0.151898,-1.578,4840,0,-0.273593,-0.273593,0,747,green,0,unknown,0.000000,null,0.000000,0.317,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.317,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
23,2026-08-02T02:08:57.684+09:00,3.866,22,5.97,0,DRIVING,,0,1,1,0,0,0,0.151725,-1.581,4833,0,-0.272918,-0.272918,0,746,green,0,unknown,0.000000,null,0.000000,0.406,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.406,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
24,2026-08-02T02:08:57.833+09:00,4.013,23,6.00,0,DRIVING,,0,1,1,0,0,0,0.151896,-1.588,4845,0,-0.273589,-0.273589,0,747,unknown,0,unknown,0.000000,null,0.000000,0.310,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.310,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
25,2026-08-02T02:08:57.951+09:00,4.132,24,6.07,0,DRIVING,,0,1,1,0,0,0,0.151906,-1.591,4845,0,-0.273571,-0.273571,0,746,green,0,unknown,0.000000,null,0.000000,0.229,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.229,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
26,2026-08-02T02:08:58.162+09:00,4.344,25,6.00,0,DRIVING,,0,1,1,0,0,0,0.151731,-1.527,4823,0,-0.272900,-0.272900,0,747,green,0,unknown,0.000000,null,0.000000,0.293,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.293,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
27,2026-08-02T02:08:58.348+09:00,4.529,26,5.98,0,DRIVING,,0,1,1,0,0,0,0.151900,-1.549,4838,0,-0.273574,-0.273574,0,747,green,0,unknown,0.000000,null,0.000000,0.361,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.361,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
28,2026-08-02T02:08:58.606+09:00,4.788,27,5.86,0,DRIVING,,0,1,1,0,0,0,0.151727,-1.551,4841,0,-0.272904,-0.272904,0,747,green,0,unknown,0.000000,null,0.000000,0.408,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.408,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
29,2026-08-02T02:08:58.823+09:00,5.005,28,5.81,0,DRIVING,,0,1,1,0,0,0,0.151897,-1.561,4833,0,-0.273578,-0.273578,0,747,green,0,unknown,0.000000,null,0.000000,0.437,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.437,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
30,2026-08-02T02:08:58.994+09:00,5.176,29,5.81,0,DRIVING,,0,1,1,0,0,0,0.151907,-1.570,4845,0,-0.273564,-0.273564,0,748,green,0,unknown,0.000000,null,0.000000,0.352,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.352,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
31,2026-08-02T02:08:59.212+09:00,5.394,30,5.76,0,DRIVING,,0,1,1,0,0,0,0.151732,-1.570,4847,0,-0.272894,-0.272894,0,747,green,0,unknown,0.000000,null,0.000000,0.354,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.354,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
32,2026-08-02T02:08:59.353+09:00,5.535,31,5.80,0,DRIVING,,0,1,1,0,0,0,0.151901,-1.569,4847,0,-0.273570,-0.273570,0,747,green,0,unknown,0.000000,null,0.000000,0.492,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.492,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
33,2026-08-02T02:08:59.536+09:00,5.718,32,5.78,0,DRIVING,,0,1,1,0,0,0,0.151727,-1.571,4827,0,-0.272901,-0.272901,0,747,green,0,unknown,0.000000,null,0.000000,0.504,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.504,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
34,2026-08-02T02:08:59.698+09:00,5.880,33,5.79,0,DRIVING,,0,1,1,0,0,0,0.151898,-1.575,4840,0,-0.273576,-0.273576,0,747,green,0,unknown,0.000000,null,0.000000,0.311,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.311,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
35,2026-08-02T02:08:59.837+09:00,6.017,34,5.83,0,DRIVING,,0,1,1,0,0,0,0.151907,-1.515,4823,0,-0.273562,-0.273562,0,747,green,0,unknown,0.000000,null,0.000000,0.263,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.263,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
36,2026-08-02T02:08:59.954+09:00,6.136,35,5.88,0,DRIVING,,0,1,1,0,0,0,0.151732,-1.531,4827,0,-0.272893,-0.272893,0,746,green,0,unknown,0.000000,null,0.000000,0.219,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.219,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
37,2026-08-02T02:09:00.131+09:00,6.314,36,5.87,0,DRIVING,,0,1,1,0,0,0,0.151719,-1.541,4828,0,-0.272913,-0.272913,0,746,green,0,unknown,0.000000,null,0.000000,0.260,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.260,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
38,2026-08-02T02:09:00.370+09:00,6.553,37,5.81,0,DRIVING,,0,1,1,0,0,0,0.151709,-1.550,4827,0,-0.272932,-0.272932,0,747,green,0,unknown,0.000000,null,0.000000,0.379,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.379,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
39,2026-08-02T02:09:00.577+09:00,6.758,38,5.78,0,DRIVING,,0,1,1,0,0,0,0.151884,-1.552,4822,0,-0.273605,-0.273605,0,747,green,0,unknown,0.000000,null,0.000000,0.408,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.408,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
40,2026-08-02T02:09:00.776+09:00,6.958,39,5.76,0,DRIVING,,0,1,1,0,0,0,0.151897,-1.562,4833,0,-0.273587,-0.273587,0,747,green,0,unknown,0.000000,null,0.000000,0.371,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.371,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
41,2026-08-02T02:09:00.979+09:00,7.161,40,5.74,0,DRIVING,,0,1,1,0,0,0,0.151906,-1.569,4833,0,-0.273570,-0.273570,0,747,green,0,unknown,0.000000,null,0.000000,0.572,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.572,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
42,2026-08-02T02:09:01.170+09:00,7.353,41,5.72,0,DRIVING,,0,1,1,0,0,0,0.151914,-1.569,4828,0,-0.273554,-0.273554,0,747,green,0,unknown,0.000000,null,0.000000,0.558,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.558,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
43,2026-08-02T02:09:01.393+09:00,7.575,42,5.69,0,DRIVING,,0,1,1,0,0,0,0.151737,-1.570,4840,0,-0.272885,-0.272885,0,747,green,0,unknown,0.000000,null,0.000000,0.579,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.579,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
44,2026-08-02T02:09:01.543+09:00,7.726,43,5.70,0,DRIVING,,0,1,1,0,0,0,0.151723,-1.567,4822,0,-0.272906,-0.272906,0,747,green,0,unknown,0.000000,null,0.000000,0.527,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.527,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
45,2026-08-02T02:09:01.711+09:00,7.893,44,5.71,0,DRIVING,,0,1,1,0,0,0,0.151894,-1.566,4834,0,-0.273582,-0.273582,0,747,green,0,unknown,0.000000,null,0.000000,0.504,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.504,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
46,2026-08-02T02:09:01.849+09:00,8.030,45,5.74,0,DRIVING,,0,1,1,0,0,0,0.151904,-1.569,4827,0,-0.273567,-0.273567,0,746,green,0,unknown,0.000000,null,0.000000,0.419,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.419,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
