frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,traffic_mission_enabled,signal_stop_latched,avoidance_blocked_by_signal,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,steering_pot,traffic_signal,traffic_result_age_s,traffic_model_fault,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
322,2026-08-02T02:42:50.860+09:00,37.804,321,8.07,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7736,0,0.000000,0.000000,0,746,green,0.112,,0,unknown,0.000000,null,0.000000,0.296,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
323,2026-08-02T02:42:50.967+09:00,37.912,322,8.05,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7736,0,0.000000,0.000000,0,746,green,0.204,,0,unknown,0.000000,null,0.000000,0.402,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
324,2026-08-02T02:42:51.054+09:00,37.998,323,8.23,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7740,0,0.000000,0.000000,0,746,green,0.203,,0,unknown,0.000000,null,0.000000,0.250,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
325,2026-08-02T02:42:51.157+09:00,38.101,324,8.21,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7750,0,0.000000,0.000000,0,746,green,0.198,,0,unknown,0.000000,null,0.000000,0.351,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
326,2026-08-02T02:42:51.316+09:00,38.261,325,8.16,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7740,0,0.000000,0.000000,0,745,green,0.193,,0,unknown,0.000000,null,0.000000,0.419,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
327,2026-08-02T02:42:51.403+09:00,38.347,326,8.29,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7740,0,0.000000,0.000000,0,745,green,0.266,,0,unknown,0.000000,null,0.000000,0.312,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
328,2026-08-02T02:42:51.539+09:00,38.484,327,8.19,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7746,0,0.000000,0.000000,0,746,green,0.352,,0,unknown,0.000000,null,0.000000,0.448,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
329,2026-08-02T02:42:51.627+09:00,38.571,328,8.37,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7750,0,0.000000,0.000000,0,747,green,0.386,,0,unknown,0.000000,null,0.000000,0.274,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
330,2026-08-02T02:42:51.774+09:00,38.718,329,8.40,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7736,0,0.000000,0.000000,0,746,green,0.229,,0,unknown,0.000000,null,0.000000,0.335,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
331,2026-08-02T02:42:51.940+09:00,38.884,330,8.22,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7740,0,0.000000,0.000000,0,746,green,0.240,,0,unknown,0.000000,null,0.000000,0.501,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
332,2026-08-02T02:42:52.027+09:00,38.970,331,8.32,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7750,0,0.000000,0.000000,0,745,green,0.317,,0,unknown,0.000000,null,0.000000,0.360,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
333,2026-08-02T02:42:52.195+09:00,39.139,332,8.13,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7740,0,0.000000,0.000000,0,746,green,0.403,,0,unknown,0.000000,null,0.000000,0.532,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
334,2026-08-02T02:42:52.293+09:00,39.237,333,8.22,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7740,0,0.000000,0.000000,0,745,green,0.172,,0,unknown,0.000000,null,0.000000,0.316,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
335,2026-08-02T02:42:52.394+09:00,39.338,334,8.36,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7736,0,0.000000,0.000000,0,745,green,0.269,,0,unknown,0.000000,null,0.000000,0.416,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
336,2026-08-02T02:42:52.580+09:00,39.524,335,8.13,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7740,0,0.000000,0.000000,0,745,green,0.202,,0,unknown,0.000000,null,0.000000,0.517,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
337,2026-08-02T02:42:52.710+09:00,39.645,336,8.07,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7742,0,0.000000,0.000000,0,745,green,0.191,,0,unknown,0.000000,null,0.000000,0.372,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
338,2026-08-02T02:42:52.805+09:00,39.749,337,8.02,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7736,0,0.000000,0.000000,0,745,green,0.134,,0,unknown,0.000000,null,0.000000,0.376,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
339,2026-08-02T02:42:52.933+09:00,39.876,338,8.16,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7736,0,0.000000,0.000000,0,745,green,0.227,,0,unknown,0.000000,null,0.000000,0.502,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
340,2026-08-02T02:42:53.072+09:00,40.016,339,8.07,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7736,0,0.000000,0.000000,0,744,green,0.227,,0,unknown,0.000000,null,0.000000,0.324,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
341,2026-08-02T02:42:53.241+09:00,40.185,340,7.97,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7767,0,0.000000,0.000000,0,743,green,0.270,,0,unknown,0.000000,null,0.000000,0.495,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
342,2026-08-02T02:42:53.366+09:00,40.310,341,7.97,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7756,0,0.000000,0.000000,0,743,green,0.174,,0,unknown,0.000000,null,0.000000,0.397,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
343,2026-08-02T02:42:53.460+09:00,40.404,342,7.97,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7772,0,0.000000,0.000000,0,745,green,0.130,,0,unknown,0.000000,null,0.000000,0.353,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
344,2026-08-02T02:42:53.591+09:00,40.535,343,8.12,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7784,0,0.000000,0.000000,0,744,green,0.222,,0,unknown,0.000000,null,0.000000,0.485,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
345,2026-08-02T02:42:53.727+09:00,40.671,344,8.12,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7765,0,0.000000,0.000000,0,751,green,0.228,,0,unknown,0.000000,null,0.000000,0.325,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
346,2026-08-02T02:42:53.818+09:00,40.762,345,8.12,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7752,0,0.000000,0.000000,0,751,green,0.272,,0,unknown,0.000000,null,0.000000,0.323,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
347,2026-08-02T02:42:53.987+09:00,40.932,346,7.97,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7783,0,0.000000,0.000000,0,751,green,0.231,,0,unknown,0.000000,null,0.000000,0.492,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
348,2026-08-02T02:42:54.073+09:00,41.018,347,8.13,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7758,0,0.000000,0.000000,0,751,green,0.266,,0,unknown,0.000000,null,0.000000,0.311,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
349,2026-08-02T02:42:54.197+09:00,41.141,348,8.17,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7755,0,0.000000,0.000000,0,751,green,0.374,,0,unknown,0.000000,null,0.000000,0.343,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
350,2026-08-02T02:42:54.316+09:00,41.261,349,8.21,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7763,0,0.000000,0.000000,0,751,green,0.383,,0,unknown,0.000000,null,0.000000,0.463,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
351,2026-08-02T02:42:54.409+09:00,41.352,350,8.24,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7756,0,0.000000,0.000000,0,751,green,0.222,,0,unknown,0.000000,null,0.000000,0.276,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
352,2026-08-02T02:42:54.545+09:00,41.490,351,8.14,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7756,0,0.000000,0.000000,0,751,green,0.215,,0,unknown,0.000000,null,0.000000,0.412,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
353,2026-08-02T02:42:54.700+09:00,41.644,352,8.04,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7753,0,0.000000,0.000000,0,751,green,0.233,,0,unknown,0.000000,null,0.000000,0.348,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
