frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,traffic_mission_enabled,signal_stop_latched,avoidance_blocked_by_signal,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,steering_pot,traffic_signal,traffic_result_age_s,traffic_model_fault,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
273,2026-08-02T02:42:44.865+09:00,31.810,272,8.75,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,0,0,0.000000,0.000000,0,747,unknown,0.200,,0,unknown,0.000000,null,0.000000,0.372,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
274,2026-08-02T02:42:44.941+09:00,31.886,273,8.80,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,0,0,0.000000,0.000000,0,739,unknown,0.211,,0,unknown,0.000000,null,0.000000,0.252,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
275,2026-08-02T02:42:45.109+09:00,32.054,274,8.71,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,0,0,0.000000,0.000000,0,741,unknown,0.207,,0,unknown,0.000000,null,0.000000,0.420,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
276,2026-08-02T02:42:45.184+09:00,32.129,275,8.74,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,0,0,0.000000,0.000000,0,741,unknown,0.248,,0,unknown,0.000000,null,0.000000,0.413,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
277,2026-08-02T02:42:45.342+09:00,32.287,276,8.75,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,0,0,0.000000,0.000000,0,751,unknown,0.331,,0,unknown,0.000000,null,0.000000,0.571,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
278,2026-08-02T02:42:45.470+09:00,32.414,277,8.64,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,0,0,0.000000,0.000000,0,741,unknown,0.402,,0,unknown,0.000000,null,0.000000,0.328,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
279,2026-08-02T02:42:45.558+09:00,32.504,278,8.67,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,0,0,0.000000,0.000000,0,755,unknown,0.281,,0,unknown,0.000000,null,0.000000,0.334,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
280,2026-08-02T02:42:45.655+09:00,32.600,279,8.80,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,2910,0,0.000000,0.000000,0,747,unknown,0.222,,0,unknown,0.000000,null,0.000000,0.429,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
281,2026-08-02T02:42:45.746+09:00,32.692,280,8.79,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,3173,0,0.000000,0.000000,0,744,green,0.188,,0,unknown,0.000000,null,0.000000,0.243,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
282,2026-08-02T02:42:45.901+09:00,32.846,281,8.89,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,4905,0,0.000000,0.000000,0,747,unknown,0.193,,0,unknown,0.000000,null,0.000000,0.398,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
283,2026-08-02T02:42:45.980+09:00,32.924,282,8.99,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7245,0,0.000000,0.000000,0,745,green,0.247,,0,unknown,0.000000,null,0.000000,0.291,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
284,2026-08-02T02:42:46.106+09:00,33.051,283,8.89,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,8557,0,0.000000,0.000000,0,743,green,0.361,,0,unknown,0.000000,null,0.000000,0.324,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
285,2026-08-02T02:42:46.310+09:00,33.255,284,8.69,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,8867,0,0.000000,0.000000,0,748,green,0.360,,0,unknown,0.000000,null,0.000000,0.528,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
286,2026-08-02T02:42:46.429+09:00,33.373,285,8.68,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,8815,0,0.000000,0.000000,0,750,green,0.300,,0,unknown,0.000000,null,0.000000,0.381,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
287,2026-08-02T02:42:46.523+09:00,33.468,286,8.67,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,8543,0,0.000000,0.000000,0,750,unknown,0.327,,0,unknown,0.000000,null,0.000000,0.384,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
288,2026-08-02T02:42:46.668+09:00,33.613,287,8.50,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,8540,0,0.000000,0.000000,0,750,green,0.216,,0,unknown,0.000000,null,0.000000,0.528,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
289,2026-08-02T02:42:46.794+09:00,33.739,288,8.59,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,8442,0,0.000000,0.000000,0,750,green,0.241,,0,unknown,0.000000,null,0.000000,0.330,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
290,2026-08-02T02:42:46.889+09:00,33.834,289,8.55,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,8440,0,0.000000,0.000000,0,751,green,0.273,,0,unknown,0.000000,null,0.000000,0.331,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
291,2026-08-02T02:42:47.054+09:00,33.998,290,8.51,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,8440,0,0.000000,0.000000,0,751,green,0.225,,0,unknown,0.000000,null,0.000000,0.494,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
292,2026-08-02T02:42:47.142+09:00,34.086,291,8.78,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,8481,2,0.000000,0.000000,0,751,green,0.262,,0,unknown,0.000000,null,0.000000,0.311,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
293,2026-08-02T02:42:47.240+09:00,34.185,292,8.72,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,8127,0,0.000000,0.000000,0,751,green,0.352,,0,unknown,0.000000,null,0.000000,0.411,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
294,2026-08-02T02:42:47.409+09:00,34.353,293,8.63,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,8003,0,0.000000,0.000000,0,751,green,0.354,,0,unknown,0.000000,null,0.000000,0.484,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
295,2026-08-02T02:42:47.501+09:00,34.445,294,8.59,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7989,0,0.000000,0.000000,0,751,green,0.272,,0,unknown,0.000000,null,0.000000,0.324,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
296,2026-08-02T02:42:47.643+09:00,34.587,295,8.48,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7848,0,0.000000,0.000000,0,747,green,0.264,,0,unknown,0.000000,null,0.000000,0.464,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
297,2026-08-02T02:42:47.783+09:00,34.727,296,8.41,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7829,0,0.000000,0.000000,0,749,green,0.236,,0,unknown,0.000000,null,0.000000,0.337,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
298,2026-08-02T02:42:47.874+09:00,34.819,297,8.43,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,8019,0,0.000000,0.000000,0,748,green,0.286,,0,unknown,0.000000,null,0.000000,0.339,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
299,2026-08-02T02:42:48.045+09:00,34.989,298,8.38,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7716,0,0.000000,0.000000,0,749,green,0.243,,0,unknown,0.000000,null,0.000000,0.509,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
300,2026-08-02T02:42:48.201+09:00,35.146,299,8.21,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7736,0,0.000000,0.000000,0,749,green,0.265,,0,unknown,0.000000,null,0.000000,0.383,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
301,2026-08-02T02:42:48.293+09:00,35.237,300,8.26,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7773,0,0.000000,0.000000,0,749,green,0.324,,0,unknown,0.000000,null,0.000000,0.374,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
302,2026-08-02T02:42:48.418+09:00,35.362,301,8.16,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7777,0,0.000000,0.000000,0,748,green,0.415,,0,unknown,0.000000,null,0.000000,0.502,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
303,2026-08-02T02:42:48.505+09:00,35.449,302,8.24,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7769,0,0.000000,0.000000,0,748,green,0.378,,0,unknown,0.000000,null,0.000000,0.269,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
304,2026-08-02T02:42:48.642+09:00,35.585,303,8.12,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7739,0,0.000000,0.000000,0,749,green,0.215,,0,unknown,0.000000,null,0.000000,0.403,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
305,2026-08-02T02:42:48.802+09:00,35.747,304,8.13,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7749,0,0.000000,0.000000,0,748,green,0.226,,0,unknown,0.000000,null,0.000000,0.474,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
306,2026-08-02T02:42:48.889+09:00,35.833,305,8.11,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7756,0,0.000000,0.000000,0,747,green,0.302,,0,unknown,0.000000,null,0.000000,0.348,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
307,2026-08-02T02:42:48.983+09:00,35.928,306,8.25,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7739,0,0.000000,0.000000,0,752,green,0.252,,0,unknown,0.000000,null,0.000000,0.442,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
308,2026-08-02T02:42:49.067+09:00,36.011,307,8.35,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7731,0,0.000000,0.000000,0,751,green,0.185,,0,unknown,0.000000,null,0.000000,0.228,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
309,2026-08-02T02:42:49.254+09:00,36.199,308,8.13,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7718,0,0.000000,0.000000,0,748,green,0.282,,0,unknown,0.000000,null,0.000000,0.330,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
310,2026-08-02T02:42:49.353+09:00,36.297,309,8.12,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7742,0,0.000000,0.000000,0,745,green,0.177,,0,unknown,0.000000,null,0.000000,0.428,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
311,2026-08-02T02:42:49.475+09:00,36.419,310,8.05,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7725,0,0.000000,0.000000,0,749,green,0.276,,0,unknown,0.000000,null,0.000000,0.359,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
312,2026-08-02T02:42:49.605+09:00,36.549,311,8.11,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7721,0,0.000000,0.000000,0,747,green,0.226,,0,unknown,0.000000,null,0.000000,0.488,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
313,2026-08-02T02:42:49.696+09:00,36.639,312,8.08,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7753,0,0.000000,0.000000,0,746,green,0.256,,0,unknown,0.000000,null,0.000000,0.306,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
314,2026-08-02T02:42:49.895+09:00,36.839,313,7.92,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7839,0,0.000000,0.000000,0,747,green,0.227,,0,unknown,0.000000,null,0.000000,0.386,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
315,2026-08-02T02:42:50.034+09:00,36.978,314,8.06,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7760,0,0.000000,0.000000,0,747,green,0.295,,0,unknown,0.000000,null,0.000000,0.523,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
316,2026-08-02T02:42:50.126+09:00,37.070,315,8.12,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7751,0,0.000000,0.000000,0,746,green,0.341,,0,unknown,0.000000,null,0.000000,0.392,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
317,2026-08-02T02:42:50.224+09:00,37.168,316,8.11,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7744,0,0.000000,0.000000,0,747,green,0.433,,0,unknown,0.000000,null,0.000000,0.492,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
318,2026-08-02T02:42:50.383+09:00,37.328,317,8.08,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7750,0,0.000000,0.000000,0,748,green,0.332,,0,unknown,0.000000,null,0.000000,0.315,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
319,2026-08-02T02:42:50.528+09:00,37.472,318,8.04,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7737,0,0.000000,0.000000,0,748,green,0.164,,0,unknown,0.000000,null,0.000000,0.366,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
320,2026-08-02T02:42:50.662+09:00,37.607,319,7.95,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7754,0,0.000000,0.000000,0,747,green,0.149,,0,unknown,0.000000,null,0.000000,0.243,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
321,2026-08-02T02:42:50.769+09:00,37.713,320,8.08,0,AVOIDING_OBSTACLE,,0,0,1,0,0,0,,1.522,7746,0,0.000000,0.000000,0,747,green,0.138,,0,unknown,0.000000,null,0.000000,0.349,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}",{},,1,0,1,0,,maneuver-locked,CHANGING_PAUSED,right,left,right,0
