frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,traffic_mission_enabled,signal_stop_latched,avoidance_blocked_by_signal,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,recovery_ramp_active,recovery_ramp_elapsed_s,recovery_ramp_pwm,steering_pot,traffic_signal,traffic_result_age_s,traffic_model_fault,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_roi_normalized,car_roi_pixels,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
11,2026-08-02T03:37:30.189+09:00,3.590,10,3.03,0,DRIVING,,0,1,1,0,0,1,0.009330,3.082,5119,0,-0.016739,-0.016739,0,0,0.000,255,740,green,0.317,,0,unknown,0.000000,null,0.000000,0.319,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 124, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 124}",124,1,1,0,0,0.319,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
12,2026-08-02T03:37:30.829+09:00,4.231,11,2.80,0,DRIVING,,0,1,1,0,0,1,0.009330,3.081,5138,0,-0.016756,-0.016756,0,0,0.000,255,740,unknown,0.762,,0,unknown,0.000000,null,0.000000,0.204,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 125, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 125}",125,1,1,0,0,0.204,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
13,2026-08-02T03:37:31.158+09:00,4.558,12,2.82,0,DRIVING,,0,1,1,0,0,1,0.009330,3.080,5144,0,-0.016767,-0.016767,0,0,0.000,255,740,green,0.283,,0,unknown,0.000000,null,0.000000,0.257,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 125, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 125}",125,1,1,0,0,0.257,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
14,2026-08-02T03:37:31.495+09:00,4.895,13,2.83,0,DRIVING,,0,1,1,0,0,1,0.009330,3.078,5140,0,-0.016776,-0.016776,0,0,0.000,255,740,green,0.337,,0,unknown,0.000000,null,0.000000,0.267,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 125, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 125}",125,1,1,0,0,0.267,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
15,2026-08-02T03:37:31.859+09:00,5.258,14,2.82,0,DRIVING,,0,1,1,0,0,1,0.009330,3.077,5140,0,-0.016781,-0.016781,0,0,0.000,255,740,green,0.347,,0,unknown,0.000000,null,0.000000,0.289,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 124, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 124}",124,1,1,0,0,0.289,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
16,2026-08-02T03:37:33.330+09:00,6.728,15,2.33,0,DRIVING,,0,1,1,0,0,1,0.009330,3.077,5138,0,-0.016785,-0.016785,0,0,0.000,255,740,unknown,1.448,,0,unknown,0.000000,null,0.000000,1.760,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 125, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 125}",125,1,1,0,0,1.760,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
17,2026-08-02T03:37:33.619+09:00,7.020,16,2.38,0,DRIVING,,0,1,1,0,0,1,0.009330,3.077,5129,0,-0.016788,-0.016788,0,0,0.000,255,739,green,0.404,,0,unknown,0.000000,null,0.000000,0.616,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 100, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 100}",100,1,1,0,0,0.616,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
18,2026-08-02T03:37:33.973+09:00,7.374,17,2.40,0,DRIVING,,0,1,1,0,0,1,0.009330,3.076,5140,0,-0.016790,-0.016790,0,0,0.000,255,739,green,0.294,,0,unknown,0.000000,null,0.000000,0.284,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 125, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 125}",125,1,1,0,0,0.284,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
19,2026-08-02T03:37:36.439+09:00,9.841,18,1.89,0,DRIVING,,0,1,1,0,0,1,0.009330,3.075,5140,0,-0.016791,-0.016791,0,0,0.000,255,740,unknown,2.535,,0,unknown,0.000000,null,0.000000,0.228,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 125, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 125}",125,1,1,0,0,0.228,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
20,2026-08-02T03:37:36.775+09:00,10.175,19,1.92,0,DRIVING,,0,1,1,0,0,1,0.009330,3.077,5127,0,-0.016792,-0.016792,0,0,0.000,255,740,green,0.303,,0,unknown,0.000000,null,0.000000,0.267,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 124, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 124}",124,1,1,0,0,0.267,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
21,2026-08-02T03:37:37.010+09:00,10.411,20,1.98,0,DRIVING,,0,1,1,0,0,1,0.009330,3.079,5147,0,-0.016793,-0.016793,0,0,0.000,255,739,green,0.339,,0,unknown,0.000000,null,0.000000,0.172,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 124, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 124}",124,1,1,0,0,0.172,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
22,2026-08-02T03:37:37.304+09:00,10.705,21,2.02,0,DRIVING,,0,1,1,0,0,1,0.009330,3.077,5140,0,-0.016794,-0.016794,0,0,0.000,255,740,green,0.244,,0,unknown,0.000000,null,0.000000,0.226,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 125, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 125}",125,1,1,0,0,0.226,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
23,2026-08-02T03:37:37.524+09:00,10.926,22,2.07,0,DRIVING,,0,1,1,0,0,1,0.009330,3.076,5140,0,-0.016794,-0.016794,0,0,0.000,255,739,green,0.295,,0,unknown,0.000000,null,0.000000,0.158,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 125, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 125}",125,1,1,0,0,0.158,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
24,2026-08-02T03:37:37.881+09:00,11.283,23,2.09,0,DRIVING,,0,1,1,0,0,1,0.009330,3.075,5140,0,-0.016794,-0.016794,0,0,0.000,255,740,green,0.230,,0,unknown,0.000000,null,0.000000,0.515,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 125, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 125}",125,1,1,0,0,0.515,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
25,2026-08-02T03:37:39.290+09:00,12.691,24,1.94,0,DRIVING,,0,1,1,0,0,1,0.009330,3.075,5138,0,-0.016794,-0.016794,0,0,0.000,255,739,unknown,1.442,,0,unknown,0.000000,null,0.000000,0.272,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 125, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 125}",125,1,1,0,0,0.272,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
26,2026-08-02T03:37:39.631+09:00,13.031,25,1.96,0,DRIVING,,0,1,1,0,0,1,0.009330,3.075,5138,0,-0.016794,-0.016794,0,0,0.000,255,740,green,0.346,,0,unknown,0.000000,null,0.000000,0.275,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 125, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 125}",125,1,1,0,0,0.275,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
27,2026-08-02T03:37:39.956+09:00,13.356,26,1.99,0,DRIVING,,0,1,1,0,0,1,0.009330,3.074,5140,0,-0.016794,-0.016794,0,0,0.000,255,739,green,0.348,,0,unknown,0.000000,null,0.000000,0.258,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 125, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 125}",125,1,1,0,0,0.258,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
28,2026-08-02T03:37:40.332+09:00,13.732,27,2.01,0,DRIVING,,0,1,1,0,0,1,0.009330,3.078,5119,0,-0.016795,-0.016795,0,0,0.000,255,740,green,0.337,,0,unknown,0.000000,null,0.000000,0.306,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 125, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 125}",125,1,1,0,0,0.306,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
29,2026-08-02T03:37:40.646+09:00,14.049,28,2.04,0,DRIVING,,0,1,1,0,0,1,0.009330,3.077,5140,0,-0.016795,-0.016795,0,0,0.000,255,740,green,0.387,,0,unknown,0.000000,null,0.000000,0.244,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 124, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 124}",124,1,1,0,0,0.244,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
30,2026-08-02T03:37:40.899+09:00,14.301,29,2.07,0,DRIVING,,0,1,1,0,0,1,0.009330,3.077,5136,0,-0.016795,-0.016795,0,0,0.000,255,739,green,0.322,,0,unknown,0.000000,null,0.000000,0.187,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 124, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 124}",124,1,1,0,0,0.187,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
31,2026-08-02T03:37:41.303+09:00,14.703,30,2.08,0,DRIVING,,0,1,1,0,0,1,0.009330,3.076,5140,0,-0.016795,-0.016795,0,0,0.000,255,740,green,0.267,,0,unknown,0.000000,null,0.000000,0.328,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 124, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 124}",124,1,1,0,0,0.328,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
32,2026-08-02T03:37:41.621+09:00,15.021,31,2.07,0,DRIVING,,0,1,1,0,0,1,0.009330,3.075,5140,0,-0.016795,-0.016795,0,0,0.000,255,739,green,0.405,,0,unknown,0.000000,null,0.000000,0.249,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 125, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 125}",125,1,1,0,0,0.249,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
33,2026-08-02T03:37:41.820+09:00,15.222,32,2.08,0,DRIVING,,0,1,1,0,0,1,0.009330,3.075,5138,0,-0.016795,-0.016795,0,0,0.000,255,739,green,0.323,,0,unknown,0.000000,null,0.000000,0.450,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 125, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 125}",125,1,1,0,0,0.450,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
34,2026-08-02T03:37:42.141+09:00,15.542,33,2.08,0,DRIVING,,0,1,1,0,0,1,0.009330,3.078,5130,0,-0.016795,-0.016795,0,0,0.000,255,740,green,0.211,,0,unknown,0.000000,null,0.000000,0.256,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 124, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 124}",124,1,1,0,0,0.256,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
35,2026-08-02T03:37:42.461+09:00,15.865,34,2.08,0,DRIVING,,0,1,1,0,0,1,0.009330,3.079,5125,0,-0.016795,-0.016795,0,0,0.000,255,740,green,0.331,,0,unknown,0.000000,null,0.000000,0.259,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 124, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 124}",124,1,1,0,0,0.259,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
36,2026-08-02T03:37:42.865+09:00,16.268,35,2.08,0,DRIVING,,0,1,1,0,0,1,0.009330,3.079,5138,0,-0.016795,-0.016795,0,0,0.000,255,740,green,0.327,,0,unknown,0.000000,null,0.000000,0.339,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 124, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 124}",124,1,1,0,0,0.339,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
37,2026-08-02T03:37:43.263+09:00,16.661,36,2.06,0,DRIVING,,0,1,1,0,0,1,0.009330,3.079,5129,0,-0.016795,-0.016795,0,0,0.000,255,739,green,0.410,,0,unknown,0.000000,null,0.000000,0.330,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 124, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 124}",124,1,1,0,0,0.330,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
38,2026-08-02T03:37:43.632+09:00,17.036,37,2.05,0,DRIVING,,0,1,1,0,0,1,0.009330,3.082,5117,0,-0.016795,-0.016795,0,0,0.000,255,740,green,0.408,,0,unknown,0.000000,null,0.000000,0.307,"[0.2, 0.41, 0.8, 1.0]","[256, 295, 1024, 720]",,"{""0"": 250, ""1"": 124, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 124}",124,1,1,0,0,0.307,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
