frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,traffic_mission_enabled,signal_stop_latched,avoidance_blocked_by_signal,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,recovery_ramp_active,recovery_ramp_elapsed_s,recovery_ramp_pwm,steering_pot,traffic_signal,traffic_result_age_s,traffic_model_fault,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
11,2026-08-02T02:53:20.909+09:00,1.239,10,9.05,0,DRIVING,,0,1,1,0,0,0,-0.018075,0.944,7702,0,0.033458,0.033458,0,0,0.000,255,748,green,0.219,,0,unknown,0.000000,null,0.000000,0.271,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.271,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
12,2026-08-02T02:53:21.013+09:00,1.344,11,9.10,0,DRIVING,,0,1,1,0,0,0,-0.017870,0.951,7745,0,0.032441,0.032441,0,0,0.000,255,748,green,0.313,,0,unknown,0.000000,null,0.000000,0.160,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.160,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
13,2026-08-02T02:53:21.164+09:00,1.496,12,8.81,0,DRIVING,,0,1,1,0,0,0,-0.017884,0.956,7745,0,0.032408,0.032408,0,0,0.000,255,747,green,0.316,,0,unknown,0.000000,null,0.000000,0.312,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.312,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
14,2026-08-02T02:53:21.330+09:00,1.662,13,8.50,0,DRIVING,,0,1,1,0,0,0,-0.017896,0.960,7745,0,0.032386,0.032386,0,0,0.000,255,748,green,0.257,,0,unknown,0.000000,null,0.000000,0.387,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.387,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
15,2026-08-02T02:53:21.444+09:00,1.775,14,8.52,0,DRIVING,,0,1,1,0,0,0,-0.018136,0.954,7706,0,0.033200,0.033200,0,0,0.000,255,748,green,0.320,,0,unknown,0.000000,null,0.000000,0.399,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.399,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
16,2026-08-02T02:53:21.526+09:00,1.857,15,8.70,0,DRIVING,,0,1,1,0,0,0,-0.018147,0.951,7702,0,0.033073,0.033073,0,0,0.000,255,748,green,0.283,,0,unknown,0.000000,null,0.000000,0.329,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.329,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
17,2026-08-02T02:53:21.643+09:00,1.976,16,8.68,0,DRIVING,,0,1,1,0,0,0,-0.018184,0.949,7702,0,0.033083,0.033083,0,0,0.000,255,748,green,0.365,,0,unknown,0.000000,null,0.000000,0.447,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.447,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
18,2026-08-02T02:53:21.806+09:00,2.138,17,8.48,0,DRIVING,,0,1,1,0,0,0,-0.018183,0.946,7706,0,0.032974,0.032974,0,0,0.000,255,748,green,0.316,,0,unknown,0.000000,null,0.000000,0.329,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.329,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
19,2026-08-02T02:53:21.890+09:00,2.221,18,8.62,0,DRIVING,,0,1,1,0,0,0,-0.018209,0.946,7702,0,0.032996,0.032996,0,0,0.000,255,749,green,0.283,,0,unknown,0.000000,null,0.000000,0.330,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.330,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
20,2026-08-02T02:53:21.978+09:00,2.309,19,8.73,0,DRIVING,,0,1,1,0,0,0,-0.018229,0.945,7702,0,0.033002,0.033002,0,0,0.000,255,748,green,0.251,,0,unknown,0.000000,null,0.000000,0.300,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.300,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
21,2026-08-02T02:53:22.072+09:00,2.403,20,8.81,0,DRIVING,,0,1,1,0,0,0,-0.017985,0.953,7753,0,0.032067,0.032067,0,0,0.000,255,748,green,0.174,,0,unknown,0.000000,null,0.000000,0.395,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.395,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
22,2026-08-02T02:53:22.191+09:00,2.522,21,8.79,0,DRIVING,,0,1,1,0,0,0,-0.017970,0.961,7760,0,0.032105,0.032105,0,0,0.000,255,748,green,0.269,,0,unknown,0.000000,null,0.000000,0.266,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.266,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
23,2026-08-02T02:53:22.335+09:00,2.666,22,8.68,0,DRIVING,,0,1,1,0,0,0,-0.017961,0.959,7739,0,0.032142,0.032142,0,0,0.000,255,748,green,0.304,,0,unknown,0.000000,null,0.000000,0.324,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.324,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
24,2026-08-02T02:53:22.496+09:00,2.828,23,8.53,0,DRIVING,,0,1,1,0,0,0,-0.018183,0.954,7706,0,0.033000,0.033000,0,0,0.000,255,748,green,0.265,,0,unknown,0.000000,null,0.000000,0.391,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.391,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
25,2026-08-02T02:53:22.578+09:00,2.909,24,8.65,0,DRIVING,,0,1,1,0,0,0,-0.018210,0.949,7711,0,0.033014,0.033014,0,0,0.000,255,748,green,0.309,,0,unknown,0.000000,null,0.000000,0.354,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.354,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
26,2026-08-02T02:53:22.669+09:00,3.001,25,8.72,0,DRIVING,,0,1,1,0,0,0,-0.018230,0.955,7753,0,0.033015,0.033015,0,0,0.000,255,748,green,0.392,,0,unknown,0.000000,null,0.000000,0.300,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.300,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
27,2026-08-02T02:53:22.833+09:00,3.166,26,8.57,0,DRIVING,,0,1,1,0,0,0,-0.017986,0.959,7745,0,0.032076,0.032076,0,0,0.000,255,748,green,0.338,,0,unknown,0.000000,null,0.000000,0.466,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.466,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
28,2026-08-02T02:53:22.922+09:00,3.253,27,8.65,0,DRIVING,,0,1,1,0,0,0,-0.018229,0.955,7702,0,0.033043,0.033043,0,0,0.000,255,748,green,0.259,,0,unknown,0.000000,null,0.000000,0.310,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.310,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
29,2026-08-02T02:53:23.015+09:00,3.346,28,8.71,0,DRIVING,,0,1,1,0,0,0,-0.018246,0.955,7710,0,0.033033,0.033033,0,0,0.000,255,748,green,0.257,,0,unknown,0.000000,null,0.000000,0.314,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.314,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
30,2026-08-02T02:53:23.180+09:00,3.512,29,8.58,0,DRIVING,,0,1,1,0,0,0,-0.018231,0.952,7702,0,0.032922,0.032922,0,0,0.000,255,748,green,0.187,,0,unknown,0.000000,null,0.000000,0.227,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.227,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
31,2026-08-02T02:53:23.290+09:00,3.622,30,8.60,0,DRIVING,,0,1,1,0,0,0,-0.018477,0.950,7702,0,0.033776,0.033776,0,0,0.000,255,748,green,0.261,,0,unknown,0.000000,null,0.000000,0.335,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.335,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
32,2026-08-02T02:53:23.425+09:00,3.757,31,8.58,0,DRIVING,,0,1,1,0,0,0,-0.018262,0.948,7702,0,0.032847,0.032847,0,0,0.000,255,748,green,0.279,,0,unknown,0.000000,null,0.000000,0.377,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.377,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
33,2026-08-02T02:53:23.577+09:00,3.908,32,8.45,0,DRIVING,,0,1,1,0,0,0,-0.018269,0.946,7703,0,0.032879,0.032879,0,0,0.000,255,748,green,0.248,,0,unknown,0.000000,null,0.000000,0.362,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.362,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
34,2026-08-02T02:53:23.704+09:00,4.035,33,8.38,0,DRIVING,,0,1,1,0,0,0,-0.018274,0.945,7702,0,0.032899,0.032899,0,0,0.000,255,748,green,0.289,,0,unknown,0.000000,null,0.000000,0.245,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.245,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
35,2026-08-02T02:53:23.789+09:00,4.121,34,8.45,0,DRIVING,,0,1,1,0,0,0,-0.018278,0.945,7702,0,0.032911,0.032911,0,0,0.000,255,748,green,0.282,,0,unknown,0.000000,null,0.000000,0.179,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.179,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
36,2026-08-02T02:53:23.921+09:00,4.253,35,8.37,0,DRIVING,,0,1,1,0,0,0,-0.018022,0.951,7745,0,0.031986,0.031986,0,0,0.000,255,748,green,0.367,,0,unknown,0.000000,null,0.000000,0.184,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.184,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
37,2026-08-02T02:53:24.060+09:00,4.391,36,8.32,0,DRIVING,,0,1,1,0,0,0,-0.018257,0.949,7702,0,0.032967,0.032967,0,0,0.000,255,748,green,0.134,,0,unknown,0.000000,null,0.000000,0.321,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.321,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
38,2026-08-02T02:53:24.147+09:00,4.477,37,8.46,0,DRIVING,,0,1,1,0,0,0,-0.018006,0.955,7745,0,0.032033,0.032033,0,0,0.000,255,748,green,0.142,,0,unknown,0.000000,null,0.000000,0.324,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.324,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
39,2026-08-02T02:53:24.258+09:00,4.590,38,8.43,0,DRIVING,,0,1,1,0,0,0,-0.018245,0.952,7702,0,0.033006,0.033006,0,0,0.000,255,748,green,0.112,,0,unknown,0.000000,null,0.000000,0.304,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.304,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
40,2026-08-02T02:53:24.384+09:00,4.716,39,8.40,0,DRIVING,,0,1,1,0,0,0,-0.018256,0.955,7738,0,0.032996,0.032996,0,0,0.000,255,749,green,0.207,,0,unknown,0.000000,null,0.000000,0.183,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.183,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
41,2026-08-02T02:53:24.552+09:00,4.883,40,8.23,0,DRIVING,,0,1,1,0,0,0,-0.018264,0.950,7706,0,0.032986,0.032986,0,0,0.000,255,748,green,0.220,,0,unknown,0.000000,null,0.000000,0.350,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.350,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
42,2026-08-02T02:53:24.675+09:00,5.006,41,8.19,0,DRIVING,,0,1,1,0,0,0,-0.018531,0.955,7710,0,0.033913,0.033913,0,0,0.000,255,748,green,0.292,,0,unknown,0.000000,null,0.000000,0.377,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.377,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
43,2026-08-02T02:53:24.828+09:00,5.160,42,8.19,0,DRIVING,,0,1,1,0,0,0,-0.018277,0.959,7745,0,0.032831,0.032831,0,0,0.000,255,749,green,0.293,,0,unknown,0.000000,null,0.000000,0.411,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.411,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
