frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,traffic_mission_enabled,signal_stop_latched,avoidance_blocked_by_signal,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,recovery_ramp_active,recovery_ramp_elapsed_s,recovery_ramp_pwm,steering_pot,traffic_signal,traffic_result_age_s,traffic_model_fault,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
1,2026-08-02T02:55:00.692+09:00,0.116,0,0.00,0,DRIVING,state:None->DRIVING;phase:None->KEEP_PAUSED,0,1,1,0,0,0,0.038335,1.873,7648,0,-0.069003,-0.069003,0,0,0.000,255,749,unknown,,,0,unknown,0.000000,null,0.000000,,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
2,2026-08-02T02:55:00.822+09:00,0.253,1,7.14,0,DRIVING,,0,1,1,0,0,0,0.033729,1.880,7884,0,-0.052421,-0.052421,0,0,0.000,255,750,green,0.162,,1,obstacle-car,0.694855,"[1005, 441, 1276, 674]",0.068200,0.242,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.242,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
3,2026-08-02T02:55:00.907+09:00,0.340,2,8.91,0,DRIVING,,0,1,1,0,0,0,0.033729,1.886,7884,0,-0.054908,-0.054908,0,0,0.000,255,749,green,0.119,,1,obstacle-car,0.696192,"[1005, 438, 1276, 715]",0.081325,0.168,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.168,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
4,2026-08-02T02:55:01.053+09:00,0.485,3,8.12,0,DRIVING,,0,1,1,0,0,0,0.033729,1.886,7884,0,-0.056650,-0.056650,0,0,0.000,255,749,green,0.205,,1,obstacle-car,0.696192,"[1005, 438, 1276, 715]",0.081325,0.313,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.313,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
5,2026-08-02T02:55:01.142+09:00,0.575,4,8.69,0,DRIVING,,0,1,1,0,0,0,0.033729,1.888,7875,0,-0.057868,-0.057868,0,0,0.000,255,749,green,0.147,,1,obstacle-car,0.666307,"[1005, 440, 1276, 699]",0.076063,0.288,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.288,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
6,2026-08-02T02:55:01.231+09:00,0.663,5,9.09,0,DRIVING,,0,1,1,0,0,0,0.033729,1.889,7875,0,-0.058721,-0.058721,0,0,0.000,255,749,green,0.237,,1,obstacle-car,0.636814,"[1005, 440, 1276, 706]",0.077941,0.291,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.291,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
7,2026-08-02T02:55:01.330+09:00,0.764,6,9.22,0,DRIVING,,0,1,1,0,0,0,0.033729,1.890,7875,0,-0.059319,-0.059319,0,0,0.000,255,750,green,0.182,,1,obstacle-car,0.664886,"[1005, 441, 1276, 692]",0.073859,0.158,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.158,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
8,2026-08-02T02:55:01.449+09:00,0.882,7,9.13,0,DRIVING,,0,1,1,0,0,0,0.033729,1.891,7875,0,-0.059737,-0.059737,0,0,0.000,255,749,green,0.191,,1,obstacle-car,0.664886,"[1005, 441, 1276, 692]",0.073859,0.274,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.274,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
9,2026-08-02T02:55:01.540+09:00,0.972,8,9.33,0,DRIVING,,0,1,1,0,0,0,0.033729,1.891,7875,0,-0.060029,-0.060029,0,0,0.000,255,749,green,0.222,,1,obstacle-car,0.665056,"[1005, 441, 1276, 700]",0.075954,0.277,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.277,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
10,2026-08-02T02:55:01.623+09:00,1.055,9,9.57,0,DRIVING,,0,1,1,0,0,0,0.033729,1.892,7875,0,-0.060234,-0.060234,0,0,0.000,255,750,green,0.212,,1,obstacle-car,0.677122,"[1005, 441, 1276, 699]",0.075632,0.259,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.259,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
11,2026-08-02T02:55:01.727+09:00,1.159,10,9.57,0,DRIVING,,0,1,1,0,0,0,0.033729,1.895,7884,0,-0.060378,-0.060378,0,0,0.000,255,749,green,0.295,,1,obstacle-car,0.679616,"[1005, 441, 1276, 693]",0.074046,0.153,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.153,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
12,2026-08-02T02:55:01.884+09:00,1.316,11,9.15,0,DRIVING,,0,1,1,0,0,0,0.033729,1.895,7893,0,-0.060478,-0.060478,0,0,0.000,255,750,green,0.282,,1,obstacle-car,0.679616,"[1005, 441, 1276, 693]",0.074046,0.311,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.311,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
13,2026-08-02T02:55:01.972+09:00,1.405,12,9.31,0,DRIVING,,0,1,1,0,0,0,0.033729,1.896,7893,0,-0.060548,-0.060548,0,0,0.000,255,750,green,0.264,,1,obstacle-car,0.664131,"[1005, 440, 1276, 695]",0.074859,0.316,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.316,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
14,2026-08-02T02:55:02.123+09:00,1.556,13,9.02,0,DRIVING,,0,1,1,0,0,0,0.033729,1.894,7884,0,-0.060597,-0.060597,0,0,0.000,255,749,green,0.248,,1,obstacle-car,0.676583,"[1005, 440, 1276, 697]",0.075365,0.363,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.363,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
15,2026-08-02T02:55:02.251+09:00,1.683,14,8.93,0,DRIVING,,0,1,1,0,0,0,0.033729,1.892,7884,0,-0.060632,-0.060632,0,0,0.000,255,749,green,0.242,,1,obstacle-car,0.673148,"[1005, 440, 1276, 700]",0.076326,0.243,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.243,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
16,2026-08-02T02:55:02.339+09:00,1.770,15,9.06,0,DRIVING,,0,1,1,0,0,0,0.033729,1.892,7875,0,-0.060656,-0.060656,0,0,0.000,255,749,green,0.281,,1,obstacle-car,0.690252,"[1005, 440, 1276, 700]",0.076320,0.182,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.182,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
17,2026-08-02T02:55:02.475+09:00,1.907,16,8.92,0,DRIVING,,0,1,1,0,0,0,0.033729,1.895,7884,0,-0.060673,-0.060673,0,0,0.000,255,749,green,0.368,,1,obstacle-car,0.662447,"[1005, 440, 1276, 704]",0.077438,0.191,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.191,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
18,2026-08-02T02:55:02.568+09:00,1.999,17,9.02,0,DRIVING,,0,1,1,0,0,0,0.033729,1.895,7893,0,-0.060685,-0.060685,0,0,0.000,255,749,green,0.355,,1,obstacle-car,0.662447,"[1005, 440, 1276, 704]",0.077438,0.282,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.282,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
19,2026-08-02T02:55:02.654+09:00,2.085,18,9.13,0,DRIVING,,0,1,1,0,0,0,0.033729,1.897,7884,0,-0.060693,-0.060693,0,0,0.000,255,750,green,0.234,,1,obstacle-car,0.680923,"[1005, 440, 1276, 699]",0.075834,0.282,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.282,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
20,2026-08-02T02:55:02.749+09:00,2.180,19,9.20,0,DRIVING,,0,1,1,0,0,0,0.033729,1.896,7875,0,-0.060699,-0.060699,0,0,0.000,255,749,green,0.182,,1,obstacle-car,0.681171,"[1005, 440, 1276, 702]",0.076951,0.239,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.239,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
21,2026-08-02T02:55:02.851+09:00,2.283,20,9.22,0,DRIVING,,0,1,1,0,0,0,0.033729,1.894,7884,0,-0.060703,-0.060703,0,0,0.000,255,750,green,0.183,,1,obstacle-car,0.680084,"[1005, 440, 1276, 700]",0.076178,0.164,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.164,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
22,2026-08-02T02:55:02.979+09:00,2.410,21,9.15,0,DRIVING,,0,1,1,0,0,0,0.033729,1.895,7893,0,-0.060705,-0.060705,0,0,0.000,255,749,green,0.200,,1,obstacle-car,0.680084,"[1005, 440, 1276, 700]",0.076178,0.290,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.290,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
23,2026-08-02T02:55:03.064+09:00,2.495,22,9.24,0,DRIVING,,0,1,1,0,0,0,0.033729,1.897,7884,0,-0.060707,-0.060707,0,0,0.000,255,749,green,0.232,,1,obstacle-car,0.666414,"[1005, 440, 1276, 700]",0.076147,0.281,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.281,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
24,2026-08-02T02:55:03.170+09:00,2.601,23,9.25,0,DRIVING,,0,1,1,0,0,0,0.033729,1.896,7875,0,-0.060709,-0.060709,0,0,0.000,255,749,green,0.318,,1,obstacle-car,0.679853,"[1005, 440, 1276, 704]",0.077479,0.158,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.158,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
25,2026-08-02T02:55:03.338+09:00,2.769,24,9.04,0,DRIVING,,0,1,1,0,0,0,0.033729,1.898,7884,0,-0.060710,-0.060710,0,0,0.000,255,749,green,0.321,,1,obstacle-car,0.679853,"[1005, 440, 1276, 704]",0.077479,0.326,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.326,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
26,2026-08-02T02:55:03.420+09:00,2.852,25,9.14,0,DRIVING,,0,1,1,0,0,0,0.033729,1.896,7875,0,-0.060710,-0.060710,0,0,0.000,255,749,green,0.277,,1,obstacle-car,0.678016,"[1005, 441, 1276, 696]",0.075124,0.322,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.322,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
27,2026-08-02T02:55:03.508+09:00,2.941,26,9.20,0,DRIVING,,0,1,1,0,0,0,0.033729,1.896,7875,0,-0.060711,-0.060711,0,0,0.000,255,749,green,0.255,,1,obstacle-car,0.685827,"[1005, 441, 1276, 695]",0.074793,0.306,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.306,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
28,2026-08-02T02:55:03.678+09:00,3.110,27,9.01,0,DRIVING,,0,1,1,0,0,0,0.033729,1.895,7875,0,-0.060711,-0.060711,0,0,0.000,255,750,green,0.343,,1,obstacle-car,0.685827,"[1005, 441, 1276, 695]",0.074793,0.476,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.476,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
29,2026-08-02T02:55:03.762+09:00,3.194,28,9.09,0,DRIVING,,0,1,1,0,0,0,0.033729,1.897,7884,0,-0.060712,-0.060712,0,0,0.000,255,750,green,0.171,,1,obstacle-car,0.674631,"[1005, 440, 1276, 703]",0.077398,0.307,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.307,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
30,2026-08-02T02:55:03.846+09:00,3.278,29,9.17,0,DRIVING,,0,1,1,0,0,0,0.033729,1.897,7893,0,-0.060712,-0.060712,0,0,0.000,255,749,green,0.257,,1,obstacle-car,0.684605,"[1005, 441, 1276, 706]",0.077870,0.304,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.304,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
31,2026-08-02T02:55:03.949+09:00,3.381,30,9.18,0,DRIVING,,0,1,1,0,0,0,0.033729,1.897,7893,0,-0.060712,-0.060712,0,0,0.000,255,750,green,0.174,,1,obstacle-car,0.693425,"[1005, 440, 1276, 702]",0.076772,0.154,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.154,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
32,2026-08-02T02:55:04.085+09:00,3.517,31,9.19,0,DRIVING,,0,1,1,0,0,0,0.033729,1.896,7875,0,-0.060712,-0.060712,0,0,0.000,255,749,green,0.192,,1,obstacle-car,0.693425,"[1005, 440, 1276, 702]",0.076772,0.290,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.290,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
33,2026-08-02T02:55:04.169+09:00,3.603,32,9.20,0,DRIVING,,0,1,1,0,0,0,0.033729,1.896,7893,0,-0.060712,-0.060712,0,0,0.000,255,749,green,0.240,,1,obstacle-car,0.691655,"[1005, 440, 1276, 706]",0.078025,0.288,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.288,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
34,2026-08-02T02:55:04.328+09:00,3.760,33,9.16,0,DRIVING,,0,1,1,0,0,0,0.033729,1.897,7893,0,-0.060712,-0.060712,0,0,0.000,255,749,green,0.248,,1,obstacle-car,0.684942,"[1005, 440, 1276, 700]",0.076354,0.346,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.346,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
35,2026-08-02T02:55:04.419+09:00,3.850,34,9.16,0,DRIVING,,0,1,1,0,0,0,0.033729,1.897,7893,0,-0.060712,-0.060712,0,0,0.000,255,749,green,0.247,,1,obstacle-car,0.679913,"[1005, 441, 1276, 703]",0.076950,0.192,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.192,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
36,2026-08-02T02:55:04.521+09:00,3.953,35,9.12,0,DRIVING,,0,1,1,0,0,0,0.033729,1.897,7893,0,-0.060712,-0.060712,0,0,0.000,255,749,green,0.338,,1,obstacle-car,0.688520,"[1005, 441, 1276, 704]",0.077242,0.160,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.160,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
37,2026-08-02T02:55:04.652+09:00,4.084,36,9.04,0,DRIVING,,0,1,1,0,0,0,0.033729,1.897,7893,0,-0.060712,-0.060712,0,0,0.000,255,750,green,0.330,,1,obstacle-car,0.688520,"[1005, 441, 1276, 704]",0.077242,0.291,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.291,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
38,2026-08-02T02:55:04.737+09:00,4.168,37,9.13,0,DRIVING,,0,1,1,0,0,0,0.033729,1.898,7884,0,-0.060712,-0.060712,0,0,0.000,255,749,green,0.234,,1,obstacle-car,0.680404,"[1005, 441, 1276, 706]",0.078068,0.284,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.284,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
39,2026-08-02T02:55:04.826+09:00,4.257,38,9.13,0,DRIVING,,0,1,1,0,0,0,0.033729,1.898,7893,0,-0.060712,-0.060712,0,0,0.000,255,750,green,0.220,,1,obstacle-car,0.681182,"[1005, 441, 1276, 702]",0.076862,0.272,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.272,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
40,2026-08-02T02:55:04.929+09:00,4.362,39,9.08,0,DRIVING,,0,1,1,0,0,0,0.033729,1.897,7875,0,-0.060712,-0.060712,0,0,0.000,255,749,green,0.179,,1,obstacle-car,0.688802,"[1005, 441, 1276, 704]",0.077460,0.159,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.159,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
41,2026-08-02T02:55:05.099+09:00,4.531,40,8.90,0,DRIVING,,0,1,1,0,0,0,0.033729,1.898,7884,0,-0.060712,-0.060712,0,0,0.000,255,750,green,0.196,,1,obstacle-car,0.688802,"[1005, 441, 1276, 704]",0.077460,0.329,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.329,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
42,2026-08-02T02:55:05.187+09:00,4.618,41,9.09,0,DRIVING,,0,1,1,0,0,0,0.033729,1.898,7893,0,-0.060712,-0.060712,0,0,0.000,255,749,green,0.277,,1,obstacle-car,0.687761,"[1005, 441, 1276, 704]",0.077465,0.326,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.326,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
