frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,traffic_mission_enabled,signal_stop_latched,avoidance_blocked_by_signal,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,recovery_ramp_active,recovery_ramp_elapsed_s,recovery_ramp_pwm,steering_pot,traffic_signal,traffic_result_age_s,traffic_model_fault,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
12,2026-08-02T03:04:45.859+09:00,1.328,11,9.14,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.892,8281,0,0.414153,0.414153,0,0,0.000,255,737,unknown,0.212,,0,unknown,0.000000,null,0.000000,0.306,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.306,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
13,2026-08-02T03:04:45.977+09:00,1.446,12,9.06,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.893,8286,0,0.414139,0.414139,0,0,0.000,255,737,unknown,0.245,,0,unknown,0.000000,null,0.000000,0.324,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.324,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
14,2026-08-02T03:04:46.133+09:00,1.602,13,8.78,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.894,8286,0,0.414129,0.414129,0,0,0.000,255,737,unknown,0.257,,0,unknown,0.000000,null,0.000000,0.374,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.374,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
15,2026-08-02T03:04:46.225+09:00,1.694,14,8.90,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.894,8280,0,0.414122,0.414122,0,0,0.000,255,737,unknown,0.280,,0,unknown,0.000000,null,0.000000,0.211,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.211,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
16,2026-08-02T03:04:46.360+09:00,1.828,15,8.79,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.893,8280,0,0.414117,0.414117,0,0,0.000,255,738,unknown,0.371,,0,unknown,0.000000,null,0.000000,0.187,,"{""0"": 250, ""1"": 130, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 130}",130,1,1,0,0,0.187,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
17,2026-08-02T03:04:46.451+09:00,1.920,16,8.90,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.894,8286,0,0.414113,0.414113,0,0,0.000,255,737,unknown,0.137,,0,unknown,0.000000,null,0.000000,0.280,,"{""0"": 250, ""1"": 130, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 130}",130,1,1,0,0,0.280,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
18,2026-08-02T03:04:46.567+09:00,2.035,17,8.89,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.889,8293,0,0.414111,0.414111,0,0,0.000,255,737,unknown,0.230,,0,unknown,0.000000,null,0.000000,0.303,,"{""0"": 250, ""1"": 130, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 130}",130,1,1,0,0,0.303,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
19,2026-08-02T03:04:46.652+09:00,2.119,18,9.01,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.891,8282,0,0.414109,0.414109,0,0,0.000,255,738,unknown,0.212,,0,unknown,0.000000,null,0.000000,0.255,,"{""0"": 250, ""1"": 130, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 130}",130,1,1,0,0,0.255,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
20,2026-08-02T03:04:46.787+09:00,2.255,19,8.90,0,DRIVING,,0,1,1,0,0,0,-0.230388,15.895,8294,0,0.415293,0.415293,0,0,0.000,255,737,unknown,0.203,,0,unknown,0.000000,null,0.000000,0.183,,"{""0"": 250, ""1"": 130, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 130}",130,1,1,0,0,0.183,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
21,2026-08-02T03:04:46.892+09:00,2.361,20,8.94,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.890,8297,0,0.413930,0.413930,0,0,0.000,255,737,unknown,0.223,,0,unknown,0.000000,null,0.000000,0.287,,"{""0"": 250, ""1"": 130, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 130}",130,1,1,0,0,0.287,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
22,2026-08-02T03:04:47.023+09:00,2.491,21,8.87,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.891,8280,0,0.413982,0.413982,0,0,0.000,255,737,unknown,0.244,,0,unknown,0.000000,null,0.000000,0.334,,"{""0"": 250, ""1"": 130, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 130}",130,1,1,0,0,0.334,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
23,2026-08-02T03:04:47.109+09:00,2.577,22,8.97,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.892,8276,0,0.414019,0.414019,0,0,0.000,255,738,unknown,0.239,,0,unknown,0.000000,null,0.000000,0.282,,"{""0"": 250, ""1"": 130, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 130}",130,1,1,0,0,0.282,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
24,2026-08-02T03:04:47.220+09:00,2.687,23,8.96,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.890,8303,0,0.414045,0.414045,0,0,0.000,255,737,unknown,0.326,,0,unknown,0.000000,null,0.000000,0.291,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.291,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
25,2026-08-02T03:04:47.353+09:00,2.821,24,8.89,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.889,8303,0,0.414063,0.414063,0,0,0.000,255,737,unknown,0.330,,0,unknown,0.000000,null,0.000000,0.425,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.425,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
26,2026-08-02T03:04:47.450+09:00,2.919,25,8.93,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.891,8286,0,0.414076,0.414076,0,0,0.000,255,737,unknown,0.247,,0,unknown,0.000000,null,0.000000,0.304,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.304,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
27,2026-08-02T03:04:47.541+09:00,3.009,26,9.01,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.892,8284,0,0.414085,0.414085,0,0,0.000,255,737,unknown,0.236,,0,unknown,0.000000,null,0.000000,0.283,,"{""0"": 250, ""1"": 130, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 130}",130,1,1,0,0,0.283,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
28,2026-08-02T03:04:47.635+09:00,3.102,27,9.06,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.889,8301,0,0.414091,0.414091,0,0,0.000,255,738,unknown,0.191,,0,unknown,0.000000,null,0.000000,0.147,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.147,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
29,2026-08-02T03:04:47.732+09:00,3.201,28,9.09,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.892,8281,0,0.414095,0.414095,0,0,0.000,255,737,unknown,0.187,,0,unknown,0.000000,null,0.000000,0.243,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.243,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
30,2026-08-02T03:04:47.821+09:00,3.290,29,9.15,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.888,8299,0,0.414098,0.414098,0,0,0.000,255,737,unknown,0.285,,0,unknown,0.000000,null,0.000000,0.243,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.243,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
31,2026-08-02T03:04:47.910+09:00,3.378,30,9.21,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.891,8286,0,0.414101,0.414101,0,0,0.000,255,737,unknown,0.285,,0,unknown,0.000000,null,0.000000,0.238,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.238,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
32,2026-08-02T03:04:48.090+09:00,3.558,31,9.03,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.889,8303,0,0.414102,0.414102,0,0,0.000,255,737,unknown,0.181,,0,unknown,0.000000,null,0.000000,0.231,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.231,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
33,2026-08-02T03:04:48.196+09:00,3.665,32,8.99,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.889,8280,0,0.414103,0.414103,0,0,0.000,255,737,unknown,0.272,,0,unknown,0.000000,null,0.000000,0.337,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.337,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
34,2026-08-02T03:04:48.344+09:00,3.813,33,8.98,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.888,8298,0,0.414104,0.414104,0,0,0.000,255,737,unknown,0.291,,0,unknown,0.000000,null,0.000000,0.396,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.396,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
35,2026-08-02T03:04:48.470+09:00,3.937,34,8.90,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.889,8287,0,0.414104,0.414104,0,0,0.000,255,737,unknown,0.259,,0,unknown,0.000000,null,0.000000,0.343,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.343,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
36,2026-08-02T03:04:48.625+09:00,4.093,35,8.74,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.888,8298,0,0.414105,0.414105,0,0,0.000,255,738,unknown,0.277,,0,unknown,0.000000,null,0.000000,0.390,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.390,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
37,2026-08-02T03:04:48.718+09:00,4.186,36,8.80,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.887,8299,0,0.414105,0.414105,0,0,0.000,255,738,unknown,0.283,,0,unknown,0.000000,null,0.000000,0.211,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.211,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
38,2026-08-02T03:04:48.813+09:00,4.281,37,8.83,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.885,8297,0,0.414105,0.414105,0,0,0.000,255,738,unknown,0.377,,0,unknown,0.000000,null,0.000000,0.152,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.152,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
39,2026-08-02T03:04:48.970+09:00,4.439,38,8.67,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.889,8282,0,0.414105,0.414105,0,0,0.000,255,737,unknown,0.346,,0,unknown,0.000000,null,0.000000,0.309,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.309,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
40,2026-08-02T03:04:49.059+09:00,4.528,39,8.72,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.891,8275,0,0.414105,0.414105,0,0,0.000,255,737,unknown,0.257,,0,unknown,0.000000,null,0.000000,0.304,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.304,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
41,2026-08-02T03:04:49.150+09:00,4.620,40,8.75,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.886,8293,0,0.414105,0.414105,0,0,0.000,255,737,unknown,0.250,,0,unknown,0.000000,null,0.000000,0.301,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.301,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
42,2026-08-02T03:04:49.258+09:00,4.726,41,8.82,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.888,8280,0,0.414105,0.414105,0,0,0.000,255,737,unknown,0.185,,0,unknown,0.000000,null,0.000000,0.162,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.162,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
43,2026-08-02T03:04:49.365+09:00,4.832,42,8.86,0,DRIVING,,0,1,1,0,0,0,-0.230059,15.890,8284,0,0.414105,0.414105,0,0,0.000,255,738,unknown,0.202,,0,unknown,0.000000,null,0.000000,0.266,,"{""0"": 250, ""1"": 129, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 129}",129,1,1,0,0,0.266,car-not-detected-or-stale,KEEP_PAUSED,left,right,,0
