frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,traffic_mission_enabled,signal_stop_latched,avoidance_blocked_by_signal,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,steering_pot,traffic_signal,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
11,2026-08-02T01:59:19.920+09:00,2.002,10,5.55,0,DRIVING,,0,1,1,0,0,0,-0.073410,-3.020,9402,89,0.320523,0.320523,0,750,green,0,unknown,0.000000,null,0.000000,0.408,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.408,ultrasonic-not-close,KEEP_PAUSED,right,left,,0
12,2026-08-02T01:59:20.110+09:00,2.192,11,5.53,0,DRIVING,,0,1,1,0,0,0,-0.167305,-1.852,7056,211,0.602030,0.602030,0,751,green,0,unknown,0.000000,null,0.000000,0.598,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.598,ultrasonic-not-close,KEEP_PAUSED,,,,0
13,2026-08-02T01:59:20.212+09:00,2.295,12,5.72,0,DRIVING,,0,1,1,0,0,0,-0.214258,-1.196,2730,2,0.680797,0.680797,0,751,green,0,unknown,0.000000,null,0.000000,0.480,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.480,ultrasonic-not-close,KEEP_PAUSED,,,,0
14,2026-08-02T01:59:20.437+09:00,2.519,13,5.61,0,DRIVING,,0,1,1,0,0,0,0.188489,-1.196,0,31,-0.857633,-0.857633,0,751,green,0,unknown,0.000000,null,0.000000,0.482,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.482,ultrasonic-not-close,KEEP_PAUSED,right,,,0
15,2026-08-02T01:59:20.542+09:00,2.624,14,5.77,0,DRIVING,,0,1,1,0,0,0,0.190612,-1.196,0,0,-0.709769,-0.709769,0,751,green,0,unknown,0.000000,null,0.000000,0.295,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.295,ultrasonic-not-close,KEEP_PAUSED,right,,,0
16,2026-08-02T01:59:20.744+09:00,2.827,15,5.70,0,DRIVING,,0,1,1,0,0,0,0.192180,-1.196,0,0,-0.605412,-0.605412,0,751,green,0,unknown,0.000000,null,0.000000,0.274,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.274,ultrasonic-not-close,KEEP_PAUSED,right,,,0
17,2026-08-02T01:59:20.963+09:00,3.046,16,5.62,0,DRIVING,,0,1,1,0,0,0,0.193164,-1.196,0,0,-0.531109,-0.531109,0,751,green,0,unknown,0.000000,null,0.000000,0.388,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.388,ultrasonic-not-close,KEEP_PAUSED,right,,,0
18,2026-08-02T01:59:21.157+09:00,3.239,17,5.59,0,DRIVING,,0,0,1,0,0,0,,,0,0,-0.531109,-0.531109,0,751,green,0,unknown,0.000000,null,0.000000,0.581,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.581,ultrasonic-not-close,KEEP_PAUSED,,,,1
19,2026-08-02T01:59:21.326+09:00,3.409,18,5.61,0,DRIVING,,0,0,1,0,0,0,,,0,0,-0.531109,-0.531109,0,751,green,0,unknown,0.000000,null,0.000000,0.549,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.549,ultrasonic-not-close,KEEP_PAUSED,,,,2
20,2026-08-02T01:59:21.499+09:00,3.582,19,5.62,0,DRIVING,,0,0,1,0,0,0,,,0,0,-0.531109,-0.531109,0,751,green,0,unknown,0.000000,null,0.000000,0.502,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.502,ultrasonic-not-close,KEEP_PAUSED,,,,3
21,2026-08-02T01:59:21.637+09:00,3.719,20,5.68,0,DRIVING,,0,1,1,0,0,0,-0.108681,,0,0,0.610555,0.610555,0,751,green,0,unknown,0.000000,null,0.000000,0.278,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.278,ultrasonic-not-close,KEEP_PAUSED,right,,,0
22,2026-08-02T01:59:21.749+09:00,3.831,21,5.78,0,DRIVING,,0,1,1,0,0,0,-0.113906,,0,0,0.504889,0.504889,0,752,green,0,unknown,0.000000,null,0.000000,0.215,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.215,ultrasonic-not-close,KEEP_PAUSED,right,,,0
23,2026-08-02T01:59:21.948+09:00,4.030,22,5.74,0,DRIVING,,0,1,1,0,0,0,-0.135085,,0,0,0.491176,0.491176,0,751,green,0,unknown,0.000000,null,0.000000,0.276,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.276,ultrasonic-not-close,KEEP_PAUSED,right,,,0
24,2026-08-02T01:59:22.149+09:00,4.230,23,5.70,0,DRIVING,,0,1,1,0,0,0,-0.132090,,0,0,0.405986,0.405986,0,751,green,0,unknown,0.000000,null,0.000000,0.365,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.365,ultrasonic-not-close,KEEP_PAUSED,right,,,0
25,2026-08-02T01:59:22.266+09:00,4.348,24,5.78,0,DRIVING,,0,1,1,0,0,0,-0.147051,,0,0,0.409378,0.409378,0,751,green,0,unknown,0.000000,null,0.000000,0.481,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.481,ultrasonic-not-close,KEEP_PAUSED,right,,,0
26,2026-08-02T01:59:22.448+09:00,4.530,25,5.77,0,DRIVING,,0,1,1,0,0,0,-0.206975,,0,0,0.581701,0.581701,0,752,green,0,unknown,0.000000,null,0.000000,0.468,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.468,ultrasonic-not-close,KEEP_PAUSED,right,,,0
27,2026-08-02T01:59:22.632+09:00,4.714,26,5.75,0,DRIVING,,0,1,1,0,0,0,-0.251353,,0,0,0.678717,0.678717,0,751,green,0,unknown,0.000000,null,0.000000,0.332,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.332,ultrasonic-not-close,KEEP_PAUSED,right,,,0
28,2026-08-02T01:59:22.804+09:00,4.886,27,5.76,0,DRIVING,,0,1,1,0,0,0,-0.345452,,0,0,0.949588,0.949588,0,751,green,0,unknown,0.000000,null,0.000000,0.321,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.321,ultrasonic-not-close,KEEP_PAUSED,right,,,0
29,2026-08-02T01:59:22.909+09:00,4.991,28,5.83,0,DRIVING,,0,1,1,0,0,0,-0.409531,,0,0,1.000000,1.000000,0,752,green,0,unknown,0.000000,null,0.000000,0.243,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.243,ultrasonic-not-close,KEEP_PAUSED,right,,,0
30,2026-08-02T01:59:23.093+09:00,5.175,29,5.82,0,DRIVING,,0,1,1,0,0,0,-0.458633,,0,0,1.000000,1.000000,0,753,green,0,unknown,0.000000,null,0.000000,0.255,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.255,ultrasonic-not-close,KEEP_PAUSED,right,,,0
31,2026-08-02T01:59:23.221+09:00,5.302,30,5.87,0,DRIVING,,0,1,1,0,0,0,-0.471484,,0,0,1.000000,1.000000,0,751,green,0,unknown,0.000000,null,0.000000,0.277,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.277,ultrasonic-not-close,KEEP_PAUSED,right,,,0
32,2026-08-02T01:59:23.392+09:00,5.475,31,5.87,0,DRIVING,,0,0,1,0,0,0,,,0,0,1.000000,1.000000,0,752,green,0,unknown,0.000000,null,0.000000,0.451,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.451,ultrasonic-not-close,KEEP_PAUSED,,,,1
33,2026-08-02T01:59:23.565+09:00,5.648,32,5.87,0,DRIVING,,0,1,1,0,0,0,0.424219,,0,0,-1.000000,-1.000000,0,749,green,0,unknown,0.000000,null,0.000000,0.438,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.438,ultrasonic-not-close,KEEP_PAUSED,left,,,0
34,2026-08-02T01:59:23.730+09:00,5.812,33,5.87,0,DRIVING,,0,1,1,0,0,0,0.410352,,0,0,-1.000000,-1.000000,0,748,green,0,unknown,0.000000,null,0.000000,0.472,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.472,ultrasonic-not-close,KEEP_PAUSED,left,,,0
35,2026-08-02T01:59:23.866+09:00,5.949,34,5.90,0,DRIVING,,0,0,1,0,0,0,,,0,0,-1.000000,-1.000000,0,749,green,0,unknown,0.000000,null,0.000000,0.439,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.439,ultrasonic-not-close,KEEP_PAUSED,,,,1
36,2026-08-02T01:59:24.006+09:00,6.088,35,5.93,0,DRIVING,,0,0,1,0,0,0,,,0,0,-1.000000,-1.000000,0,748,green,0,unknown,0.000000,null,0.000000,0.244,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.244,ultrasonic-not-close,KEEP_PAUSED,,,,2
37,2026-08-02T01:59:24.155+09:00,6.237,36,5.95,0,DRIVING,,0,0,1,0,0,0,,,0,0,-1.000000,-1.000000,0,748,unknown,0,unknown,0.000000,null,0.000000,0.393,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.393,ultrasonic-not-close,KEEP_PAUSED,,,,3
38,2026-08-02T01:59:24.255+09:00,6.338,37,6.02,0,DRIVING,,0,0,1,0,0,0,,,0,0,-1.000000,-1.000000,0,748,unknown,0,unknown,0.000000,null,0.000000,0.356,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.356,ultrasonic-not-close,KEEP_PAUSED,,,,4
39,2026-08-02T01:59:24.360+09:00,6.442,38,6.07,0,DRIVING,,0,0,1,0,0,0,,,0,0,-1.000000,-1.000000,0,748,unknown,0,unknown,0.000000,null,0.000000,0.322,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.322,ultrasonic-not-close,KEEP_PAUSED,,,,5
40,2026-08-02T01:59:24.605+09:00,6.688,39,6.00,0,DRIVING,,0,1,1,0,0,0,0.188393,-14.242,260,1,-0.625016,-0.625016,0,749,unknown,0,unknown,0.000000,null,0.000000,0.567,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.567,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
41,2026-08-02T01:59:24.766+09:00,6.847,40,6.01,0,DRIVING,,0,1,1,0,0,0,0.148906,-14.283,183,1,-0.397091,-0.397091,0,748,unknown,0,unknown,0.000000,null,0.000000,0.478,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.478,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
42,2026-08-02T01:59:24.937+09:00,7.019,41,6.00,0,DRIVING,,0,1,1,0,0,0,0.108239,-14.288,299,1,-0.211970,-0.211970,0,749,unknown,0,unknown,0.000000,null,0.000000,0.544,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.544,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
43,2026-08-02T01:59:25.056+09:00,7.138,42,6.04,0,DRIVING,,0,1,1,0,0,0,0.067941,-14.197,208,1,-0.061756,-0.061756,0,749,unknown,0,unknown,0.000000,null,0.000000,0.257,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.257,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
44,2026-08-02T01:59:25.247+09:00,7.330,43,6.02,0,DRIVING,,0,1,1,0,0,0,0.005384,-14.453,217,3,0.145288,0.145288,0,749,unknown,0,unknown,0.000000,null,0.000000,0.278,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.278,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
45,2026-08-02T01:59:25.368+09:00,7.450,44,6.06,0,DRIVING,,0,1,1,0,0,0,0.031172,-12.224,2397,0,0.005958,0.005958,0,749,unknown,0,unknown,0.000000,null,0.000000,0.279,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.279,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
46,2026-08-02T01:59:25.509+09:00,7.591,45,6.08,0,DRIVING,,0,1,1,0,0,0,0.003953,-10.895,6608,0,0.085327,0.085327,0,749,unknown,0,unknown,0.000000,null,0.000000,0.419,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.419,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
