frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,stop_line_detected,lane_error,raw_steer,final_steer,final_speed,steering_pot,traffic_signal,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
1,2026-08-01T16:36:05.434+09:00,0.171,0,6.44,0,DRIVING,state:None->DRIVING;phase:None->KEEP_PAUSED,0,1,0,-0.013576,0.024438,0.024438,0,738,unknown,0,unknown,0.000000,null,0.000000,0.154,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.154,ultrasonic-not-close,KEEP_PAUSED,left,,,0
2,2026-08-01T16:36:05.564+09:00,0.309,1,6.76,0,DRIVING,,0,1,0,-0.064654,0.208317,0.208317,0,739,unknown,0,unknown,0.000000,null,0.000000,0.086,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.086,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
3,2026-08-01T16:36:05.677+09:00,0.420,2,7.36,0,DRIVING,,0,1,0,-0.064754,0.181095,0.181095,0,738,unknown,0,unknown,0.000000,null,0.000000,0.197,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.197,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
4,2026-08-01T16:36:05.791+09:00,0.535,3,7.65,0,DRIVING,,0,1,0,-0.064654,0.161374,0.161374,0,738,unknown,0,unknown,0.000000,null,0.000000,0.196,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.196,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
5,2026-08-01T16:36:05.904+09:00,0.649,4,7.84,0,DRIVING,,0,1,0,-0.064654,0.147875,0.147875,0,738,unknown,0,unknown,0.000000,null,0.000000,0.195,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.195,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
6,2026-08-01T16:36:06.021+09:00,0.764,5,7.98,0,DRIVING,,0,1,0,-0.064654,0.138426,0.138426,0,739,unknown,0,unknown,0.000000,null,0.000000,0.309,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.309,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
7,2026-08-01T16:36:06.124+09:00,0.868,6,8.17,0,DRIVING,,0,1,0,-0.064654,0.131811,0.131811,0,739,unknown,0,unknown,0.000000,null,0.000000,0.302,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.302,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
8,2026-08-01T16:36:06.236+09:00,0.981,7,8.25,0,DRIVING,,0,1,0,-0.064654,0.127181,0.127181,0,739,unknown,0,unknown,0.000000,null,0.000000,0.301,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.301,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
9,2026-08-01T16:36:06.347+09:00,1.090,8,8.35,0,DRIVING,,0,1,0,-0.064654,0.123940,0.123940,0,739,unknown,0,unknown,0.000000,null,0.000000,0.410,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.410,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
10,2026-08-01T16:36:06.450+09:00,1.195,9,8.45,0,DRIVING,,0,1,0,-0.064654,0.121671,0.121671,0,739,unknown,0,unknown,0.000000,null,0.000000,0.296,,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.296,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
