frame_index,wall_time,elapsed_s,video_frame_index,fps,running,vehicle_state,event,stop_condition,lane_found,traffic_mission_enabled,signal_stop_latched,avoidance_blocked_by_signal,stop_line_detected,lane_error,solid_filter_angle_deg,solid_filter_kept_pixels,solid_filter_rejected_pixels,raw_steer,final_steer,final_speed,recovery_ramp_active,recovery_ramp_elapsed_s,recovery_ramp_pwm,steering_pot,traffic_signal,traffic_result_age_s,traffic_model_fault,car_detected,car_label,car_confidence,car_bbox,car_area_ratio,car_result_age_s,car_roi_normalized,car_roi_pixels,car_model_fault,ultrasonic_json,ultrasonic_age_json,front_sensor_values,front_distance_cm,sensor_ok,ultrasonic_close,fusion_confirmed,fusion_hits,fusion_skew_s,fusion_reason,obstacle_phase,dash_side,solid_side,locked_dash_side,lost_frames
11,2026-08-02T03:29:57.893+09:00,1.178,10,9.54,0,DRIVING,,0,1,1,0,0,0,0.038028,-0.187,7977,0,-0.067777,-0.067777,0,0,0.000,255,747,green,0.190,,0,unknown,0.000000,null,0.000000,0.149,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.149,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
12,2026-08-02T03:29:58.061+09:00,1.333,11,9.15,0,DRIVING,,0,1,1,0,0,0,0.037952,-0.185,7987,0,-0.067705,-0.067705,0,0,0.000,255,746,green,0.286,,0,unknown,0.000000,null,0.000000,0.304,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.304,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
13,2026-08-02T03:29:58.155+09:00,1.442,12,9.15,0,DRIVING,,0,1,1,0,0,0,0.037943,-0.184,7973,0,-0.067856,-0.067856,0,0,0.000,255,747,green,0.169,,0,unknown,0.000000,null,0.000000,0.322,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.322,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
14,2026-08-02T03:29:58.257+09:00,1.544,13,9.20,0,DRIVING,,0,1,1,0,0,0,0.037937,-0.184,7973,0,-0.067965,-0.067965,0,0,0.000,255,746,green,0.263,,0,unknown,0.000000,null,0.000000,0.328,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.328,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
15,2026-08-02T03:29:58.348+09:00,1.636,14,9.30,0,DRIVING,,0,1,1,0,0,0,0.037932,-0.183,7971,0,-0.068044,-0.068044,0,0,0.000,255,746,green,0.202,,0,unknown,0.000000,null,0.000000,0.255,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.255,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
16,2026-08-02T03:29:58.450+09:00,1.736,15,9.34,0,DRIVING,,0,1,1,0,0,0,0.037928,-0.181,7965,0,-0.068101,-0.068101,0,0,0.000,255,746,green,0.197,,0,unknown,0.000000,null,0.000000,0.155,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.155,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
17,2026-08-02T03:29:58.604+09:00,1.891,16,9.08,0,DRIVING,,0,1,1,0,0,0,0.037925,-0.183,7963,0,-0.068142,-0.068142,0,0,0.000,255,746,green,0.193,,0,unknown,0.000000,null,0.000000,0.310,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.310,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
18,2026-08-02T03:29:58.732+09:00,2.020,17,9.00,0,DRIVING,,0,1,1,0,0,0,0.037923,-0.181,7965,0,-0.068172,-0.068172,0,0,0.000,255,746,green,0.259,,0,unknown,0.000000,null,0.000000,0.349,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.349,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
19,2026-08-02T03:29:58.871+09:00,2.157,18,8.88,0,DRIVING,,0,1,1,0,0,0,0.037922,-0.181,7978,0,-0.068193,-0.068193,0,0,0.000,255,746,green,0.283,,0,unknown,0.000000,null,0.000000,0.385,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.385,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
20,2026-08-02T03:29:58.969+09:00,2.257,19,8.93,0,DRIVING,,0,1,1,0,0,0,0.037921,-0.181,7996,0,-0.068209,-0.068209,0,0,0.000,255,746,green,0.271,,0,unknown,0.000000,null,0.000000,0.332,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.332,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
21,2026-08-02T03:29:59.093+09:00,2.381,20,8.88,0,DRIVING,,0,1,1,0,0,0,0.037727,-0.181,7999,0,-0.067526,-0.067526,0,0,0.000,255,746,green,0.369,,0,unknown,0.000000,null,0.000000,0.328,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.328,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
22,2026-08-02T03:29:59.187+09:00,2.475,21,8.96,0,DRIVING,,0,1,1,0,0,0,0.037837,-0.183,8002,0,-0.068036,-0.068036,0,0,0.000,255,746,green,0.364,,0,unknown,0.000000,null,0.000000,0.422,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.422,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
23,2026-08-02T03:29:59.338+09:00,2.625,22,8.82,0,DRIVING,,0,1,1,0,0,0,0.037615,-0.183,8003,0,-0.067260,-0.067260,0,0,0.000,255,745,green,0.222,,0,unknown,0.000000,null,0.000000,0.335,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.335,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
24,2026-08-02T03:29:59.428+09:00,2.715,23,8.90,0,DRIVING,,0,1,1,0,0,0,0.037753,-0.184,7991,0,-0.067890,-0.067890,0,0,0.000,255,745,green,0.249,,0,unknown,0.000000,null,0.000000,0.300,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.300,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
25,2026-08-02T03:29:59.522+09:00,2.810,24,8.96,0,DRIVING,,0,1,1,0,0,0,0.037737,-0.181,7998,0,-0.067851,-0.067851,0,0,0.000,255,746,green,0.243,,0,unknown,0.000000,null,0.000000,0.301,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.301,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
26,2026-08-02T03:29:59.652+09:00,2.940,25,8.89,0,DRIVING,,0,1,1,0,0,0,0.037725,-0.179,7994,0,-0.067830,-0.067830,0,0,0.000,255,746,green,0.188,,0,unknown,0.000000,null,0.000000,0.192,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.192,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
27,2026-08-02T03:29:59.766+09:00,3.053,26,8.89,0,DRIVING,,0,1,1,0,0,0,0.037715,-0.180,7996,0,-0.067819,-0.067819,0,0,0.000,255,746,green,0.232,,0,unknown,0.000000,null,0.000000,0.305,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.305,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
28,2026-08-02T03:29:59.911+09:00,3.199,27,8.80,0,DRIVING,,0,1,1,0,0,0,0.037717,-0.178,7996,0,-0.067846,-0.067846,0,0,0.000,255,746,green,0.246,,0,unknown,0.000000,null,0.000000,0.356,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.356,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
29,2026-08-02T03:29:59.991+09:00,3.277,28,8.90,0,DRIVING,,0,1,1,0,0,0,0.037758,-0.189,7985,0,-0.068008,-0.068008,0,0,0.000,255,746,green,0.259,,0,unknown,0.000000,null,0.000000,0.301,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.301,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
30,2026-08-02T03:30:00.106+09:00,3.393,29,8.89,0,DRIVING,,0,1,1,0,0,0,0.037828,-0.198,7994,0,-0.068247,-0.068247,0,0,0.000,255,746,green,0.262,,0,unknown,0.000000,null,0.000000,0.307,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.307,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
31,2026-08-02T03:30:00.214+09:00,3.502,30,8.90,0,DRIVING,,0,1,1,0,0,0,0.037709,-0.193,8002,0,-0.067771,-0.067771,0,0,0.000,255,746,green,0.358,,0,unknown,0.000000,null,0.000000,0.158,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.158,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
32,2026-08-02T03:30:00.416+09:00,3.703,31,8.65,0,DRIVING,,0,1,1,0,0,0,0.037713,-0.188,8011,0,-0.067815,-0.067815,0,0,0.000,255,746,green,0.311,,0,unknown,0.000000,null,0.000000,0.358,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.358,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
33,2026-08-02T03:30:00.539+09:00,3.827,32,8.66,0,DRIVING,,0,1,1,0,0,0,0.037571,-0.186,8003,0,-0.067325,-0.067325,0,0,0.000,255,746,green,0.203,,0,unknown,0.000000,null,0.000000,0.386,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.386,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
34,2026-08-02T03:30:00.657+09:00,3.944,33,8.65,0,DRIVING,,0,1,1,0,0,0,0.038238,-0.184,8003,0,-0.069818,-0.069818,0,0,0.000,255,746,green,0.125,,0,unknown,0.000000,null,0.000000,0.407,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.407,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
35,2026-08-02T03:30:00.828+09:00,4.115,34,8.47,0,DRIVING,,0,1,1,0,0,0,0.038101,-0.179,7992,0,-0.069028,-0.069028,0,0,0.000,255,746,green,0.128,,0,unknown,0.000000,null,0.000000,0.256,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.256,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
36,2026-08-02T03:30:00.918+09:00,4.205,35,8.47,0,DRIVING,,0,1,1,0,0,0,0.037784,-0.180,8002,0,-0.067752,-0.067752,0,0,0.000,255,746,green,0.169,,0,unknown,0.000000,null,0.000000,0.222,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.222,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
37,2026-08-02T03:30:01.057+09:00,4.344,36,8.38,0,DRIVING,,0,1,1,0,0,0,0.037760,-0.176,7983,0,-0.067743,-0.067743,0,0,0.000,255,746,green,0.260,,0,unknown,0.000000,null,0.000000,0.193,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.193,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
38,2026-08-02T03:30:01.209+09:00,4.497,37,8.34,0,DRIVING,,0,1,1,0,0,0,0.037742,-0.173,7979,0,-0.067746,-0.067746,0,0,0.000,255,746,green,0.142,,0,unknown,0.000000,null,0.000000,0.347,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1280, 720]",,"{""0"": 250, ""1"": 250, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 0.0, ""1"": 0.0, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}","{""0"": 250, ""1"": 250}",250,1,0,0,0,0.347,ultrasonic-not-close,KEEP_PAUSED,left,right,,0
